Booking ID,Booking Status,DateTime,Vehicle Type,Pickup Location,Drop Location,Booking Value,Avg VTAT
"""CNR6788236""",Completed,2024-08-07 08:57:41,Go Mini,Anand Vihar,Dilshad Garden,103.0,10.8
"""CNR6712777""",Completed,2024-12-22 14:12:24,Go Mini,South Extension,Badarpur,507.0,6.6
"""CNR1851465""",Completed,2024-05-31 18:15:39,Premier Sedan,Jahangirpuri,Barakhamba Road,200.0,8.0
"""CNR1926425""",Completed,2024-07-14 17:59:32,eBike,RK Puram,Bhikaji Cama Place,482.0,12.4
"""CNR1408697""",Incomplete,2024-05-11 23:55:34,Auto,Anand Vihar,Satguru Ram Singh Marg,1007.0,2.8
"""CNR6775193""",Completed,2024-02-25 12:34:10,Auto,INA Market,ITO,177.0,4.3
"""CNR7832815""",Completed,2024-06-26 11:12:21,Go Mini,Rajiv Chowk,Raj Nagar Extension,130.0,3.2
"""CNR7378033""",Completed,2024-04-22 18:18:32,Uber XL,Kaushambi,Akshardham,773.0,5.1
"""CNR4104420""",Completed,2024-08-16 15:47:40,Bike,Chhatarpur,Nirman Vihar,56.0,8.0
"""CNR3257742""",Completed,2024-08-31 18:17:18,Premier Sedan,Ashok Park Main,Dilshad Garden,1065.0,11.4
"""CNR4385949""",Completed,2024-11-30 12:42:13,Bike,Ashok Park Main,Kanhaiya Nagar,653.0,14.3
"""CNR9364414""",Completed,2024-04-30 13:23:00,Premier Sedan,Shivaji Park,Karkarduma,574.0,5.5
"""CNR2354517""",Completed,2024-03-25 08:19:07,Go Mini,Green Park,Sarojini Nagar,289.0,14.3
"""CNR5801314""",Incomplete,2024-05-21 10:21:33,Go Sedan,Chhatarpur,Keshav Puram,501.0,6.3
"""CNR9728982""",Completed,2024-01-26 19:44:38,Go Mini,Barakhamba Road,Pitampura,264.0,15.0
"""CNR5648476""",Completed,2024-04-01 19:36:51,eBike,Dwarka Mor,Mayur Vihar,424.0,5.5
"""CNR6989812""",Completed,2024-09-23 08:10:17,Go Sedan,Chhatarpur,Mayur Vihar,928.0,8.4
"""CNR3885887""",Completed,2024-09-16 11:28:23,Uber XL,Delhi Gate,Sonipat,131.0,3.5
"""CNR8735357""",Completed,2024-12-14 19:35:12,Go Sedan,Bhiwadi,Sushant Lok,1227.0,5.1
"""CNR1483299""",Incomplete,2024-12-25 21:00:55,Auto,Central Secretariat,Inderlok,289.0,4.8
"""CNR2599107""",Completed,2024-02-03 17:54:43,Go Sedan,Greater Noida,Maidan Garhi,3669.0,9.2
"""CNR4523843""",Completed,2024-01-14 17:10:24,Auto,Malviya Nagar,Punjabi Bagh,77.0,13.2
"""CNR7544218""",Completed,2024-01-24 17:03:20,Premier Sedan,Rajiv Nagar,Lok Kalyan Marg,397.0,12.5
"""CNR1565218""",Completed,2024-03-11 08:25:42,Auto,Indirapuram,Akshardham,798.0,14.4
"""CNR6020658""",Completed,2024-04-29 17:26:06,Premier Sedan,Laxmi Nagar,Kherki Daula Toll,241.0,13.5
"""CNR9021472""",Completed,2024-11-22 08:04:57,Go Mini,DLF City Court,Vaishali,874.0,7.7
"""CNR3221557""",Completed,2024-02-03 02:58:06,Auto,Anand Vihar,ITO,189.0,13.7
"""CNR3469742""",Completed,2024-05-22 12:21:10,Go Mini,Ardee City,Laxmi Nagar,120.0,12.1
"""CNR3636353""",Completed,2024-07-15 12:47:03,Auto,Noida Film City,Ashok Park Main,333.0,9.4
"""CNR7727885""",Incomplete,2024-08-17 09:26:21,Premier Sedan,Hauz Khas,Shastri Nagar,382.0,5.5
"""CNR6677741""",Completed,2024-10-12 08:27:55,Go Mini,Barakhamba Road,Yamuna Bank,708.0,7.1
"""CNR3910228""",Completed,2024-02-12 07:41:21,Bike,Hauz Khas,Badarpur,105.0,11.2
"""CNR9629321""",Completed,2024-05-09 20:36:12,Auto,Vishwavidyalaya,Kirti Nagar,620.0,14.4
"""CNR1227642""",Completed,2024-07-23 12:18:34,Go Sedan,ITO,Nehru Place,482.0,10.4
"""CNR9017429""",Completed,2024-05-03 14:51:05,Auto,DLF City Court,ITO,670.0,12.4
"""CNR7974219""",Completed,2024-02-05 03:47:15,Go Sedan,Inderlok,Dilshad Garden,669.0,2.2
"""CNR7227441""",Completed,2024-05-05 19:20:52,Uber XL,Yamuna Bank,Punjabi Bagh,381.0,6.0
"""CNR4418143""",Completed,2024-09-12 06:04:38,Go Sedan,Dwarka Sector 21,Tis Hazari,997.0,11.5
"""CNR4350016""",Completed,2024-05-11 16:04:35,Bike,Subhash Chowk,Vatika Chowk,671.0,13.5
"""CNR7545428""",Completed,2024-09-23 12:53:56,Go Mini,Saidulajab,Palam Vihar,171.0,3.4
"""CNR7345258""",Completed,2024-09-25 17:22:36,Go Mini,Hauz Khas,Anand Vihar,319.0,2.2
"""CNR4299844""",Completed,2024-02-02 19:55:22,Go Sedan,Chirag Delhi,Gurgaon Sector 56,452.0,8.1
"""CNR6941082""",Completed,2024-05-26 13:25:34,Go Sedan,Satguru Ram Singh Marg,Panchsheel Park,622.0,8.3
"""CNR8495818""",Completed,2024-08-19 07:40:53,Go Mini,Vidhan Sabha,Ambience Mall,266.0,9.2
"""CNR4266282""",Completed,2024-01-31 12:01:03,Go Sedan,Shahdara,Malviya Nagar,966.0,5.7
"""CNR6703484""",Completed,2024-05-27 21:20:21,Auto,Vidhan Sabha,Saket A Block,885.0,14.2
"""CNR6231017""",Completed,2024-07-12 18:08:33,Go Mini,Chhatarpur,Kaushambi,745.0,11.1
"""CNR5422534""",Completed,2024-08-14 00:27:53,Premier Sedan,Peeragarhi,Noida Sector 18,684.0,9.2
"""CNR8458505""",Completed,2024-07-15 18:16:32,Go Sedan,Maidan Garhi,Jor Bagh,476.0,12.8
"""CNR1047372""",Completed,2024-12-04 18:54:56,Go Sedan,Ashok Park Main,Vaishali,134.0,4.3
"""CNR3485990""",Incomplete,2024-06-04 16:00:05,eBike,Faridabad Sector 15,Indirapuram,457.0,2.6
"""CNR9054277""",Completed,2024-07-10 11:51:33,Auto,Seelampur,Gwal Pahari,148.0,6.0
"""CNR1308446""",Completed,2024-03-02 17:39:50,Bike,Munirka,Chirag Delhi,1005.0,4.9
"""CNR6507987""",Completed,2024-07-21 13:37:23,Auto,Sikanderpur,Pitampura,252.0,14.4
"""CNR8529980""",Completed,2024-07-17 07:09:37,Bike,Ashram,Vinobapuri,221.0,6.2
"""CNR2283843""",Completed,2024-04-14 23:16:34,eBike,Kadarpur,Tilak Nagar,1484.0,8.3
"""CNR7430917""",Completed,2024-10-23 06:25:58,Auto,Indraprastha,Noida Sector 62,176.0,7.3
"""CNR1093925""",Completed,2024-01-16 07:21:34,Premier Sedan,Sultanpur,Moti Nagar,280.0,5.7
"""CNR1069483""",Completed,2024-03-13 23:01:06,Bike,Nirman Vihar,IGNOU Road,217.0,2.9
"""CNR6532543""",Completed,2024-04-10 17:50:54,Bike,Jor Bagh,Tis Hazari,313.0,5.3
"""CNR9912684""",Incomplete,2024-12-03 15:54:30,Go Mini,Madipur,Rithala,887.0,9.1
"""CNR1015245""",Completed,2024-03-18 10:00:05,Uber XL,Kanhaiya Nagar,Vishwavidyalaya,243.0,13.1
"""CNR1702432""",Completed,2024-10-29 05:39:31,Go Sedan,Mundka,Sarai Kale Khan,247.0,13.2
"""CNR6352753""",Completed,2024-09-25 16:14:00,Go Mini,Pitampura,Khan Market,94.0,9.9
"""CNR6341461""",Completed,2024-08-23 17:39:23,Go Sedan,Tilak Nagar,Hauz Khas,395.0,12.8
"""CNR5968686""",Completed,2024-04-29 19:38:20,Go Mini,Rajiv Chowk,Mehrauli,539.0,14.0
"""CNR3891676""",Completed,2024-09-02 20:56:31,Bike,Jama Masjid,Greater Kailash,686.0,7.7
"""CNR9260968""",Completed,2024-11-07 02:05:18,Auto,Saket A Block,Basai Dhankot,258.0,6.2
"""CNR3211626""",Completed,2024-12-14 10:22:55,Auto,Panchsheel Park,New Colony,270.0,2.1
"""CNR4607869""",Completed,2024-08-25 19:54:07,Go Mini,Rajiv Chowk,Tughlakabad,438.0,13.5
"""CNR2323354""",Completed,2024-11-15 14:56:07,Go Sedan,Udyog Vihar,Keshav Puram,692.0,7.8
"""CNR2582851""",Completed,2024-05-11 07:37:54,Go Sedan,Lok Kalyan Marg,ITO,316.0,15.0
"""CNR9410812""",Completed,2024-07-11 14:58:26,Go Mini,Old Gurgaon,Ambience Mall,89.0,9.8
"""CNR6796031""",Completed,2024-12-10 14:23:05,Premier Sedan,Indirapuram,Anand Vihar ISBT,839.0,9.4
"""CNR4687658""",Completed,2024-07-08 11:44:57,Uber XL,Netaji Subhash Place,Aya Nagar,368.0,10.1
"""CNR2998708""",Completed,2024-05-22 23:59:37,Go Mini,Bhiwadi,Ambience Mall,336.0,11.1
"""CNR3468711""",Completed,2024-12-21 18:11:59,Auto,New Delhi Railway Station,Greater Noida,136.0,13.2
"""CNR2620129""",Completed,2024-10-16 12:59:23,Go Mini,Jor Bagh,Kashmere Gate,929.0,10.5
"""CNR2062788""",Completed,2024-02-16 20:24:20,eBike,Model Town,Ashok Park Main,90.0,7.9
"""CNR3340379""",Completed,2024-02-10 18:11:04,Bike,Gurgaon Sector 56,Gurgaon Railway Station,352.0,11.0
"""CNR5083079""",Completed,2024-04-11 16:28:23,Go Mini,Green Park,Golf Course Road,412.0,2.9
"""CNR7618031""",Incomplete,2024-06-29 10:44:16,Auto,Hero Honda Chowk,Huda City Centre,1097.0,6.4
"""CNR8699497""",Completed,2024-12-28 23:45:48,Premier Sedan,Sarai Kale Khan,Chhatarpur,796.0,5.5
"""CNR4030635""",Completed,2024-03-25 12:39:03,Auto,Ardee City,Palam Vihar,470.0,7.8
"""CNR6988301""",Completed,2024-07-31 21:55:46,eBike,RK Puram,Inderlok,286.0,12.7
"""CNR5562714""",Completed,2024-02-28 10:22:53,Go Mini,Saket A Block,Kadarpur,427.0,13.5
"""CNR7066609""",Completed,2024-07-11 22:49:44,Bike,Faridabad Sector 15,Saket A Block,605.0,9.8
"""CNR1827079""",Completed,2024-08-03 18:59:34,Go Sedan,Badshahpur,New Colony,1650.0,12.7
"""CNR5810575""",Completed,2024-04-23 20:46:52,Go Sedan,Central Secretariat,Moti Nagar,256.0,2.9
"""CNR4990438""",Completed,2024-08-10 13:35:24,Auto,Okhla,Connaught Place,1407.0,11.7
"""CNR4072224""",Completed,2024-03-04 07:57:32,Auto,Sultanpur,Azadpur,475.0,9.2
"""CNR8040799""",Completed,2024-05-30 15:58:58,Bike,Anand Vihar,Manesar,132.0,2.9
"""CNR5755845""",Completed,2024-04-03 10:20:55,Go Mini,IGI Airport,Ashram,146.0,8.0
"""CNR7043244""",Incomplete,2024-02-14 12:56:02,eBike,INA Market,Sadar Bazar Gurgaon,91.0,6.9
"""CNR7392350""",Incomplete,2024-05-10 20:08:58,Go Sedan,Akshardham,Madipur,182.0,7.6
"""CNR4057224""",Completed,2024-08-11 20:09:47,Go Mini,Sadar Bazar Gurgaon,Malviya Nagar,800.0,12.0
"""CNR9561063""",Completed,2024-08-30 06:40:40,Go Mini,IMT Manesar,Sultanpur,992.0,11.3
"""CNR4313448""",Completed,2024-12-26 22:25:27,Bike,Gurgaon Railway Station,Paschim Vihar,249.0,9.9
"""CNR9369244""",Completed,2024-01-05 02:12:12,Go Sedan,Rajouri Garden,Jhilmil,365.0,6.0
"""CNR5469936""",Completed,2024-02-22 03:09:13,Auto,Hero Honda Chowk,Cyber Hub,414.0,11.8
"""CNR4754812""",Completed,2024-05-13 09:02:11,Premier Sedan,IIT Delhi,Rohini East,377.0,11.6
"""CNR1448192""",Completed,2024-03-19 08:23:27,Auto,Gwal Pahari,Lal Quila,458.0,7.1
"""CNR8360249""",Completed,2024-03-19 12:18:59,Go Sedan,Lajpat Nagar,Dilshad Garden,731.0,10.3
"""CNR3928931""",Completed,2024-06-25 13:50:06,Bike,Nehru Place,Sultanpur,291.0,3.8
"""CNR1149625""",Incomplete,2024-10-18 10:34:17,Go Mini,Udyog Vihar Phase 4,Maidan Garhi,824.0,4.8
"""CNR8917790""",Incomplete,2024-06-16 18:19:04,Go Sedan,Vidhan Sabha,Aya Nagar,218.0,2.2
"""CNR1189897""",Completed,2024-10-03 14:38:28,Bike,Sultanpur,Gwal Pahari,50.0,6.7
"""CNR2271313""",Completed,2024-11-27 19:02:09,Go Sedan,IFFCO Chowk,Sikanderpur,963.0,13.3
"""CNR5414604""",Incomplete,2024-09-21 06:59:31,Uber XL,New Delhi Railway Station,Rajouri Garden,1921.0,3.8
"""CNR6152642""",Completed,2024-05-15 12:32:24,Go Mini,Bhikaji Cama Place,Hauz Rani,309.0,12.3
"""CNR7895175""",Completed,2024-10-27 06:55:19,Uber XL,Model Town,Sonipat,472.0,5.0
"""CNR7979164""",Completed,2024-04-19 20:43:59,Auto,Greater Kailash,Kherki Daula Toll,109.0,2.8
"""CNR7469152""",Completed,2024-12-08 05:06:29,eBike,Munirka,Pragati Maidan,715.0,10.9
"""CNR5262275""",Completed,2024-03-28 06:49:14,Go Sedan,Nawada,Khandsa,454.0,13.0
"""CNR5188950""",Completed,2024-09-11 10:26:40,Go Sedan,Sonipat,Narsinghpur,327.0,10.8
"""CNR5152671""",Completed,2024-09-10 18:51:35,Bike,MG Road,Ghitorni Village,1623.0,12.6
"""CNR9796991""",Completed,2024-11-24 06:17:05,Go Sedan,Rohini West,Saket,2728.0,11.9
"""CNR8914532""",Completed,2024-04-24 12:51:06,Premier Sedan,Khandsa,Bhikaji Cama Place,386.0,11.1
"""CNR4903596""",Completed,2024-11-13 12:21:37,Uber XL,Kadarpur,Basai Dhankot,103.0,3.1
"""CNR9246252""",Incomplete,2024-10-27 21:08:35,Auto,Central Secretariat,Bhikaji Cama Place,3140.0,6.4
"""CNR7820911""",Completed,2024-01-03 11:27:17,Go Mini,Rithala,Azadpur,952.0,3.3
"""CNR3443089""",Incomplete,2024-09-18 17:10:08,Auto,Kirti Nagar,Netaji Subhash Place,607.0,5.1
"""CNR4331871""",Completed,2024-09-01 22:04:33,Auto,Preet Vihar,Sarai Kale Khan,840.0,7.2
"""CNR8250429""",Completed,2024-04-20 16:00:30,Auto,Barakhamba Road,Rohini East,631.0,4.0
"""CNR9479862""",Completed,2024-03-27 11:23:13,Auto,Laxmi Nagar,Vinobapuri,451.0,13.5
"""CNR9520643""",Completed,2024-08-09 12:21:56,Auto,Kherki Daula Toll,Narsinghpur,471.0,4.4
"""CNR9696169""",Completed,2024-12-04 20:17:39,Bike,RK Puram,Vasant Kunj,311.0,4.1
"""CNR2938750""",Completed,2024-10-03 19:18:58,Bike,Mandi House,Old Gurgaon,359.0,15.0
"""CNR9501739""",Completed,2024-07-03 09:33:29,Bike,Rajiv Chowk,Sohna Road,201.0,14.7
"""CNR5727381""",Completed,2024-02-14 23:44:43,Go Mini,Kalkaji,Noida Sector 18,383.0,8.7
"""CNR3127537""",Completed,2024-08-30 07:15:56,Go Sedan,Ardee City,Nirman Vihar,305.0,2.5
"""CNR9073106""",Completed,2024-08-21 16:25:39,Bike,Punjabi Bagh,Delhi Gate,439.0,4.0
"""CNR2376933""",Completed,2024-05-31 15:49:17,Premier Sedan,Kaushambi,Uttam Nagar,117.0,5.6
"""CNR8628423""",Completed,2024-05-01 20:47:53,eBike,Badshahpur,Sultanpur,390.0,10.2
"""CNR9339298""",Completed,2024-04-15 08:44:42,Premier Sedan,Kashmere Gate,Jahangirpuri,925.0,3.8
"""CNR4823185""",Incomplete,2024-07-23 23:59:53,Premier Sedan,Panipat,Mansarovar Park,473.0,9.6
"""CNR3327661""",Incomplete,2024-02-27 11:25:07,Bike,Vatika Chowk,Jama Masjid,72.0,3.8
"""CNR8097948""",Completed,2024-09-18 20:41:43,Auto,Gurgaon Railway Station,IIT Delhi,445.0,10.9
"""CNR9160923""",Completed,2024-07-10 00:07:53,Bike,Palam Vihar,Gwal Pahari,139.0,10.2
"""CNR2377538""",Completed,2024-01-29 23:45:38,Go Mini,Shastri Nagar,Peeragarhi,331.0,2.8
"""CNR6816361""",Completed,2024-11-02 21:28:15,eBike,Hauz Rani,New Colony,970.0,4.4
"""CNR6673471""",Completed,2024-07-02 09:29:59,Go Mini,Ghitorni Village,Sultanpur,526.0,2.6
"""CNR2192184""",Completed,2024-01-26 21:00:09,Bike,Sonipat,Subhash Chowk,265.0,8.8
"""CNR7740797""",Completed,2024-05-17 09:21:53,Premier Sedan,Nawada,Udyog Vihar Phase 4,206.0,4.8
"""CNR8913277""",Completed,2024-07-15 17:29:58,Go Mini,Tilak Nagar,Jhilmil,204.0,13.6
"""CNR8278177""",Completed,2024-04-16 11:32:50,Bike,Paharganj,Kalkaji,93.0,3.8
"""CNR4077766""",Completed,2024-09-23 13:20:02,Auto,Madipur,Arjangarh,81.0,10.5
"""CNR5640180""",Completed,2024-03-21 18:02:52,Premier Sedan,Huda City Centre,Arjangarh,681.0,3.6
"""CNR9979108""",Incomplete,2024-04-03 16:02:16,eBike,Panipat,Raj Nagar Extension,99.0,5.0
"""CNR6679449""",Completed,2024-08-15 17:22:31,Bike,Arjangarh,Sarai Kale Khan,1475.0,14.3
"""CNR9889244""",Completed,2024-05-08 10:36:33,Go Sedan,Connaught Place,Noida Sector 62,382.0,3.5
"""CNR7254366""",Completed,2024-08-11 19:40:51,Go Mini,Ghitorni,Chhatarpur,830.0,2.3
"""CNR1181074""",Completed,2024-06-11 09:35:01,Premier Sedan,Vidhan Sabha,Chandni Chowk,490.0,13.4
"""CNR4740971""",Completed,2024-01-13 20:02:58,Go Mini,Vaishali,Ghaziabad,1447.0,6.1
"""CNR5896957""",Completed,2024-05-29 05:38:04,Auto,Saidulajab,Jor Bagh,429.0,3.6
"""CNR8995389""",Completed,2024-07-10 01:55:27,Bike,IMT Manesar,Shastri Nagar,462.0,9.7
"""CNR2168415""",Completed,2024-05-27 15:29:04,Go Sedan,Palam Vihar,Tis Hazari,178.0,11.7
"""CNR5491982""",Completed,2024-09-04 08:27:56,Premier Sedan,Vidhan Sabha,Paschim Vihar,843.0,5.9
"""CNR3861151""",Completed,2024-07-03 09:18:30,Go Sedan,Rajiv Nagar,Old Gurgaon,838.0,14.0
"""CNR5442581""",Completed,2024-11-20 09:35:28,Go Mini,New Delhi Railway Station,Shahdara,691.0,3.2
"""CNR3881548""",Completed,2024-08-18 11:31:19,Auto,Mansarovar Park,Mundka,524.0,11.8
"""CNR2771163""",Completed,2024-04-20 19:43:04,Go Sedan,Old Gurgaon,Ghitorni,485.0,2.9
"""CNR3839490""",Completed,2024-09-19 08:05:57,Go Sedan,Pulbangash,Sohna Road,149.0,10.5
"""CNR5169559""",Completed,2024-12-21 21:55:32,Go Mini,Pitampura,Kashmere Gate ISBT,272.0,13.0
"""CNR8118180""",Completed,2024-06-15 15:39:34,Auto,Dwarka Mor,Tughlakabad,808.0,5.3
"""CNR3032974""",Completed,2024-05-15 10:41:21,Go Mini,IGI Airport,Pulbangash,222.0,4.0
"""CNR2524052""",Completed,2024-08-26 18:34:53,Go Mini,Noida Film City,Sadar Bazar Gurgaon,371.0,9.6
"""CNR9501589""",Completed,2024-06-16 11:11:50,Auto,Green Park,ITO,589.0,5.0
"""CNR2260978""",Completed,2024-06-05 17:39:42,Auto,Subhash Nagar,Dwarka Sector 21,499.0,8.3
"""CNR7838483""",Completed,2024-10-20 11:54:19,Auto,Basai Dhankot,Patel Chowk,1357.0,7.6
"""CNR3755984""",Completed,2024-04-13 10:40:27,Bike,MG Road,RK Puram,1162.0,14.3
"""CNR4365936""",Incomplete,2024-02-04 21:59:29,Premier Sedan,IGI Airport,IGNOU Road,490.0,4.9
"""CNR7735113""",Completed,2024-07-01 09:24:49,Go Mini,Mehrauli,Laxmi Nagar,446.0,5.1
"""CNR8196350""",Completed,2024-09-17 04:32:45,Auto,Meerut,Saket,269.0,8.9
"""CNR9408204""",Completed,2024-04-27 15:32:33,Go Mini,Inderlok,Ambience Mall,1288.0,12.8
"""CNR9909377""",Completed,2024-02-12 18:23:04,Premier Sedan,Kanhaiya Nagar,Ashok Vihar,241.0,2.7
"""CNR7411813""",Completed,2024-07-08 19:50:09,Go Sedan,Paharganj,Udyog Vihar,486.0,12.1
"""CNR7638894""",Completed,2024-12-22 16:41:58,Bike,Vaishali,Anand Vihar,424.0,13.5
"""CNR1700889""",Completed,2024-10-27 18:57:19,Bike,Gurgaon Sector 56,RK Puram,528.0,12.1
"""CNR5959022""",Completed,2024-03-08 21:31:15,Premier Sedan,Moti Nagar,Ghitorni,1122.0,13.3
"""CNR8477004""",Completed,2024-12-01 11:41:11,Premier Sedan,Noida Extension,Kaushambi,870.0,6.9
"""CNR9509743""",Completed,2024-09-21 19:27:02,eBike,Ashram,Mundka,159.0,8.7
"""CNR7763073""",Completed,2024-09-21 21:09:14,Go Mini,South Extension,Anand Vihar,1211.0,11.4
"""CNR7868491""",Completed,2024-01-13 04:43:18,Go Mini,Shivaji Park,Gurgaon Sector 29,1485.0,7.8
"""CNR9277875""",Completed,2024-06-29 17:56:12,Bike,Noida Extension,Rajouri Garden,820.0,6.6
"""CNR6390950""",Completed,2024-07-27 02:43:23,Auto,India Gate,Ashok Vihar,710.0,14.7
"""CNR6543403""",Completed,2024-04-12 11:07:01,Auto,Vaishali,Tagore Garden,575.0,7.4
"""CNR6600103""",Completed,2024-09-14 18:42:30,eBike,Noida Sector 18,Shahdara,591.0,14.4
"""CNR2637424""",Incomplete,2024-10-10 16:59:03,Bike,Dwarka Sector 21,Rajiv Nagar,607.0,7.9
"""CNR8677001""",Completed,2024-11-19 21:26:32,eBike,Netaji Subhash Place,Ghitorni Village,476.0,4.2
"""CNR1223622""",Completed,2024-11-22 11:56:30,Auto,Rithala,Tagore Garden,91.0,12.4
"""CNR5580685""",Completed,2024-03-01 21:04:30,Auto,Karol Bagh,Panipat,840.0,6.9
"""CNR1068883""",Completed,2024-05-20 06:07:50,Auto,Model Town,Satguru Ram Singh Marg,349.0,7.0
"""CNR3749331""",Completed,2024-03-27 20:20:57,Premier Sedan,Khan Market,South Extension,688.0,6.3
"""CNR6426457""",Completed,2024-10-27 18:02:01,Bike,Narsinghpur,ITO,601.0,9.7
"""CNR2625567""",Completed,2024-09-15 15:03:48,Go Sedan,Connaught Place,Kashmere Gate ISBT,91.0,3.0
"""CNR5676324""",Completed,2024-06-02 10:14:45,Go Mini,Dwarka Mor,Chirag Delhi,328.0,6.3
"""CNR2412093""",Completed,2024-02-08 09:23:09,Bike,Lok Kalyan Marg,Shahdara,303.0,2.1
"""CNR4689699""",Completed,2024-09-04 13:32:39,Auto,Karol Bagh,Shahdara,299.0,4.9
"""CNR3843899""",Completed,2024-06-07 16:49:25,eBike,Keshav Puram,Sarojini Nagar,331.0,12.4
"""CNR2224022""",Completed,2024-11-24 21:41:27,Go Mini,Dwarka Mor,Laxmi Nagar,539.0,14.5
"""CNR1541906""",Completed,2024-09-19 02:36:08,Bike,Munirka,Ambience Mall,698.0,2.7
"""CNR8939948""",Completed,2024-10-17 19:31:39,Bike,Malviya Nagar,Subhash Nagar,112.0,7.1
"""CNR4761140""",Completed,2024-02-03 09:50:57,Premier Sedan,Aya Nagar,Saidulajab,1602.0,3.0
"""CNR1654066""",Completed,2024-11-05 17:25:30,eBike,India Gate,Jasola,451.0,6.7
"""CNR1131881""",Completed,2024-01-02 12:29:36,Auto,Narsinghpur,Huda City Centre,543.0,11.6
"""CNR7805939""",Completed,2024-02-18 15:46:07,Go Sedan,Paschim Vihar,Ashok Park Main,213.0,3.3
"""CNR1798573""",Completed,2024-04-15 18:07:50,Auto,Sarojini Nagar,Noida Extension,283.0,9.8
"""CNR6457793""",Completed,2024-08-12 00:34:18,Go Mini,Gurgaon Sector 56,Vasant Kunj,235.0,5.9
"""CNR9101994""",Completed,2024-09-17 08:44:36,Bike,Peeragarhi,Badarpur,958.0,12.6
"""CNR5239946""",Completed,2024-07-11 15:48:01,Go Sedan,Okhla,Ashok Park Main,378.0,10.9
"""CNR3606169""",Completed,2024-08-11 06:56:17,Auto,Subhash Chowk,Sushant Lok,176.0,13.8
"""CNR4350187""",Completed,2024-05-15 10:59:17,eBike,Pataudi Chowk,MG Road,1012.0,13.7
"""CNR9157930""",Completed,2024-01-12 00:11:28,Bike,Noida Sector 18,Mundka,782.0,6.0
"""CNR6486112""",Completed,2024-12-12 08:35:33,Auto,Bhiwadi,Preet Vihar,208.0,7.1
"""CNR5687653""",Completed,2024-06-06 09:26:02,Bike,Ghaziabad,Maidan Garhi,628.0,6.7
"""CNR6696604""",Completed,2024-11-29 15:38:29,Go Mini,Rohini West,Jama Masjid,196.0,6.3
"""CNR1169968""",Completed,2024-12-04 20:12:51,Go Sedan,Vishwavidyalaya,Meerut,447.0,12.8
"""CNR7910411""",Completed,2024-01-12 10:37:01,Auto,Jama Masjid,Bhiwadi,130.0,12.9
"""CNR1738752""",Completed,2024-07-03 16:55:58,Go Sedan,Indraprastha,Paharganj,211.0,9.7
"""CNR9941901""",Completed,2024-01-22 08:48:28,Go Sedan,Dwarka Sector 21,INA Market,77.0,12.0
"""CNR8725894""",Completed,2024-03-20 19:06:20,Uber XL,South Extension,Keshav Puram,297.0,14.8
"""CNR4331025""",Completed,2024-01-09 17:55:20,Premier Sedan,Saket A Block,Vidhan Sabha,534.0,4.1
"""CNR1987625""",Completed,2024-01-25 06:34:33,Bike,Indirapuram,Mandi House,391.0,2.2
"""CNR1731554""",Completed,2024-02-01 18:39:42,eBike,New Delhi Railway Station,Indraprastha,367.0,13.0
"""CNR8700047""",Completed,2024-01-07 10:57:42,Go Sedan,AIIMS,Chirag Delhi,723.0,10.4
"""CNR1320171""",Completed,2024-01-05 09:45:34,Auto,Sadar Bazar Gurgaon,Madipur,278.0,4.8
"""CNR8411110""",Completed,2024-02-29 19:17:53,Premier Sedan,Botanical Garden,Preet Vihar,443.0,11.5
"""CNR7467596""",Completed,2024-04-11 17:24:43,eBike,Malviya Nagar,Nirman Vihar,665.0,14.7
"""CNR6194322""",Completed,2024-08-19 08:01:48,Bike,Rohini West,Chhatarpur,331.0,9.8
"""CNR1332405""",Completed,2024-05-16 22:10:22,Uber XL,Ambience Mall,South Extension,520.0,3.3
"""CNR2881366""",Completed,2024-08-06 21:51:52,Premier Sedan,Noida Film City,Delhi Gate,636.0,6.7
"""CNR4458510""",Completed,2024-03-30 19:52:55,Bike,Qutub Minar,Jasola,373.0,4.3
"""CNR5151003""",Completed,2024-03-27 20:12:53,Go Sedan,Adarsh Nagar,Botanical Garden,313.0,6.0
"""CNR1739181""",Incomplete,2024-04-25 16:34:27,Go Sedan,Meerut,Civil Lines Gurgaon,453.0,7.3
"""CNR7353554""",Completed,2024-12-20 11:02:57,Go Mini,Anand Vihar ISBT,Sonipat,373.0,11.7
"""CNR2186548""",Completed,2024-10-27 15:25:44,Auto,Gurgaon Sector 29,Vinobapuri,339.0,7.3
"""CNR2675624""",Completed,2024-11-27 12:16:03,Go Sedan,Lok Kalyan Marg,Gwal Pahari,704.0,3.2
"""CNR3266965""",Completed,2024-12-17 21:39:56,eBike,Ramesh Nagar,Gurgaon Sector 29,560.0,13.4
"""CNR8502788""",Completed,2024-12-03 14:26:16,eBike,Huda City Centre,Saket,355.0,10.5
"""CNR9811206""",Completed,2024-06-05 04:52:17,Go Sedan,Dilshad Garden,Tilak Nagar,657.0,13.9
"""CNR9748160""",Completed,2024-09-29 22:21:52,Auto,IIT Delhi,Pataudi Chowk,495.0,6.0
"""CNR2609832""",Completed,2024-06-04 14:13:23,Go Mini,Welcome,Sadar Bazar Gurgaon,458.0,7.3
"""CNR3701732""",Completed,2024-04-01 06:09:04,Auto,Huda City Centre,Barakhamba Road,110.0,2.8
"""CNR8721131""",Incomplete,2024-12-11 15:03:50,Bike,Ashram,Shahdara,876.0,2.1
