Name,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,User_Score,coded
Harry Potter: Quidditch World Cup,2003.0,Sports,Electronic Arts,0.39,53.0,8.3,False
Dungeon Siege III,2011.0,Role-Playing,Square Enix,0.39,71.0,6.3,False
Shin Megami Tensei: Nocturne,2003.0,Role-Playing,Ghostlight,0.38,82.0,8.7,False
Farming Simulator 2013,2013.0,Simulation,Focus Home Interactive,0.38,33.0,6.2,False
ESPN College Hoops 2K5,2004.0,Sports,Sega,0.38,86.0,8.3,False
Looney Tunes: Acme Arsenal,2007.0,Action,Warner Bros. Interactive Entertainment,0.38,38.0,3.9,False
Marvel: Ultimate Alliance,2006.0,Role-Playing,Activision,0.38,78.0,7.6,False
Shin Megami Tensei: Devil Survivor Overclocked,2011.0,Role-Playing,Ghostlight,0.38,78.0,8.2,False
NFL GameDay 2002,2001.0,Sports,Sony Computer Entertainment,0.38,51.0,4.6,False
Naruto: Clash of Ninja Revolution 2,2008.0,Fighting,Tomy Corporation,0.38,72.0,8.4,False
Turok: Evolution,2002.0,Shooter,Acclaim Entertainment,0.38,70.0,7.0,False
NCAA Football 08,2007.0,Sports,Electronic Arts,0.38,77.0,7.9,False
Sega Superstars Tennis,2008.0,Sports,Sega,0.38,70.0,8.3,False
Headhunter,2002.0,Action,Sega,0.38,74.0,7.8,False
Viking: Battle for Asgard,2008.0,Action,Sega,0.38,65.0,7.4,False
Rock Band 4,2015.0,Misc,Harmonix Music Systems,0.38,78.0,6.3,False
Marvel Nemesis: Rise of the Imperfects,2005.0,Fighting,Electronic Arts,0.38,54.0,5.7,False
Brunswick Pro Bowling,2007.0,Sports,505 Games,0.38,52.0,5.4,False
Bratz: Rock Angelz,2005.0,Misc,THQ,0.38,60.0,5.1,False
FlatOut,2004.0,Racing,Empire Interactive,0.38,70.0,8.5,False
Battlefield 1,2016.0,Shooter,Electronic Arts,0.38,88.0,7.6,False
SSX 3,2003.0,Sports,Electronic Arts,0.38,92.0,8.7,False
Metal Gear Solid: Snake Eater 3D,2012.0,Action,Konami Digital Entertainment,0.38,78.0,7.8,False
LocoRoco,2006.0,Platform,Sony Computer Entertainment,0.38,83.0,8.7,False
Risk: Global Domination,2003.0,Strategy,Atari,0.38,60.0,8.8,False
Deus Ex: Mankind Divided,2016.0,Role-Playing,Square Enix,0.38,84.0,7.6,False
Grandia Xtreme,2002.0,Role-Playing,Enix Corporation,0.38,68.0,6.5,False
The Incredible Hulk,2008.0,Action,Sega,0.38,50.0,6.0,False
Mercenaries 2: World in Flames,2008.0,Shooter,Electronic Arts,0.38,49.0,7.4,False
Saints Row: The Third,2011.0,Action,THQ,0.38,84.0,8.1,False
Ghost Trick: Phantom Detective,2010.0,Adventure,Capcom,0.38,83.0,9.0,False
Hunter: The Reckoning,2002.0,Action,Interplay,0.38,79.0,8.9,False
MX vs. ATV Untamed,2007.0,Racing,THQ,0.38,53.0,8.2,False
Dawn of Discovery,2009.0,Simulation,Ubisoft,0.38,82.0,8.8,False
Get Fit with Mel B,2010.0,Sports,Black Bean Games,0.38,73.0,5.8,False
Pokemon Channel,2003.0,Adventure,Nintendo,0.38,55.0,6.0,False
Virtua Tennis 2009,2009.0,Sports,Sega,0.38,70.0,6.3,False
The Dog Island,2007.0,Adventure,Ubisoft,0.38,70.0,8.1,False
Madagascar: Escape 2 Africa,2008.0,Action,Activision,0.38,56.0,5.8,False
Need for Speed: Nitro,2009.0,Racing,Electronic Arts,0.38,70.0,6.3,False
Naruto Shippuden: Ultimate Ninja Heroes 3,2009.0,Fighting,Namco Bandai Games,0.38,61.0,6.6,False
Age of Empires III,2005.0,Strategy,Microsoft Game Studios,0.38,81.0,7.7,False
EyeToy Play 2,2004.0,Misc,Sony Computer Entertainment,0.38,78.0,7.0,False
Dance Dance Revolution Ultramix 3,2005.0,Simulation,Konami Digital Entertainment,0.38,75.0,8.6,False
Pro Evolution Soccer 2011 3D,2011.0,Sports,Konami Digital Entertainment,0.38,73.0,6.7,False
Just Dance 2014,2013.0,Misc,Ubisoft,0.38,77.0,7.1,False
Wii Sports Club,2014.0,Sports,Nintendo,0.38,68.0,7.0,False
Harry Potter and the Prisoner of Azkaban,2004.0,Action,Electronic Arts,0.38,67.0,7.3,False
Skylanders Giants,2012.0,Action,Activision,0.37,80.0,6.9,False
GRID 2,2013.0,Racing,Codemasters,0.37,82.0,6.6,False
Super Dragon Ball Z,2006.0,Fighting,Atari,0.37,72.0,5.8,False
Disney Sing It,2008.0,Misc,Disney Interactive Studios,0.37,54.0,3.5,False
Ultimate Spider-Man,2005.0,Action,Activision,0.37,76.0,7.2,False
Major League Baseball 2K6,2006.0,Sports,Spike,0.37,66.0,3.9,False
NBA 2K7,2006.0,Sports,Take-Two Interactive,0.37,80.0,7.4,False
Just Dance 4,2012.0,Misc,Ubisoft,0.37,66.0,7.8,False
"Monsters, Inc. Scream Arena",2002.0,Platform,THQ,0.37,39.0,4.7,False
Need for Speed: Hot Pursuit,2010.0,Racing,Electronic Arts,0.37,86.0,6.7,False
Rampage: Total Destruction,2006.0,Action,Midway Games,0.37,51.0,7.0,False
High Heat Major League Baseball 2003,2002.0,Sports,3DO,0.37,84.0,7.9,False
Trivial Pursuit,2009.0,Misc,Electronic Arts,0.37,66.0,6.4,False
Kingdom Under Fire: Circle of Doom,2007.0,Role-Playing,Microsoft Game Studios,0.37,55.0,5.9,False
Spider-Man: Friend or Foe,2007.0,Action,Activision,0.37,62.0,8.3,False
EA Sports MMA,2010.0,Fighting,Electronic Arts,0.37,77.0,6.9,False
Guitar Hero On Tour: Modern Hits,2009.0,Misc,Activision,0.37,70.0,6.3,False
Quake 4,2005.0,Shooter,Activision,0.37,75.0,6.7,False
Tiger Woods PGA Tour 14,2013.0,Sports,Electronic Arts,0.37,74.0,3.8,False
Skate,2007.0,Sports,Electronic Arts,0.37,85.0,8.2,False
Rage,2011.0,Shooter,Bethesda Softworks,0.37,79.0,5.2,False
Custom Robo,2004.0,Role-Playing,Nintendo,0.37,65.0,8.1,False
Prince of Persia: The Forgotten Sands,2010.0,Action,Ubisoft,0.37,65.0,7.4,False
BioShock The Collection,2016.0,Shooter,Take-Two Interactive,0.37,84.0,8.5,False
Theatrhythm Final Fantasy: Curtain Call,2014.0,Misc,Square Enix,0.37,83.0,8.2,False
DiRT 2,2009.0,Racing,Codemasters,0.37,51.0,5.5,False
Pac-Man World 2,2002.0,Action,Nintendo,0.37,74.0,8.3,False
Tomb Raider: Legend,2006.0,Action,Eidos Interactive,0.37,80.0,7.3,False
Rocket League,2016.0,Sports,505 Games,0.37,85.0,8.7,False
The BIGS,2007.0,Sports,Take-Two Interactive,0.37,66.0,7.1,False
The Legend of Spyro: A New Beginning,2006.0,Platform,Vivendi Games,0.37,68.0,6.8,False
Juiced 2: Hot Import Nights,2007.0,Racing,THQ,0.37,73.0,7.8,False
Dungeon Siege III,2011.0,Role-Playing,Square Enix,0.37,72.0,5.9,False
DiRT Rally,2016.0,Racing,Codemasters,0.37,85.0,8.1,False
NFL Street 2 Unleashed,2005.0,Sports,Electronic Arts,0.37,73.0,7.4,False
FIFA Street 2,2006.0,Sports,Electronic Arts,0.37,59.0,7.7,False
Virtua Tennis 2009,2009.0,Sports,Sega,0.37,73.0,7.7,False
Overlord: Dark Legend,2009.0,Action,Codemasters,0.37,68.0,7.9,False
The Legend of Spyro: The Eternal Night,2007.0,Platform,Vivendi Games,0.37,56.0,2.7,False
Harry Potter and the Order of the Phoenix,2007.0,Action,Electronic Arts,0.37,52.0,7.6,False
Wanted: Weapons of Fate,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.37,62.0,7.5,False
Xenosaga Episode III: Also sprach Zarathustra,2006.0,Role-Playing,Namco Bandai Games,0.37,81.0,9.0,False
Rune Factory: Frontier,2008.0,Role-Playing,Rising Star Games,0.37,79.0,8.5,False
Mini Ninjas,2009.0,Action,Eidos Interactive,0.37,79.0,8.3,False
Naruto Shippuden: Ninja Destiny 2,2008.0,Fighting,Takara Tomy,0.37,55.0,5.7,False
Scribblenauts: Unlimited,2012.0,Action,Warner Bros. Interactive Entertainment,0.37,73.0,7.4,False
Marvel: Ultimate Alliance,2006.0,Role-Playing,Activision,0.37,81.0,7.5,False
The Sims 2: Castaway,2007.0,Simulation,Electronic Arts,0.37,71.0,8.0,False
NCAA Football 07,2006.0,Sports,Electronic Arts,0.37,75.0,7.9,False
Fragile Dreams: Farewell Ruins of the Moon,2009.0,Role-Playing,Rising Star Games,0.36,67.0,8.3,False
GoldenEye: Rogue Agent,2004.0,Shooter,Electronic Arts,0.36,60.0,6.7,False
Need for Speed: The Run,2011.0,Action,Electronic Arts,0.36,69.0,5.8,False
Dragon Ball Z: Infinite World,2008.0,Fighting,Namco Bandai Games,0.36,48.0,7.9,False
Elite Beat Agents,2006.0,Misc,Nintendo,0.36,87.0,8.6,False
ESPN X Games Skateboarding,2001.0,Sports,Konami Digital Entertainment,0.36,58.0,7.8,False
Sid Meier's Civilization: Beyond Earth,2014.0,Strategy,Take-Two Interactive,0.36,81.0,5.5,False
Castlevania: Order of Ecclesia,2008.0,Platform,Konami Digital Entertainment,0.36,85.0,8.7,False
Left 4 Dead 2,2009.0,Shooter,Valve Software,0.36,89.0,8.5,False
Green Day: Rock Band,2010.0,Misc,MTV Games,0.36,76.0,8.8,False
Star Fox: Zero,2016.0,Shooter,Nintendo,0.36,69.0,7.4,False
SAW,2009.0,Action,Konami Digital Entertainment,0.36,59.0,6.4,False
Tom Clancy's HAWX 2,2010.0,Action,Ubisoft,0.36,68.0,6.3,False
High Heat Major League Baseball 2004,2003.0,Sports,3DO,0.36,83.0,8.1,False
Robots,2005.0,Action,Vivendi Games,0.36,53.0,6.0,False
NARC,2005.0,Shooter,Midway Games,0.36,50.0,7.0,False
Dragon Ball Z: Attack of the Saiyans,2009.0,Role-Playing,Namco Bandai Games,0.36,73.0,7.9,False
Bionic Commando,2009.0,Platform,Capcom,0.36,71.0,7.4,False
Monster Rancher 3,2001.0,Simulation,Tecmo Koei,0.36,77.0,8.5,False
The Incredibles: Rise of the Underminer,2005.0,Action,THQ,0.36,60.0,7.1,False
Sword Art Online: Lost Song,2015.0,Role-Playing,Namco Bandai Games,0.36,70.0,7.1,False
Hamtaro: Ham-Ham Heartbreak,2002.0,Action,Nintendo,0.36,72.0,9.3,False
Okage: Shadow King,2001.0,Role-Playing,Sony Computer Entertainment,0.36,70.0,8.5,False
BlazBlue: Calamity Trigger,2009.0,Fighting,PQube,0.36,86.0,8.5,False
NBA 2K6,2005.0,Action,Take-Two Interactive,0.36,84.0,8.7,False
Marvel Super Hero Squad,2009.0,Fighting,THQ,0.36,49.0,6.2,False
The Chronicles of Narnia: Prince Caspian,2008.0,Action,Disney Interactive Studios,0.36,63.0,7.1,False
World's Scariest Police Chases,2001.0,Racing,Activision,0.36,54.0,6.3,False
MechAssault 2: Lone Wolf,2004.0,Simulation,Microsoft Game Studios,0.36,81.0,7.5,False
Valkyrie Profile: Lenneth,2006.0,Role-Playing,Square Enix,0.36,80.0,8.4,False
Just Dance 2016,2015.0,Misc,Ubisoft,0.36,73.0,6.8,False
ESPN NFL Football,2003.0,Sports,Sega,0.36,91.0,8.9,False
Rapala Pro Fishing,2004.0,Sports,Zoo Digital Publishing,0.36,59.0,8.7,False
Spider-Man: Shattered Dimensions,2010.0,Action,Activision,0.36,76.0,7.6,False
TMNT,2007.0,Action,Ubisoft,0.36,60.0,5.9,False
Fossil Fighters: Frontier,2014.0,Role-Playing,Nintendo,0.36,57.0,4.8,False
Arc the Lad: Twilight of the Spirits,2003.0,Role-Playing,Sony Computer Entertainment,0.36,72.0,8.2,False
Watch Dogs 2,2016.0,Action,Ubisoft,0.36,83.0,7.7,False
Tiger Woods PGA Tour 09,2008.0,Sports,Electronic Arts,0.36,53.0,5.5,False
Harry Potter and the Chamber of Secrets,2002.0,Action,Electronic Arts,0.36,77.0,7.2,False
Arctic Thunder,2001.0,Racing,Midway Games,0.36,45.0,5.3,False
ESPN: Sports Connection,2012.0,Sports,Ubisoft,0.36,31.0,2.7,False
Shrek,2001.0,Platform,TDK Mediactive,0.36,49.0,5.4,False
Dragon's Crown,2013.0,Role-Playing,Nippon Ichi Software,0.35,78.0,8.4,False
Wipeout 2048,2012.0,Racing,Sony Computer Entertainment,0.35,79.0,8.2,False
Trauma Center: Under the Knife,2005.0,Simulation,Nintendo,0.35,81.0,8.7,False
Earth Defense Force 2025,2013.0,Shooter,D3Publisher,0.35,69.0,7.5,False
Middle-Earth: Shadow of Mordor,2014.0,Action,Warner Bros. Interactive Entertainment,0.35,84.0,8.0,False
Suikoden V,2006.0,Role-Playing,Konami Digital Entertainment,0.35,76.0,7.6,False
Tiger Woods PGA Tour 14,2013.0,Sports,Electronic Arts,0.35,77.0,6.2,False
LocoRoco 2,2008.0,Platform,Sony Computer Entertainment,0.35,85.0,8.4,False
Football Manager Handheld 2010,2009.0,Sports,Sega,0.35,69.0,6.9,False
Batman: Rise of Sin Tzu,2003.0,Action,Ubisoft,0.35,63.0,8.3,False
Worms: Open Warfare 2,2007.0,Strategy,THQ,0.35,81.0,9.1,False
Dark Void,2010.0,Action,Capcom,0.35,59.0,6.0,False
Guitar Hero: Smash Hits,2009.0,Misc,Activision,0.35,73.0,7.2,False
NHL 2K10,2009.0,Sports,Take-Two Interactive,0.35,79.0,6.8,False
Bloody Roar 3,2001.0,Fighting,Virgin Interactive,0.35,71.0,8.6,False
WWE Crush Hour,2003.0,Racing,THQ,0.35,56.0,5.3,False
Persona 2: Eternal Punishment,2000.0,Role-Playing,Atlus,0.35,83.0,8.4,False
Homefront: The Revolution,2016.0,Shooter,Deep Silver,0.35,48.0,3.8,False
Assassin's Creed III,2012.0,Action,Ubisoft,0.35,85.0,7.1,False
One Piece: Burning Blood,2016.0,Fighting,Namco Bandai Games,0.35,66.0,7.8,False
Star Wars: Flight of the Falcon,2003.0,Action,THQ,0.35,39.0,5.8,False
Teenage Mutant Ninja Turtles: Smash-Up,2009.0,Fighting,Ubisoft,0.35,67.0,8.2,False
Toukiden: The Age of Demons,2013.0,Action,Tecmo Koei,0.35,71.0,8.0,False
Metro: Last Light,2013.0,Action,Deep Silver,0.35,80.0,8.4,False
Football Manager 2016,2015.0,Simulation,Sega,0.35,81.0,6.9,False
Resident Evil: Dead Aim,2003.0,Action,Capcom,0.35,65.0,6.6,False
Need for Speed Carbon,2006.0,Racing,Electronic Arts,0.35,75.0,7.8,False
EA Sports MMA,2010.0,Fighting,Electronic Arts,0.35,79.0,7.0,False
Defiance,2013.0,Shooter,Trion Worlds,0.35,59.0,6.9,False
Terminator Salvation,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.35,48.0,5.0,False
Guilty Gear X2,2002.0,Fighting,Sammy Corporation,0.35,87.0,8.7,False
Chicken Shoot,2007.0,Action,Zoo Digital Publishing,0.35,27.0,4.8,False
Tom Clancy's Rainbow Six: Lockdown,2005.0,Shooter,Ubisoft,0.35,70.0,6.9,False
MotoGP 08,2008.0,Racing,Capcom,0.35,68.0,5.6,False
LEGO Marvel's Avengers,2016.0,Action,Warner Bros. Interactive Entertainment,0.35,71.0,5.1,False
Aggressive Inline,2002.0,Sports,Acclaim Entertainment,0.35,85.0,8.7,False
Mirror's Edge Catalyst,2016.0,Platform,Electronic Arts,0.35,69.0,4.7,False
Sniper Elite 3,2014.0,Shooter,505 Games,0.35,63.0,6.6,False
NFL Street,2004.0,Sports,Electronic Arts,0.35,81.0,8.0,False
Karaoke Revolution,2003.0,Misc,Konami Digital Entertainment,0.35,83.0,9.1,False
Metal Arms: Glitch in the System,2003.0,Shooter,Vivendi Games,0.35,81.0,8.9,False
EverGrace,2000.0,Role-Playing,Ubisoft,0.35,59.0,7.8,False
Enemy Territory: Quake Wars,2008.0,Shooter,Activision,0.35,60.0,6.4,False
Lunar 2: Eternal Blue Complete,1999.0,Role-Playing,Kadokawa Shoten,0.35,86.0,8.9,False
MLB 06: The Show,2006.0,Sports,Sony Computer Entertainment,0.35,83.0,8.5,False
Over the Hedge,2006.0,Platform,Activision,0.35,61.0,9.3,False
Charlie and the Chocolate Factory,2005.0,Adventure,Global Star,0.35,35.0,4.1,False
TrackMania Turbo,2016.0,Action,Ubisoft,0.35,81.0,7.9,False
Tiger Woods PGA Tour 12: The Masters,2011.0,Sports,Electronic Arts,0.34,85.0,6.7,False
Def Jam Icon,2007.0,Action,Electronic Arts,0.34,69.0,6.3,False
Dynasty Warriors 5 Empires,2006.0,Action,Tecmo Koei,0.34,62.0,9.1,False
Call of Duty: Ghosts,2013.0,Shooter,Activision,0.34,69.0,3.4,False
Transformers: Dark of the Moon,2011.0,Action,Activision,0.34,57.0,5.6,False
SoulCalibur,1999.0,Fighting,Namco Bandai Games,0.34,98.0,8.8,False
WipEout 3,1999.0,Racing,Psygnosis,0.34,89.0,8.5,False
WWE '12,2011.0,Fighting,THQ,0.34,74.0,5.2,False
WWE All Stars,2011.0,Fighting,THQ,0.34,75.0,7.2,False
Mini Ninjas,2009.0,Action,Eidos Interactive,0.34,73.0,8.7,False
Tekken Tag Tournament 2,2012.0,Fighting,Namco Bandai Games,0.34,83.0,7.5,False
Driver 2 Advance,2002.0,Action,Atari,0.34,73.0,6.6,False
Monster Rancher 4,2003.0,Simulation,Tecmo Koei,0.34,77.0,9.1,False
Mini Ninjas,2009.0,Action,Eidos Interactive,0.34,61.0,5.8,False
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,2004.0,Adventure,Disney Interactive Studios,0.34,65.0,8.6,False
Battalion Wars 2,2007.0,Strategy,Nintendo,0.34,75.0,7.6,False
MotorStorm: Arctic Edge,2009.0,Racing,Sony Computer Entertainment,0.34,72.0,8.3,False
Hitman: Contracts,2004.0,Shooter,Eidos Interactive,0.34,78.0,8.8,False
Supreme Commander 2,2010.0,Strategy,Square Enix,0.34,75.0,7.1,False
Thunderstrike: Operation Phoenix,2001.0,Simulation,Eidos Interactive,0.34,65.0,8.1,False
Racquet Sports,2010.0,Sports,Ubisoft,0.34,45.0,4.3,False
Company of Heroes 2,2013.0,Strategy,THQ,0.34,80.0,2.1,False
Trauma Center: Second Opinion,2006.0,Simulation,Nintendo,0.34,80.0,8.0,False
WWE Day of Reckoning 2,2005.0,Fighting,THQ,0.34,76.0,6.0,False
The Urbz: Sims in the City,2004.0,Simulation,Electronic Arts,0.34,70.0,6.5,False
Rayman Legends,2014.0,Platform,Ubisoft,0.34,91.0,7.9,False
SpongeBob SquarePants: The Yellow Avenger,2005.0,Action,THQ,0.34,67.0,7.6,False
Monopoly,2008.0,Misc,Electronic Arts,0.34,54.0,6.7,False
SimCity Creator,2008.0,Simulation,Electronic Arts,0.34,69.0,7.3,False
Tenchu Z,2006.0,Action,Microsoft Game Studios,0.34,56.0,7.3,False
Conan,2007.0,Action,THQ,0.34,69.0,7.2,False
Leisure Suit Larry: Magna Cum Laude,2004.0,Adventure,Vivendi Games,0.34,60.0,6.3,False
MVP 06 NCAA Baseball,2006.0,Sports,Electronic Arts,0.34,75.0,8.6,False
Naruto Shippuden: Ultimate Ninja Impact,2011.0,Fighting,Namco Bandai Games,0.34,59.0,7.2,False
F.E.A.R.,2006.0,Shooter,Vivendi Games,0.34,85.0,7.3,False
Tom Clancy's Ghost Recon: Shadow Wars,2011.0,Strategy,Ubisoft,0.34,77.0,7.9,False
Herbie: Fully Loaded,2005.0,Racing,Disney Interactive Studios,0.34,47.0,6.8,False
Teenage Mutant Ninja Turtles,2003.0,Action,Konami Digital Entertainment,0.34,57.0,8.0,False
Kameo: Elements of Power,2005.0,Action,Microsoft Game Studios,0.34,79.0,8.1,False
Dynasty Warriors 6 Empires,2009.0,Action,Tecmo Koei,0.34,62.0,7.0,False
The Shoot,2010.0,Shooter,Sony Computer Entertainment,0.34,60.0,6.2,False
Puzzle Quest: Challenge of the Warlords,2007.0,Puzzle,D3Publisher,0.34,82.0,8.7,False
Dynasty Warriors: Gundam 2,2008.0,Action,Namco Bandai Games,0.34,52.0,6.5,False
Star Ocean: Second Evolution,2008.0,Role-Playing,Square Enix,0.34,75.0,7.1,False
MXRider,2001.0,Racing,Atari,0.34,69.0,6.8,False
Delta Force: Black Hawk Down,2005.0,Shooter,NovaLogic,0.34,61.0,6.6,False
Pirates of the Caribbean: At World's End,2007.0,Action,Disney Interactive Studios,0.34,58.0,5.3,False
The Eye of Judgment,2007.0,Misc,Sony Computer Entertainment,0.33,75.0,8.2,False
Tom Clancy's Ghost Recon Advanced Warfighter,2006.0,Shooter,Ubisoft,0.33,66.0,6.0,False
NHL 09,2008.0,Sports,Electronic Arts,0.33,88.0,7.7,False
World of Final Fantasy,2016.0,Role-Playing,Square Enix,0.33,77.0,8.3,False
Banjo-Kazooie: Grunty's Revenge,2003.0,Platform,THQ,0.33,72.0,8.1,False
NHL 17,2016.0,Sports,Electronic Arts,0.33,78.0,5.8,False
Mega Man ZX Advent,2007.0,Platform,Capcom,0.33,78.0,8.6,False
NCAA Basketball 10,2009.0,Sports,Electronic Arts,0.33,75.0,7.8,False
Jeanne d'Arc,2006.0,Role-Playing,Sony Computer Entertainment,0.33,87.0,8.2,False
Harry Potter and the Deathly Hallows - Part 2,2011.0,Action,Electronic Arts,0.33,44.0,5.4,False
Avatar: The Last Airbender,2006.0,Adventure,THQ,0.33,64.0,6.4,False
Ape Escape Academy,2004.0,Misc,Sony Computer Entertainment,0.33,51.0,5.8,False
WWE Wrestlemania XIX,2003.0,Fighting,THQ,0.33,76.0,8.7,False
The Sims 2,2005.0,Simulation,Electronic Arts,0.33,73.0,8.3,False
Hulk,2003.0,Action,Universal Interactive,0.33,69.0,7.7,False
Untold Legends: The Warriors Code,2006.0,Role-Playing,Ubisoft,0.33,65.0,8.3,False
Klonoa 2: Lunatea's Veil,2001.0,Platform,Sony Computer Entertainment,0.33,91.0,9.1,False
Deus Ex: Invisible War,2003.0,Shooter,Eidos Interactive,0.33,84.0,7.6,False
The King of Fighters XIII,2011.0,Fighting,Rising Star Games,0.33,79.0,8.2,False
Tak 2: The Staff of Dreams,2004.0,Platform,THQ,0.33,75.0,8.6,False
Fracture,2008.0,Shooter,LucasArts,0.33,63.0,6.2,False
Ninja Blade,2009.0,Action,Microsoft Game Studios,0.33,68.0,6.8,False
LEGO Batman 2: DC Super Heroes,2012.0,Action,Warner Bros. Interactive Entertainment,0.33,62.0,6.7,False
Bee Movie Game,2007.0,Action,Activision,0.33,62.0,7.6,False
Kelly Slater's Pro Surfer,2002.0,Sports,Activision,0.33,77.0,8.4,False
Sniper: Ghost Warrior 2,2013.0,Shooter,City Interactive,0.33,52.0,6.0,False
Legends of Wrestling II,2002.0,Fighting,Acclaim Entertainment,0.33,59.0,6.7,False
Virtua Tennis 2009,2009.0,Sports,Sega,0.33,70.0,6.2,False
Street Fighter Alpha 3 MAX,2006.0,Fighting,Capcom,0.33,80.0,8.0,False
MLB 09: The Show,2009.0,Sports,Sony Computer Entertainment,0.33,79.0,7.5,False
Classic NES Series: Castlevania,2004.0,Platform,Nintendo,0.33,74.0,8.6,False
Fight Night Round 3,2006.0,Fighting,Electronic Arts,0.33,83.0,9.0,False
Way of the Samurai 2,2003.0,Action,Capcom,0.33,59.0,9.0,False
Planet Puzzle League,2007.0,Puzzle,Nintendo,0.33,86.0,8.2,False
Naruto: Rise of a Ninja,2007.0,Action,Ubisoft,0.33,78.0,8.6,False
Cabela's Dangerous Hunts 2011,2010.0,Sports,Activision,0.33,60.0,5.4,False
Disgaea 2: Cursed Memories,2006.0,Role-Playing,Tecmo Koei,0.33,84.0,6.4,False
Clock Tower 3,2002.0,Adventure,Capcom,0.33,69.0,7.6,False
Etrian Odyssey,2007.0,Role-Playing,Nintendo,0.33,75.0,8.5,False
Call Of Duty 2: Big Red One,2005.0,Shooter,Activision,0.33,76.0,7.9,True
Dragon Ball Z: Extreme Butoden,2015.0,Fighting,Namco Bandai Games,0.33,61.0,6.6,False
Disgaea: Hour of Darkness,2003.0,Role-Playing,Tecmo Koei,0.33,84.0,8.9,False
NeoGeo Battle Coliseum,2005.0,Fighting,Ignition Entertainment,0.33,66.0,8.8,False
Resonance of Fate,2010.0,Role-Playing,Sega,0.33,74.0,7.7,False
Harry Potter and the Deathly Hallows - Part 2,2011.0,Action,Electronic Arts,0.33,47.0,6.6,False
SpongeBob SquarePants: Creature from the Krusty Krab,2006.0,Platform,THQ,0.33,74.0,7.7,False
MLB 08: The Show,2008.0,Sports,Sony Computer Entertainment,0.33,83.0,8.4,False
Spy Kids 3-D: Game Over,2003.0,Platform,Disney Interactive Studios,0.33,62.0,7.7,False
Power Rangers: Ninja Storm,2003.0,Misc,THQ,0.33,55.0,7.8,False
Medal of Honor: Warfighter,2012.0,Action,Electronic Arts,0.33,55.0,5.4,False
MVP Baseball 2005,2005.0,Sports,Electronic Arts,0.33,88.0,8.7,False
SSX Blur,2007.0,Sports,Electronic Arts,0.33,74.0,8.1,False
Danganronpa: Trigger Happy Havoc,2013.0,Misc,Nippon Ichi Software,0.33,80.0,8.1,False
Harry Potter and the Half-Blood Prince,2009.0,Action,Electronic Arts,0.33,66.0,7.1,False
Teen Titans,2006.0,Action,THQ,0.33,63.0,6.9,False
MX vs. ATV Untamed,2008.0,Racing,THQ,0.33,70.0,8.3,False
Binary Domain,2012.0,Action,Sega,0.33,72.0,8.2,False
DECA Sports Freedom,2010.0,Sports,Hudson Soft,0.33,26.0,3.7,False
Major League Baseball 2K6,2006.0,Sports,Take-Two Interactive,0.33,71.0,5.7,False
Golden Axe: Beast Rider,2008.0,Action,Sega,0.33,45.0,5.8,False
EA Playground,2007.0,Sports,Electronic Arts,0.33,60.0,7.6,False
The Witcher: Enhanced Edition,2008.0,Role-Playing,Atari,0.32,86.0,8.5,False
Mystery Case Files: The Malgrave Incident,2011.0,Adventure,Nintendo,0.32,65.0,8.2,False
Iron Man 2,2010.0,Action,Sega,0.32,41.0,4.6,False
SWAT: Global Strike Team,2003.0,Shooter,Vivendi Games,0.32,69.0,7.8,False
Battlestations: Pacific,2009.0,Strategy,Eidos Interactive,0.32,76.0,7.4,False
Elebits,2006.0,Action,Konami Digital Entertainment,0.32,75.0,7.4,False
Def Jam Rapstar,2010.0,Misc,Konami Digital Entertainment,0.32,75.0,6.3,False
Hatsune Miku: Project Mirai DX,2015.0,Misc,Sega,0.32,80.0,8.5,False
Just Dance 2016,2015.0,Misc,Ubisoft,0.32,66.0,6.1,False
Golden Axe: Beast Rider,2008.0,Action,Sega,0.32,44.0,5.6,False
Dead Space 2,2011.0,Shooter,Electronic Arts,0.32,87.0,8.3,False
Kinetica,2001.0,Racing,Sony Computer Entertainment,0.32,77.0,8.3,False
The Black Eyed Peas Experience,2011.0,Misc,Ubisoft,0.32,66.0,5.8,False
NBA Street V3,2005.0,Sports,Electronic Arts,0.32,89.0,8.9,False
Marvel: Ultimate Alliance 2,2009.0,Role-Playing,Activision,0.32,50.0,5.2,False
Remember Me,2013.0,Action,Capcom,0.32,72.0,7.4,False
Silent Hill: Downpour,2012.0,Action,Konami Digital Entertainment,0.32,68.0,7.3,False
Dead Rising 2: Off the Record,2011.0,Action,Capcom,0.32,72.0,7.1,False
Dragon Ball: XenoVerse,2015.0,Fighting,Namco Bandai Games,0.32,67.0,7.2,False
Eternal Sonata,2007.0,Role-Playing,Atari,0.32,79.0,7.9,False
Harvest Moon: Back to Nature,1999.0,Simulation,Ubisoft,0.32,82.0,9.3,False
Dead or Alive 5,2012.0,Fighting,Ubisoft Annecy,0.32,76.0,7.9,False
Overlord II,2009.0,Action,Codemasters,0.32,75.0,7.2,False
Dance Dance Revolution Universe,2007.0,Simulation,Konami Digital Entertainment,0.32,74.0,8.8,False
