id,Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,coded
51385,F,0.67,0.57,0.215,1.606,0.682,0.3835,0.48,10,2
44567,M,0.55,0.435,0.175,0.874,0.3275,0.202,0.305,10,3
33548,I,0.275,0.2,0.09,0.0995,0.038,0.0225,0.032,4,1
43260,F,0.575,0.445,0.14,0.876,0.3875,0.171,0.2615,9,2
7077,M,0.64,0.49,0.17,1.1735,0.532,0.271,0.341,9,3
53580,I,0.535,0.435,0.145,0.7915,0.346,0.195,0.24,9,1
56824,I,0.2,0.145,0.04,0.032,0.0125,0.005,0.0105,3,1
66369,F,0.475,0.38,0.13,0.5185,0.2225,0.102,0.16,10,2
9709,M,0.71,0.57,0.225,2.173,0.913,0.4085,0.471,10,3
51546,F,0.64,0.505,0.17,1.09,0.414,0.212,0.355,16,2
1956,I,0.3,0.245,0.075,0.129,0.063,0.0295,0.03,7,1
27176,I,0.43,0.325,0.1,0.387,0.173,0.077,0.103,8,1
1390,I,0.54,0.425,0.135,0.7155,0.3675,0.1715,0.215,8,1
59505,F,0.61,0.475,0.155,0.9605,0.3685,0.1905,0.305,13,2
80036,I,0.51,0.395,0.125,0.6215,0.2735,0.1255,0.185,8,1
81606,I,0.4,0.31,0.1,0.2865,0.119,0.061,0.087,8,1
30156,M,0.59,0.465,0.165,1.1075,0.4535,0.24,0.36,10,3
44496,F,0.66,0.545,0.18,1.68795,0.6555,0.3705,0.69,12,2
53696,I,0.54,0.42,0.125,0.6025,0.2545,0.133,0.147,7,1
9506,I,0.515,0.4,0.135,0.6025,0.2725,0.1265,0.16,8,1
87614,M,0.43,0.325,0.115,0.3955,0.192,0.0785,0.11,6,3
73001,I,0.35,0.265,0.085,0.1825,0.072,0.0335,0.056,7,1
27748,I,0.41,0.325,0.09,0.3435,0.147,0.0725,0.1045,6,1
40732,M,0.515,0.405,0.13,0.6655,0.2455,0.123,0.205,10,3
79727,M,0.545,0.43,0.15,0.895,0.4515,0.1925,0.235,8,3
32384,M,0.525,0.43,0.165,0.8645,0.376,0.21,0.245,10,3
15062,I,0.455,0.345,0.105,0.4155,0.184,0.0855,0.12,7,1
61062,I,0.44,0.33,0.125,0.4005,0.1525,0.082,0.12,8,1
64931,M,0.58,0.455,0.165,1.064,0.3935,0.199,0.32,20,3
10032,I,0.235,0.16,0.045,0.0545,0.018,0.0075,0.0105,5,1
25529,I,0.3,0.23,0.075,0.1455,0.0575,0.046,0.03,4,1
47077,I,0.375,0.26,0.08,0.2065,0.085,0.0525,0.0735,7,1
22215,I,0.36,0.27,0.085,0.1885,0.0845,0.0385,0.055,7,1
90135,M,0.575,0.435,0.18,1.2365,0.4625,0.2705,0.354,11,3
89217,I,0.41,0.305,0.095,0.306,0.138,0.063,0.0835,8,1
87841,F,0.625,0.515,0.19,1.1905,0.4475,0.2145,0.39,11,2
58440,M,0.555,0.435,0.13,0.8915,0.4335,0.1935,0.23,9,3
68395,M,0.76,0.565,0.195,2.141,0.8255,0.417,0.488,11,3
54938,M,0.505,0.38,0.125,0.5965,0.25,0.148,0.1515,8,3
41762,M,0.555,0.435,0.15,0.9205,0.42,0.1815,0.265,10,3
33192,F,0.505,0.385,0.115,0.4925,0.1775,0.1175,0.185,11,2
73310,I,0.365,0.265,0.08,0.1965,0.0915,0.0325,0.063,5,1
10897,M,0.575,0.45,0.145,0.857,0.3845,0.1815,0.24,9,3
10407,M,0.58,0.46,0.15,1.016,0.4335,0.217,0.3,9,3
50459,M,0.25,0.19,0.08,0.0655,0.031,0.0135,0.02,5,3
64278,M,0.535,0.46,0.17,1.0835,0.3595,0.2065,0.325,12,3
55493,I,0.47,0.355,0.12,0.507,0.2315,0.1165,0.1465,8,1
30965,I,0.375,0.275,0.085,0.2715,0.104,0.059,0.077,8,1
7142,I,0.5,0.37,0.125,0.5395,0.2375,0.1075,0.159,8,1
69094,F,0.615,0.485,0.165,1.153,0.4815,0.2195,0.4,13,2
43535,I,0.31,0.215,0.07,0.1465,0.052,0.034,0.035,6,1
6790,M,0.56,0.425,0.145,0.85,0.3245,0.2125,0.265,10,3
83508,M,0.595,0.455,0.155,0.958,0.4225,0.1875,0.263,10,3
11943,M,0.67,0.51,0.165,1.613,0.7665,0.2825,0.4685,11,3
56021,M,0.485,0.365,0.155,1.029,0.4235,0.228,0.285,10,3
36728,M,0.515,0.41,0.125,0.6935,0.2,0.152,0.2,12,3
48399,F,0.555,0.45,0.125,0.8155,0.3295,0.1915,0.24,10,2
47643,I,0.585,0.465,0.135,0.854,0.3915,0.178,0.2345,8,1
67571,M,0.48,0.37,0.13,0.4775,0.2,0.1055,0.17,8,3
29551,F,0.505,0.38,0.13,0.573,0.2865,0.1235,0.17,9,2
19293,M,0.68,0.565,0.175,1.3475,0.4665,0.2605,0.415,11,3
82799,F,0.55,0.385,0.125,0.923,0.4035,0.175,0.283,13,2
11806,I,0.37,0.27,0.095,0.218,0.093,0.0445,0.053,6,1
72375,F,0.51,0.415,0.15,0.8415,0.3865,0.1785,0.255,9,2
45794,I,0.45,0.34,0.11,0.4585,0.2245,0.061,0.1175,8,1
48587,F,0.6,0.495,0.145,1.1315,0.5255,0.26,0.305,10,2
25857,M,0.605,0.47,0.145,1.187,0.5985,0.227,0.31,9,3
70782,F,0.675,0.535,0.195,1.8085,0.7035,0.3685,0.4,12,2
81679,I,0.525,0.4,0.13,0.6295,0.2555,0.143,0.18,7,1
69454,I,0.43,0.34,0.11,0.384,0.1515,0.0745,0.125,10,1
32880,M,0.72,0.575,0.21,2.069,0.9285,0.409,0.506,11,3
26280,M,0.61,0.48,0.14,1.0105,0.435,0.2235,0.2915,10,3
82554,M,0.435,0.33,0.1,0.3675,0.1545,0.0945,0.11,12,3
75522,M,0.385,0.285,0.105,0.244,0.0815,0.0575,0.08,18,3
5545,M,0.615,0.46,0.16,1.082,0.44,0.246,0.375,12,3
61140,M,0.655,0.5,0.18,1.5015,0.7555,0.318,0.37,10,3
74949,M,0.61,0.475,0.155,1.0485,0.507,0.18,0.274,8,3
72004,I,0.47,0.345,0.11,0.3685,0.1525,0.0865,0.12,9,1
67683,I,0.325,0.25,0.09,0.187,0.079,0.034,0.0765,9,1
54102,I,0.43,0.34,0.11,0.3425,0.1485,0.0855,0.11,8,1
56034,M,0.695,0.53,0.21,1.623,0.7185,0.3835,0.42,11,3
36352,M,0.525,0.41,0.14,0.8175,0.3845,0.1935,0.215,10,3
20795,F,0.59,0.45,0.15,0.755,0.2895,0.1795,0.255,11,2
85497,I,0.535,0.41,0.14,0.6955,0.289,0.1785,0.2105,8,1
86102,F,0.695,0.55,0.195,1.8495,0.767,0.542,0.625,11,2
53738,M,0.6,0.465,0.185,1.0835,0.4695,0.231,0.28,10,3
5046,I,0.59,0.475,0.15,0.955,0.4265,0.2225,0.37,13,1
29325,I,0.15,0.125,0.04,0.0265,0.0065,0.0045,0.005,4,1
39716,I,0.235,0.15,0.055,0.032,0.011,0.008,0.01,5,1
40161,I,0.535,0.43,0.175,0.874,0.2405,0.207,0.25,17,1
4079,I,0.55,0.435,0.14,0.7995,0.295,0.1855,0.238,9,1
73923,M,0.58,0.44,0.155,0.9,0.4115,0.196,0.27,9,3
65554,I,0.465,0.36,0.12,0.514,0.2795,0.0885,0.1385,7,1
41933,I,0.415,0.335,0.1,0.3515,0.1665,0.0675,0.11,6,1
63765,F,0.61,0.46,0.165,1.0265,0.4935,0.2495,0.3035,10,2
74211,M,0.585,0.465,0.145,0.9895,0.4365,0.227,0.2695,9,3
62069,F,0.46,0.36,0.135,0.4975,0.1775,0.096,0.16,10,2
51723,I,0.555,0.435,0.14,0.7575,0.3485,0.1755,0.201,8,1
71290,M,0.505,0.4,0.145,0.7575,0.3,0.2015,0.22,10,3
80301,I,0.555,0.405,0.175,0.738,0.304,0.1895,0.22,9,1
35676,M,0.64,0.5,0.175,1.3745,0.7305,0.3205,0.375,10,3
87856,I,0.32,0.24,0.085,0.17,0.072,0.038,0.062,6,1
86939,F,0.66,0.51,0.175,1.844,0.7185,0.306,0.44,15,2
75990,F,0.57,0.42,0.14,0.7905,0.3525,0.1935,0.2325,11,2
708,I,0.46,0.375,0.13,0.474,0.191,0.1095,0.155,7,1
65460,F,0.5,0.4,0.125,0.6795,0.3465,0.1495,0.17,8,2
32067,M,0.635,0.5,0.155,1.33,0.678,0.297,0.3215,11,3
64828,I,0.41,0.305,0.1,0.3685,0.1595,0.0605,0.085,7,1
86621,M,0.65,0.505,0.155,1.281,0.6245,0.2435,0.31,9,3
22994,M,0.675,0.525,0.16,1.489,0.715,0.3175,0.36,11,3
57129,I,0.415,0.325,0.1,0.38,0.175,0.07,0.11,8,1
47744,I,0.36,0.255,0.09,0.2225,0.096,0.039,0.055,6,1
10867,I,0.405,0.3,0.085,0.3075,0.139,0.0565,0.09,7,1
21589,F,0.35,0.265,0.095,0.179,0.0655,0.0385,0.055,7,2
57722,M,0.595,0.47,0.15,1.13,0.493,0.2765,0.287,9,3
53231,M,0.615,0.495,0.16,1.2915,0.57,0.3045,0.2915,9,3
60552,M,0.575,0.435,0.15,1.016,0.4605,0.2195,0.22,10,3
38326,M,0.465,0.35,0.11,0.457,0.1695,0.092,0.123,8,3
22613,M,0.645,0.525,0.175,1.5945,0.534,0.3415,0.47,16,3
13337,F,0.61,0.475,0.14,1.14,0.5965,0.2325,0.295,10,2
28674,I,0.54,0.425,0.165,0.744,0.285,0.1555,0.235,13,1
68313,I,0.485,0.375,0.115,0.5805,0.248,0.1245,0.171,8,1
784,F,0.615,0.475,0.15,1.0605,0.5065,0.2425,0.26,9,2
39517,I,0.465,0.36,0.11,0.4725,0.2075,0.0905,0.148,8,1
43955,M,0.53,0.425,0.145,0.7745,0.3535,0.159,0.2385,9,3
80890,M,0.44,0.325,0.1,0.4075,0.1335,0.0725,0.13,8,3
63891,I,0.365,0.27,0.085,0.2245,0.0865,0.049,0.075,8,1
7588,F,0.665,0.505,0.175,1.3375,0.5635,0.291,0.38,9,2
86382,M,0.625,0.495,0.155,1.082,0.4675,0.2045,0.3595,9,3
27145,F,0.695,0.525,0.205,1.829,0.723,0.3325,0.585,21,2
17319,F,0.65,0.525,0.175,1.5365,0.6865,0.3585,0.405,11,2
41013,M,0.54,0.4,0.125,0.717,0.3745,0.1635,0.19,8,3
72637,M,0.605,0.49,0.155,1.0765,0.3135,0.1985,0.3,14,3
20489,F,0.525,0.4,0.125,0.6195,0.25,0.1455,0.18,8,2
64699,I,0.5,0.38,0.12,0.547,0.2565,0.1065,0.14,8,1
48267,I,0.545,0.42,0.135,0.8145,0.3675,0.1775,0.175,11,1
23660,M,0.605,0.455,0.155,1.0675,0.4955,0.2435,0.265,9,3
70810,I,0.47,0.355,0.12,0.462,0.175,0.067,0.135,8,1
85671,M,0.57,0.435,0.14,0.8775,0.4005,0.187,0.29,10,3
15756,M,0.61,0.485,0.165,1.079,0.4505,0.2235,0.293,9,3
40635,M,0.415,0.315,0.09,0.3245,0.135,0.0565,0.09,8,3
35556,I,0.355,0.26,0.085,0.1725,0.0655,0.0285,0.054,5,1
3242,M,0.595,0.475,0.145,0.9685,0.4215,0.2175,0.26,9,3
21338,I,0.38,0.295,0.11,0.3345,0.159,0.099,0.08,7,1
15753,F,0.615,0.465,0.165,0.923,0.4035,0.1815,0.24,11,2
51193,F,0.53,0.41,0.145,0.745,0.3285,0.1935,0.21,10,2
20586,M,0.57,0.45,0.16,1.081,0.4825,0.241,0.23,13,3
74330,M,0.545,0.43,0.135,0.9035,0.4035,0.1725,0.2985,10,3
73397,I,0.47,0.355,0.115,0.547,0.2295,0.1245,0.14,8,1
71768,M,0.525,0.4,0.16,0.8175,0.2945,0.1575,0.26,12,3
80868,F,0.44,0.34,0.1,0.4045,0.164,0.0935,0.1335,8,2
65050,M,0.635,0.5,0.175,1.514,0.617,0.3255,0.36,18,3
83465,I,0.41,0.325,0.09,0.369,0.1375,0.0835,0.101,8,1
46296,I,0.445,0.34,0.105,0.378,0.1715,0.0745,0.11,8,1
33199,I,0.515,0.405,0.12,0.592,0.2895,0.14,0.16,9,1
712,M,0.57,0.47,0.155,0.959,0.447,0.2435,0.2715,9,3
69490,F,0.58,0.465,0.175,1.0955,0.4115,0.2435,0.335,14,2
83230,I,0.465,0.375,0.13,0.531,0.214,0.1055,0.17,9,1
52500,M,0.33,0.265,0.095,0.1965,0.0825,0.0375,0.055,9,3
76188,M,0.385,0.29,0.09,0.2645,0.1125,0.0595,0.085,9,3
14049,M,0.6,0.475,0.16,1.0105,0.5305,0.2215,0.2635,9,3
17109,M,0.49,0.37,0.125,0.4895,0.1865,0.099,0.1505,17,3
13564,I,0.295,0.225,0.07,0.1075,0.036,0.0265,0.035,6,1
64273,F,0.715,0.53,0.18,1.978,0.861,0.4095,0.475,9,2
39186,M,0.57,0.435,0.16,0.8915,0.3935,0.2175,0.245,10,3
80709,F,0.655,0.545,0.165,1.6225,0.6555,0.2835,0.513,12,2
72366,I,0.495,0.4,0.125,0.6615,0.273,0.1455,0.21,9,1
11529,I,0.555,0.43,0.145,0.906,0.4595,0.1825,0.237,9,1
60829,I,0.56,0.45,0.13,0.945,0.419,0.183,0.228,10,1
25415,I,0.275,0.205,0.07,0.097,0.036,0.0215,0.035,6,1
21806,F,0.53,0.4,0.115,0.639,0.2945,0.1355,0.179,10,2
25716,M,0.57,0.45,0.185,1.016,0.4315,0.2455,0.27,11,3
45222,I,0.35,0.255,0.085,0.1885,0.073,0.042,0.05,7,1
32485,I,0.375,0.29,0.105,0.2555,0.1155,0.0525,0.085,8,1
43929,M,0.655,0.525,0.185,1.4795,0.686,0.3705,0.41,11,3
57665,I,0.44,0.335,0.1,0.379,0.1685,0.094,0.105,8,1
1640,M,0.685,0.52,0.19,1.67,0.6965,0.3695,0.48,10,3
26242,M,0.57,0.45,0.175,1.063,0.4125,0.1725,0.395,23,3
28761,M,0.625,0.47,0.155,1.273,0.5985,0.318,0.35,12,3
58978,M,0.525,0.41,0.125,0.7485,0.3475,0.1625,0.22,8,3
63686,I,0.285,0.215,0.07,0.106,0.039,0.023,0.034,5,1
78748,M,0.575,0.45,0.14,0.8685,0.414,0.1715,0.2475,8,3
49016,M,0.62,0.46,0.14,1.003,0.4655,0.2115,0.28,13,3
23744,I,0.385,0.32,0.115,0.4015,0.1565,0.06,0.105,7,1
7055,M,0.445,0.325,0.115,0.3905,0.1825,0.11,0.1135,7,3
68561,I,0.53,0.425,0.14,0.7185,0.262,0.1615,0.26,15,1
4684,I,0.445,0.33,0.11,0.455,0.1785,0.0885,0.13,9,1
31888,F,0.575,0.46,0.155,0.9965,0.382,0.2435,0.28,12,2
47480,I,0.315,0.235,0.075,0.1485,0.0585,0.0335,0.045,6,1
40217,F,0.7,0.585,0.22,1.925,0.6935,0.4565,0.455,18,2
85028,I,0.495,0.375,0.135,0.6055,0.2555,0.133,0.18,8,1
75328,M,0.565,0.45,0.15,0.9595,0.4455,0.2395,0.23,13,3
56288,I,0.44,0.33,0.11,0.3655,0.152,0.085,0.0985,8,1
63727,I,0.535,0.42,0.14,0.873,0.3335,0.158,0.23,19,1
45694,I,0.525,0.41,0.14,0.6385,0.3015,0.1405,0.171,8,1
36073,M,0.52,0.405,0.16,0.8895,0.341,0.1975,0.275,13,3
12998,M,0.6,0.475,0.155,1.1255,0.5575,0.2655,0.26,9,3
26635,I,0.605,0.48,0.17,1.0605,0.479,0.2675,0.295,9,1
12450,M,0.58,0.465,0.175,1.145,0.4315,0.27,0.42,15,3
51300,M,0.365,0.295,0.1,0.22,0.096,0.051,0.097,9,3
37949,F,0.545,0.43,0.125,0.7665,0.2735,0.1385,0.26,9,2
34613,M,0.57,0.43,0.135,0.8295,0.4025,0.1805,0.23,11,3
43964,F,0.6,0.48,0.14,0.9175,0.3795,0.22,0.29,12,2
61567,I,0.505,0.4,0.12,0.5605,0.28,0.1215,0.1475,7,1
7095,I,0.34,0.25,0.08,0.17,0.0715,0.0365,0.06,5,1
71810,I,0.525,0.4,0.13,0.6185,0.3075,0.1345,0.1735,8,1
34154,I,0.495,0.39,0.14,0.6675,0.239,0.142,0.21,14,1
79567,M,0.565,0.44,0.14,0.8565,0.3495,0.1785,0.24,10,3
30336,F,0.58,0.45,0.125,0.9,0.4175,0.1565,0.31,13,2
44483,F,0.495,0.385,0.12,0.6265,0.2595,0.1495,0.18,8,2
49523,F,0.53,0.41,0.125,0.6765,0.32,0.1415,0.1895,8,2
43977,I,0.525,0.41,0.11,0.6175,0.3595,0.1365,0.21,10,1
48065,M,0.53,0.415,0.14,0.7185,0.3165,0.1675,0.235,11,3
5448,F,0.585,0.47,0.155,0.9595,0.3525,0.2145,0.29,12,2
45828,M,0.53,0.405,0.155,0.772,0.346,0.1885,0.215,9,3
42969,M,0.565,0.455,0.15,0.8875,0.417,0.1825,0.2975,9,3
12714,M,0.545,0.42,0.145,0.9315,0.392,0.2035,0.2575,10,3
57989,F,0.635,0.485,0.165,1.2995,0.5595,0.3395,0.315,10,2
31931,M,0.545,0.45,0.16,0.985,0.3935,0.185,0.34,13,3
52223,F,0.37,0.29,0.095,0.2365,0.111,0.057,0.075,8,2
40010,F,0.46,0.365,0.14,0.6015,0.3725,0.15,0.1465,8,2
2097,I,0.165,0.105,0.025,0.019,0.0075,0.006,0.005,4,1
49867,M,0.575,0.45,0.175,0.874,0.3935,0.1455,0.26,10,3
54085,M,0.67,0.51,0.195,1.492,0.621,0.3515,0.4,12,3
42378,F,0.625,0.49,0.175,1.233,0.6245,0.247,0.3095,9,2
31095,F,0.535,0.435,0.15,0.6665,0.32,0.163,0.22,16,2
71487,I,0.52,0.415,0.11,0.5785,0.2075,0.1325,0.16,8,1
61144,F,0.575,0.46,0.15,1.0115,0.4455,0.212,0.3,13,2
32445,M,0.665,0.5,0.195,1.382,0.6165,0.3135,0.37,10,3
83429,I,0.36,0.27,0.09,0.1855,0.0825,0.048,0.06,7,1
4891,M,0.675,0.51,0.155,1.587,0.739,0.2845,0.4115,10,3
38739,M,0.595,0.495,0.16,1.092,0.416,0.2825,0.355,14,3
12622,M,0.695,0.55,0.185,1.542,0.6705,0.375,0.435,11,3
77156,F,0.53,0.425,0.135,0.764,0.2985,0.1775,0.255,12,2
38212,I,0.33,0.23,0.07,0.1585,0.0675,0.039,0.045,4,1
68616,M,0.595,0.475,0.125,0.8295,0.3915,0.1765,0.285,10,3
86233,M,0.595,0.455,0.155,1.079,0.5285,0.2405,0.315,10,3
85904,M,0.475,0.365,0.11,0.5185,0.2325,0.108,0.165,7,3
42079,M,0.615,0.475,0.185,1.058,0.44,0.2295,0.28,9,3
65118,M,0.355,0.265,0.09,0.2255,0.08,0.026,0.067,7,3
66034,F,0.59,0.475,0.14,1.133,0.5275,0.2065,0.2435,9,2
62729,F,0.55,0.435,0.15,0.997,0.3475,0.207,0.3,10,2
87470,I,0.43,0.34,0.105,0.3645,0.1525,0.063,0.12,8,1
14856,I,0.33,0.235,0.085,0.1895,0.078,0.0385,0.045,6,1
24991,I,0.465,0.36,0.105,0.4775,0.2,0.0745,0.1505,8,1
14729,I,0.47,0.375,0.115,0.4475,0.165,0.0975,0.17,18,1
64507,M,0.61,0.49,0.165,1.1455,0.5115,0.2765,0.325,10,3
71753,F,0.655,0.525,0.19,1.3475,0.4625,0.3115,0.44,18,2
87816,I,0.435,0.325,0.115,0.3675,0.1525,0.081,0.11,7,1
1801,I,0.515,0.415,0.135,0.7285,0.3215,0.112,0.214,7,1
60670,F,0.575,0.475,0.15,0.8715,0.39,0.1745,0.295,15,2
82850,I,0.425,0.34,0.105,0.389,0.2015,0.0905,0.088,8,1
86024,I,0.335,0.255,0.075,0.1745,0.0785,0.04,0.054,7,1
53058,I,0.635,0.49,0.15,1.107,0.52,0.1925,0.325,13,1
40628,F,0.7,0.565,0.195,1.907,0.896,0.3675,0.5365,11,2
21549,M,0.58,0.44,0.17,1.0255,0.412,0.2745,0.2925,12,3
12853,M,0.71,0.535,0.175,1.523,0.7275,0.3875,0.4695,12,3
48278,I,0.325,0.24,0.09,0.187,0.078,0.0395,0.059,6,1
29534,I,0.365,0.27,0.085,0.1845,0.0795,0.0445,0.0465,5,1
21668,M,0.71,0.555,0.175,1.488,0.566,0.318,0.42,13,3
30732,F,0.445,0.325,0.105,0.4305,0.2035,0.0715,0.1135,7,2
12393,M,0.51,0.435,0.13,0.5755,0.1755,0.1075,0.21,14,3
54133,I,0.505,0.385,0.13,0.547,0.2225,0.1185,0.17,9,1
82212,M,0.605,0.47,0.16,1.1785,0.5165,0.2595,0.34,10,3
48405,I,0.19,0.12,0.03,0.0105,0.0125,0.0045,0.005,4,1
43902,I,0.48,0.365,0.1,0.447,0.197,0.089,0.12,7,1
36229,I,0.32,0.24,0.08,0.1795,0.074,0.0315,0.05,6,1
12293,M,0.59,0.465,0.15,0.931,0.3835,0.1815,0.27,10,3
7718,I,0.52,0.395,0.13,0.6095,0.2885,0.159,0.161,10,1
88044,M,0.43,0.325,0.085,0.306,0.1145,0.0735,0.095,14,3
40259,F,0.535,0.41,0.14,0.7665,0.2645,0.146,0.215,11,2
60704,M,0.565,0.45,0.15,0.9595,0.3915,0.2185,0.275,8,3
13076,F,0.605,0.485,0.165,1.098,0.4535,0.2875,0.295,14,2
36882,I,0.285,0.205,0.07,0.101,0.036,0.0265,0.03,5,1
87154,I,0.535,0.4,0.13,0.6025,0.2875,0.141,0.17,8,1
10187,I,0.32,0.245,0.09,0.1585,0.0585,0.0305,0.045,8,1
43707,M,0.6,0.47,0.155,1.0405,0.4335,0.2195,0.305,11,3
58661,I,0.31,0.225,0.075,0.1295,0.0455,0.0335,0.045,6,1
44879,M,0.61,0.49,0.23,1.0935,0.44,0.2235,0.3645,11,3
79497,M,0.48,0.375,0.14,0.5725,0.1965,0.1365,0.17,10,3
58389,F,0.585,0.465,0.125,0.9585,0.4145,0.1615,0.275,11,2
70141,I,0.435,0.335,0.1,0.328,0.161,0.0635,0.081,6,1
72810,M,0.565,0.435,0.14,0.875,0.3285,0.1845,0.26,10,3
52950,I,0.26,0.2,0.075,0.1165,0.0545,0.0185,0.035,7,1
87994,M,0.485,0.375,0.125,0.543,0.2635,0.1295,0.1615,8,3
1684,M,0.655,0.51,0.165,1.238,0.5315,0.296,0.41,9,3
21428,F,0.715,0.575,0.185,2.173,1.0835,0.509,0.585,18,2
38296,I,0.34,0.255,0.085,0.169,0.063,0.0505,0.07,6,1
56089,F,0.705,0.575,0.515,2.21,1.1075,0.4865,0.512,11,2
57438,I,0.37,0.27,0.095,0.217,0.1,0.034,0.06,6,1
24750,I,0.395,0.305,0.115,0.314,0.138,0.0625,0.087,8,1
78918,F,0.565,0.465,0.17,1.019,0.4935,0.24,0.3105,9,2
68256,M,0.615,0.49,0.2,1.358,0.5995,0.297,0.37,10,3
20864,F,0.675,0.5,0.19,1.7395,0.6635,0.342,0.4515,11,2
34896,F,0.635,0.495,0.205,1.639,0.4815,0.2745,0.415,14,2
73833,M,0.665,0.525,0.17,1.489,0.5725,0.3665,0.33,15,3
24008,M,0.59,0.45,0.16,0.844,0.3485,0.1765,0.26,10,3
12640,F,0.61,0.49,0.16,1.06,0.469,0.2595,0.3175,9,2
27711,F,0.6,0.475,0.175,1.3825,0.702,0.3085,0.335,9,2
23025,I,0.555,0.43,0.14,0.753,0.354,0.1635,0.23,7,1
87736,F,0.46,0.355,0.115,0.4155,0.1675,0.081,0.119,12,2
74994,I,0.56,0.44,0.125,0.8565,0.3595,0.1715,0.2385,9,1
39053,I,0.455,0.375,0.125,0.455,0.1785,0.0865,0.15,9,1
44214,M,0.59,0.455,0.145,1.0145,0.422,0.2135,0.27,11,3
88441,I,0.37,0.275,0.095,0.2665,0.1165,0.0575,0.0675,6,1
9091,I,0.38,0.29,0.085,0.2505,0.112,0.0525,0.0775,7,1
46929,F,0.47,0.39,0.16,0.6555,0.2105,0.1845,0.23,10,2
50101,F,0.465,0.355,0.12,0.4775,0.176,0.127,0.1425,10,2
24237,I,0.415,0.305,0.1,0.2935,0.1175,0.0595,0.08,9,1
347,M,0.295,0.17,0.085,0.1195,0.0475,0.0275,0.021,4,3
23615,M,0.51,0.39,0.135,0.769,0.3305,0.1825,0.19,9,3
24710,M,0.6,0.46,0.17,1.247,0.387,0.2435,0.585,20,3
29818,I,0.6,0.48,0.155,0.974,0.4305,0.225,0.285,9,1
87636,I,0.35,0.265,0.085,0.2105,0.1,0.042,0.06,6,1
34921,M,0.62,0.5,0.175,1.1345,0.4865,0.2925,0.315,11,3
52773,F,0.55,0.435,0.165,0.837,0.362,0.1845,0.265,12,2
67658,I,0.385,0.3,0.1,0.2875,0.1215,0.061,0.079,6,1
46956,I,0.625,0.455,0.15,0.9355,0.4445,0.1455,0.275,8,1
86844,I,0.625,0.48,0.14,1.376,0.6375,0.2185,0.3595,9,1
31302,F,0.54,0.435,0.135,0.8875,0.3605,0.1645,0.25,10,2
31959,I,0.485,0.38,0.105,0.5875,0.3065,0.1325,0.18,10,1
17115,M,0.61,0.48,0.155,1.0915,0.5265,0.2635,0.2735,8,3
67844,I,0.51,0.38,0.16,0.5775,0.2295,0.1225,0.175,10,1
72395,I,0.475,0.375,0.125,0.5315,0.2595,0.093,0.15,9,1
38605,M,0.605,0.46,0.145,1.043,0.4335,0.224,0.2675,9,3
27966,I,0.475,0.365,0.125,0.4965,0.207,0.123,0.155,8,1
79087,F,0.585,0.465,0.15,1.042,0.4675,0.2635,0.315,10,2
32072,F,0.575,0.46,0.14,1.004,0.4635,0.2195,0.26,15,2
52886,F,0.56,0.44,0.115,0.837,0.3865,0.1845,0.23,9,2
75891,M,0.645,0.5,0.185,1.4805,0.658,0.3135,0.4115,11,3
17897,F,0.56,0.445,0.17,0.9745,0.3525,0.189,0.295,11,2
72531,I,0.405,0.305,0.095,0.2425,0.0985,0.0455,0.075,7,1
6921,I,0.39,0.28,0.085,0.192,0.096,0.041,0.0735,7,1
45613,M,0.655,0.515,0.175,1.2555,0.527,0.374,0.3175,9,3
32385,F,0.51,0.405,0.1,0.567,0.246,0.133,0.145,7,2
65080,F,0.61,0.475,0.15,0.957,0.4255,0.1955,0.265,9,2
57323,I,0.415,0.33,0.1,0.3215,0.1525,0.063,0.095,7,1
64554,M,0.56,0.44,0.14,0.879,0.3155,0.1835,0.2615,11,3
16990,M,0.505,0.38,0.13,0.5765,0.233,0.119,0.161,8,3
72639,M,0.57,0.45,0.155,1.0375,0.414,0.1935,0.265,12,3
36367,M,0.47,0.37,0.135,0.5135,0.2455,0.1015,0.148,8,3
11746,M,0.71,0.565,0.195,1.7365,0.7295,0.407,0.4325,11,3
1910,F,0.55,0.45,0.15,0.8975,0.37,0.207,0.24,9,2
37076,M,0.625,0.49,0.16,1.2415,0.6575,0.2785,0.3075,11,3
81901,M,0.6,0.46,0.17,1.337,0.5335,0.2745,0.33,15,3
50531,M,0.595,0.45,0.135,0.874,0.3305,0.2065,0.265,12,3
33802,M,0.605,0.47,0.18,1.247,0.4305,0.3065,0.315,19,3
13254,M,0.585,0.45,0.155,0.869,0.2825,0.1775,0.27,14,3
76843,F,0.74,0.63,0.195,1.7605,0.6605,0.3275,0.71,15,2
63245,M,0.695,0.53,0.19,1.4545,0.724,0.297,0.4755,12,3
69271,F,0.53,0.435,0.135,0.6965,0.279,0.1955,0.2245,9,2
53157,M,0.53,0.435,0.135,0.717,0.3345,0.1645,0.175,8,3
7515,F,0.62,0.515,0.175,1.2895,0.5115,0.2755,0.331,10,2
35821,I,0.63,0.53,0.175,1.244,0.4265,0.24,0.4,15,1
44043,I,0.45,0.335,0.1,0.4075,0.1705,0.081,0.11,9,1
22261,F,0.645,0.52,0.2,1.5335,0.6555,0.3585,0.51,20,2
