Name,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,User_Score
Gretzky NHL 06,2005.0,Sports,Sony Computer Entertainment,0.14,65.0,6.8
Shonen Jump's Shaman King: Master of Spirits,2004.0,Role-Playing,Konami Digital Entertainment,0.14,,
NFL Blitz 20-03,2002.0,Sports,Midway Games,0.14,72.0,7.8
PaRappa The Rapper,2006.0,Misc,Sony Computer Entertainment,0.14,67.0,5.2
Pirates: The Legend of Black Kat,2002.0,Adventure,Electronic Arts,0.14,72.0,7.9
Fur Fighters: Viggo's Revenge,2001.0,Action,Acclaim Entertainment,0.14,64.0,7.3
Thor: God of Thunder,2011.0,Action,Sega,0.14,39.0,4.4
Krull,1982.0,Action,Atari,0.14,,
The Walking Dead: Season One,2013.0,Adventure,Square Enix,0.14,,
Yu-Gi-Oh! Monster Capture GB,2000.0,Role-Playing,Konami Digital Entertainment,0.14,,
Zapper: One Wicked Cricket!,2002.0,Platform,Infogrames,0.14,,
Skylanders Imaginators,2016.0,Platform,Activision,0.14,80.0,5.5
"NewU Fitness First Mind Body, Yoga & Pilates Workout",2010.0,Sports,Black Bean Games,0.14,,
The Da Vinci Code,2006.0,Action,Take-Two Interactive,0.14,54.0,8
Scooby-Doo! Night of 100 Frights,2003.0,Platform,THQ,0.14,,
Naruto Shippuden: Ninja Destiny 3,2006.0,Fighting,D3Publisher,0.14,,
Chicken Shoot,2007.0,Action,Zoo Digital Publishing,0.14,19.0,3.1
Dead to Rights,2002.0,Shooter,Electronic Arts,0.14,77.0,8.7
Scarface: The World is Yours,2007.0,Action,Vivendi Games,0.14,71.0,8.4
Top Spin 4,2011.0,Sports,Take-Two Interactive,0.14,54.0,7.4
Sphinx and the Cursed Mummy,2003.0,Action,THQ,0.14,79.0,8.8
Cabela's Outdoor Adventures (2009),2009.0,Sports,Activision Value,0.14,,6.6
Cranium Kabookii,2007.0,Misc,Ubisoft,0.14,64.0,5.4
T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy,1998.0,Adventure,Sunsoft,0.14,,
XCOM 2,2016.0,Strategy,Take-Two Interactive,0.14,88.0,8
Naruto RPG 2: Chidori vs Rasengan,2005.0,Role-Playing,Tomy Corporation,0.14,,
Our House Party!,,Simulation,Unknown,0.14,,
Pro Evolution Soccer 2015,2014.0,Sports,Konami Digital Entertainment,0.14,79.0,7.3
Project V6,1998.0,Strategy,General Entertainment,0.14,,
Destruction Derby Raw,2000.0,Racing,Sony Computer Entertainment,0.14,69.0,7.3
Risen 2: Dark Waters,2012.0,Role-Playing,Deep Silver,0.14,60.0,6
World Tour Soccer 2003,2002.0,Sports,Sony Computer Entertainment,0.14,78.0,8.3
Akiba's Trip,2011.0,Adventure,Acquire,0.14,,
Bravo Air Race,1997.0,Racing,THQ,0.14,,
Gundam: The Battle Master,1997.0,Fighting,Namco Bandai Games,0.14,,
ArmA II,2009.0,Shooter,505 Games,0.14,77.0,7.5
WWE 2K17,2016.0,Sports,Take-Two Interactive,0.14,,4.1
Spyro: A Hero's Tail,2004.0,Platform,Vivendi Games,0.14,64.0,9.1
¡Shin Chan Flipa en colores!,2007.0,Platform,505 Games,0.14,,
Cities: Skylines,2015.0,Simulation,Paradox Interactive,0.14,85.0,8.9
Eternal Poison,2008.0,Role-Playing,Banpresto,0.14,65.0,8.2
Gungrave: Overdose,2004.0,Shooter,Play It,0.14,68.0,8.7
Metal Slug Anthology,2006.0,Shooter,Ignition Entertainment,0.14,73.0,8
Kidou Senshi Gundam: Shin Gihren no Yabou,2011.0,Strategy,Namco Bandai Games,0.14,,
The Orange Box,2007.0,Shooter,Electronic Arts,0.14,96.0,9.3
Shovel Knight,2015.0,Platform,Yacht Club Games,0.14,90.0,8.2
Pro Evolution Soccer 2015,2014.0,Sports,Konami Digital Entertainment,0.14,,6.8
The Granstream Saga,1997.0,Role-Playing,Sony Computer Entertainment,0.14,,
Power Gig: Rise of the SixString,2010.0,Misc,Unknown,0.14,36.0,0.5
Mr. Driller: Drill Spirits,2004.0,Puzzle,Nintendo,0.14,70.0,8.9
Bio FREAKS,1998.0,Action,GT Interactive,0.14,,
Bassmasters 2000,1999.0,Sports,THQ,0.14,,
WCW Backstage Assault,,Action,Unknown,0.14,,
Micro Machines 64 Turbo,1999.0,Racing,Codemasters,0.14,,
Baldur's Gate: Dark Alliance,2002.0,Role-Playing,Virgin Interactive,0.14,79.0,7.7
"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",2007.0,Role-Playing,Nippon Ichi Software,0.14,,
Eternal Eyes,1999.0,Role-Playing,Sunsoft,0.14,,
The Walking Dead: Season Two,2014.0,Adventure,Telltale Games,0.14,,
Dream Pinball 3D,2008.0,Misc,SouthPeak Games,0.14,54.0,7.6
Fate/Unlimited Codes,2008.0,Fighting,Capcom,0.14,,
Star Wars: Knights of the Old Republic,2003.0,Role-Playing,LucasArts,0.14,93.0,9
The Operative: No One Lives Forever,2002.0,Shooter,Electronic Arts,0.14,67.0,8
Gallop & Ride!,2008.0,Sports,THQ,0.14,,
Epidemic,1995.0,Shooter,Sony Computer Entertainment,0.14,,
Dead or Alive 2,2000.0,Fighting,Acclaim Entertainment,0.14,,
Monster Hunter Diary: Poka Poka Airou Village DX,2015.0,Action,Capcom,0.14,,
Cabela's African Safari,2006.0,Sports,Activision Value,0.14,53.0,5
NCAA Basketball Final Four 97,1997.0,Sports,Mindscape,0.14,,
Ecco the Dolphin: Defender of the Future,2002.0,Adventure,Sony Computer Entertainment,0.14,71.0,8.5
Atari's Greatest Hits: Volume 1,2010.0,Misc,Atari,0.14,,
The Bombing Islands,1997.0,Platform,Kemco,0.14,,
Yogi Bear: The Video Game,2010.0,Action,D3Publisher,0.14,,
Earth Defense Force 2: Invaders from Planet Space,2011.0,Action,D3Publisher,0.14,,
Just Cause,2006.0,Action,Eidos Interactive,0.14,73.0,7.2
Hot Wheels: Beat That!,2007.0,Racing,Activision,0.14,,5.3
X-Blades,2009.0,Action,SouthPeak Games,0.14,50.0,5.4
Odin Sphere: Leifthrasir,2016.0,Role-Playing,Nippon Ichi Software,0.14,93.0,7.9
Homefront: The Revolution,2016.0,Shooter,Deep Silver,0.14,49.0,4.1
Gyakuten Saiban 2,2002.0,Action,Capcom,0.14,,
Godzilla: Save the Earth,2004.0,Fighting,Atari,0.14,63.0,8.2
TRINITY: Souls of Zill O'll,2010.0,Role-Playing,Ubisoft Annecy,0.14,55.0,6.2
Detective Barbie: The Mystery Cruise,1999.0,Adventure,Mattel Interactive,0.14,,
Jim Henson's the Muppets: On With the Show!,2003.0,Action,TDK Mediactive,0.14,,
Desire,1997.0,Adventure,Imadio,0.14,,
Asphalt: Urban GT 2,2006.0,Racing,Ubisoft,0.14,,6.9
Pro Yaky? Spirits 2014,2014.0,Sports,Konami Digital Entertainment,0.14,,
Virtua Tennis 4,2011.0,Sports,Sega,0.14,65.0,7.5
Tim Burton's The Nightmare Before Christmas: The Pumpkin King,2005.0,Platform,Disney Interactive Studios,0.14,71.0,5.5
Frank Thomas Big Hurt Baseball,1996.0,Sports,Acclaim Entertainment,0.14,,
Power Pro Kun Pocket 8,2005.0,Sports,Konami Digital Entertainment,0.14,,
Enclave,2002.0,Adventure,Swing! Entertainment,0.14,66.0,8.4
Sid Meier's Pirates!,2005.0,Strategy,Take-Two Interactive,0.14,,
Wild ARMs XF,2007.0,Role-Playing,505 Games,0.14,64.0,6.6
Bottom of the 9th,1996.0,Sports,Konami Digital Entertainment,0.14,,
7 Days to Die,2016.0,Action,Telltale Games,0.14,45.0,5.9
Rayman Legends,2014.0,Platform,Ubisoft,0.14,87.0,8.4
Dino Crisis 3,2003.0,Action,Capcom,0.14,51.0,4.1
The King of Fighters '94 (CD),1993.0,Fighting,SNK,0.14,,
College Hoops 2K8,2007.0,Sports,Take-Two Interactive,0.14,82.0,5.2
Risen,2009.0,Role-Playing,Deep Silver,0.14,77.0,8.1
Barbie Explorer,2001.0,Platform,Unknown,0.14,,
Transformers: Devastation,2015.0,Action,Activision,0.14,75.0,7.9
The Darkness II,2012.0,Shooter,Take-Two Interactive,0.14,77.0,7.6
Age of Empires: Collector's Edition,2000.0,Strategy,Ubisoft,0.14,,8
Agile Warrior F-111X,1995.0,Simulation,Virgin Interactive,0.14,,
Jikkyou Powerful Pro Yakyuu Wii,2007.0,Sports,Konami Digital Entertainment,0.14,,
Eragon,2006.0,Action,Vivendi Games,0.14,48.0,5.7
Dynasty Warriors 7: Empires,2012.0,Action,Ubisoft Annecy,0.14,63.0,8
Super Puzzle Fighter II Turbo,1996.0,Puzzle,Virgin Interactive,0.14,83.0,7.4
Scene It? Bright Lights! Big Screen!,2009.0,Misc,Warner Bros. Interactive Entertainment,0.14,,
Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,2002.0,Fighting,Namco Bandai Games,0.14,,
Bejeweled 3,,Puzzle,Unknown,0.14,78.0,8.4
Space Venus starring Morning Musume,2001.0,Misc,Sony Music Entertainment,0.14,,
To Heart,1999.0,Adventure,Aqua Plus,0.14,,
Let's Cheer,2011.0,Misc,Take-Two Interactive,0.14,,
RockMan & Forte,1998.0,Platform,Capcom,0.14,,
Doukyuusei,1995.0,Adventure,NEC,0.14,,
Dead Island Definitive Collection,2016.0,Action,Deep Silver,0.14,63.0,6.4
Dragon Age: Origins - Ultimate Edition,2010.0,Role-Playing,Electronic Arts,0.14,,
Blazing Angels 2: Secret Missions of WWII,2007.0,Simulation,Ubisoft,0.14,72.0,7.8
The History Channel: Civil War - A Nation Divided,2006.0,Shooter,Activision,0.14,,
Rayman Arena,2002.0,Racing,Ubisoft,0.14,60.0,7.2
FIFA 06 Soccer,2005.0,Sports,Electronic Arts,0.14,,
DmC: Devil May Cry,2015.0,Action,Capcom,0.14,,
How to Train Your Dragon,2010.0,Action,Activision,0.14,58.0,7.6
Farming Simulator 2012,2012.0,Action,Excalibur Publishing,0.14,,
Pro Yakyuu Netsu Star 2006,2006.0,Sports,Namco Bandai Games,0.14,,
Battlefield: Hardline,2015.0,Shooter,Electronic Arts,0.14,71.0,3.8
Cyber Sled,1995.0,Action,Sony Computer Entertainment,0.14,,
Puyo Puyo!! 20th Anniversary,2011.0,Puzzle,Sega,0.14,,
Shining Soul,2002.0,Role-Playing,Atari,0.14,58.0,8.5
Brothers: A Tale of Two Sons,2015.0,Adventure,505 Games,0.14,81.0,8.6
In the Hunt,1995.0,Shooter,THQ,0.14,,
Daytona USA Championship Circuit Edition,1995.0,Racing,Sega,0.14,,
Marvel vs. Capcom 2: New Age of Heroes,2002.0,Fighting,Capcom,0.14,,
SNK vs. Capcom: The Match of the Millennium,2006.0,Fighting,Sega,0.14,,
Dead Rising 2,2010.0,Action,Capcom,0.14,78.0,6.3
Paws & Claws: Pet Vet 2,2007.0,Simulation,THQ,0.14,,
Ape Escape Academy (jp sales),2004.0,Misc,Sony Computer Entertainment,0.14,,
Fear Factor: Unleashed,2004.0,Action,Hip Interactive,0.14,30.0,3
Robots,2005.0,Action,Vivendi Games,0.14,,6.7
Houshinengi,1998.0,Strategy,Tecmo Koei,0.14,,
7th Dragon,2009.0,Role-Playing,Sega,0.14,,
Murdered: Soul Suspect,2014.0,Action,Square Enix,0.14,,7.1
LEGO Island Xtreme Stunts,2002.0,Racing,LEGO Media,0.14,,
Shining Resonance,2014.0,Role-Playing,Sega,0.14,,
Heroes over Europe,2009.0,Simulation,Ubisoft,0.14,62.0,8.1
Create,2010.0,Action,Electronic Arts,0.14,60.0,5.8
World Soccer Winning Eleven 9 Bonus Pack,2006.0,Sports,Konami Digital Entertainment,0.14,,
UEFA Euro 2004: Portugal,2004.0,Sports,Electronic Arts,0.14,76.0,6.4
Happy Feet,2006.0,Action,Midway Games,0.14,46.0,6.7
Hot Wheels: World Race,2003.0,Racing,THQ,0.14,,6.2
Major League Baseball 2K8,2008.0,Sports,Take-Two Interactive,0.14,,
Lips: I Love The 80s,2010.0,Misc,Microsoft Game Studios,0.14,,
NBA Jam,2003.0,Sports,Acclaim Entertainment,0.14,68.0,9.1
World Tour Soccer 2002,2001.0,Sports,Sony Computer Entertainment,0.14,77.0,7.5
NBA Ballers: Chosen One,2008.0,Sports,Midway Games,0.14,54.0,6.5
NCIS,2011.0,Adventure,Ubisoft,0.14,35.0,4.7
Interactive Sampler Disc 6,1997.0,Misc,Sony Computer Entertainment,0.14,,
Shinobido 2: Tales of the Ninja,2011.0,Action,Sony Computer Entertainment,0.14,,
Apex,2003.0,Racing,Atari,0.14,74.0,9.1
Kamen Rider Battle: Ganbaride,2010.0,Strategy,Namco Bandai Games,0.14,,
Persona 4: Arena Ultimax,2014.0,Fighting,Atlus,0.14,84.0,8.1
Tomb Raider: The Prophecy,2002.0,Action,Ubisoft,0.14,66.0,8.8
Vampire Night,2001.0,Shooter,Sony Computer Entertainment,0.14,65.0,8
Valhalla Knights: Eldar Saga,2009.0,Role-Playing,Rising Star Games,0.14,35.0,6.7
Guilty Gear,1998.0,Fighting,Virgin Interactive,0.14,,
Scene It? Bright Lights! Big Screen!,2009.0,Misc,Warner Bros. Interactive Entertainment,0.14,,
World Championship Poker 2: Featuring Howard Lederer,2005.0,Misc,505 Games,0.14,65.0,2.8
BIT.TRIP SAGA,2011.0,Misc,Rising Star Games,0.14,75.0,7.8
Mary-Kate and Ashley: Crush Course,2001.0,Action,Acclaim Entertainment,0.14,,
NHL Breakaway 98,1996.0,Sports,Acclaim Entertainment,0.14,,
Metal Slug 7,2008.0,Shooter,Ignition Entertainment,0.14,70.0,7.4
Call of Duty: Infinite Warfare,2016.0,Shooter,Activision,0.14,73.0,3
MotoGP '06,2006.0,Racing,THQ,0.14,80.0,7.7
G.I. Joe: The Rise of Cobra,2009.0,Action,Electronic Arts,0.14,47.0,7.5
Salt Lake 2002,2002.0,Sports,Eidos Interactive,0.14,49.0,3.5
ESPN MLB Baseball,2004.0,Sports,Sega,0.14,,
Gladius,2003.0,Strategy,Activision,0.14,79.0,8.5
Legends of Wrestling,2002.0,Fighting,Acclaim Entertainment,0.14,65.0,5.8
Queen's Gate: Spiral Chaos,2011.0,Role-Playing,Namco Bandai Games,0.14,,
Nayuta no Kiseki,2012.0,Action,Nihon Falcom Corporation,0.14,,
Magnetica,2006.0,Puzzle,Nintendo,0.14,68.0,8.1
Red Orchestra 2: Heroes of Stalingrad,2011.0,Shooter,Tripwire Interactive,0.14,76.0,7.3
Avatar: The Last Airbender - The Burning Earth,2007.0,Action,THQ,0.13,,
Final Fantasy XI: Rise of the Zilart,2003.0,Role-Playing,Square Enix,0.13,,
Your Shape: Fitness Evolved 2013,2012.0,Action,Ubisoft,0.13,76.0,6.3
James Bond 007: Nightfire,2003.0,Shooter,Electronic Arts,0.13,66.0,8.1
Nobunaga no Yabou: Tendou,2010.0,Strategy,Tecmo Koei,0.13,,
Medalot 7,2012.0,Action,Rocket Company,0.13,,
Bio FREAKS,1998.0,Action,GT Interactive,0.13,,
Castlevania Chronicles,2001.0,Platform,Konami Digital Entertainment,0.13,69.0,7
Suzumiya Haruhi no Tomadoi,2008.0,Adventure,Banpresto,0.13,,
International Cricket 2010,2010.0,Sports,Codemasters,0.13,,
GoldenEye 007 (2010),2010.0,Action,Activision,0.13,,
King Arthur,2004.0,Action,Konami Digital Entertainment,0.13,59.0,8
FIFA Street 2,2006.0,Sports,Electronic Arts,0.13,58.0,6.9
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,2005.0,Misc,D3Publisher,0.13,,
The Guy Game,2004.0,Misc,Gathering of Developers,0.13,48.0,6.7
Rurouni Kenshin: Enjou! Kyoto Rinne,2006.0,Action,Banpresto,0.13,,
Blade II,2002.0,Action,Activision,0.13,53.0,4
Rogue Warrior,2009.0,Shooter,Bethesda Softworks,0.13,27.0,2.8
Suikoden: Tsumugareshi Hyakunen no Toki,2012.0,Role-Playing,Konami Digital Entertainment,0.13,,
Baseball Advance,2002.0,Sports,Sega,0.13,80.0,7.8
Nicktoons: MLB,2011.0,Sports,Take-Two Interactive,0.13,,7.6
Shonen Jump's One Piece: Grand Battle,2005.0,Fighting,Atari,0.13,,
Nitrobike,2008.0,Racing,Ubisoft,0.13,49.0,7.1
Pro Yaky? Spirits 6,2009.0,Sports,Konami Digital Entertainment,0.13,,
Shiren the Wanderer 4 - God's Eye and the Demon's Navel,2010.0,Role-Playing,Spike,0.13,,
Sentou Kokka Air Land Battle,1995.0,Strategy,Sony Computer Entertainment,0.13,,
Attack on Titan (KOEI),2016.0,Action,Tecmo Koei,0.13,,
NTRA Breeders' Cup World Thoroughbred Championships,2005.0,Simulation,Bethesda Softworks,0.13,,
Hulk Hogan's Main Event,2011.0,Fighting,505 Games,0.13,26.0,2.2
Destroy All Humans! Big Willy Unleashed,2008.0,Action,THQ,0.13,,
Retro Atari Classics,2005.0,Misc,Atari,0.13,51.0,3.7
Need for Speed Underground 2,2005.0,Racing,Electronic Arts,0.13,65.0,7
Ys: The Ark of Napishtim,2005.0,Role-Playing,Konami Digital Entertainment,0.13,72.0,8.8
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,2016.0,Action,Square Enix,0.13,,
Dragon Age Origins: Awakening,2010.0,Role-Playing,Electronic Arts,0.13,,
Azure Dreams,1997.0,Role-Playing,Konami Digital Entertainment,0.13,,
Divinity II: The Dragon Knight Saga,2010.0,Role-Playing,Focus Home Interactive,0.13,72.0,7.8
Kung Fu Panda 2,2011.0,Action,THQ,0.13,,
NHL 2K8,2007.0,Sports,Take-Two Interactive,0.13,71.0,7.4
Pro Baseball Spirits 2015,2015.0,Action,Konami Digital Entertainment,0.13,,
Kurt Warner's Arena Football Unleashed,2000.0,Sports,Midway Games,0.13,,
Puzzle Kingdoms,2009.0,Puzzle,Zoo Digital Publishing,0.13,64.0,6.3
Hyperdimension Neptunia,2013.0,Role-Playing,Compile Heart,0.13,,
Life is Strange,2016.0,Adventure,Square Enix,0.13,85.0,8.7
Suite PreCure: Melody Collection,2011.0,Misc,Namco Bandai Games,0.13,,
NHL 2K9,2008.0,Sports,Take-Two Interactive,0.13,,6.7
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,2008.0,Role-Playing,Atlus,0.13,79.0,8.7
History Civil War: Secret Missions,2008.0,Shooter,Activision,0.13,,
MLB 11: The Show,2011.0,Sports,Sony Computer Entertainment,0.13,,6.2
Castrol Honda Superbike Racing,1998.0,Racing,THQ,0.13,,
X-Blades,2009.0,Action,SouthPeak Games,0.13,50.0,5.9
Army Men: Green Rogue,2001.0,Action,3DO,0.13,39.0,3.8
Chessmaster,2004.0,Misc,Ubisoft,0.13,79.0,9
Freddi Fish: ABC under the sea,2008.0,Misc,Atari,0.13,,
Adventures to Go!,2008.0,Role-Playing,Zushi Games,0.13,,
Peter Jackson's King Kong: The Official Game of the Movie,2005.0,Action,Ubisoft,0.13,28.0,3.2
Superman: The Man of Steel,2002.0,Action,Atari,0.13,44.0,6
Kororinpa: Marble Mania,2006.0,Puzzle,Nintendo,0.13,69.0,8.7
Ken to Mahou to Gakuen Mono. 3,2010.0,Role-Playing,Acquire,0.13,,
The Flintstones: Bedrock Bowling,2000.0,Sports,Ubisoft,0.13,,
NHL 2003,2002.0,Sports,Electronic Arts,0.13,79.0,6.3
Chicken Run,2000.0,Adventure,Eidos Interactive,0.13,75.0,6.2
Injustice: Gods Among Us,2013.0,Fighting,Warner Bros. Interactive Entertainment,0.13,,
Fatal Inertia,2007.0,Racing,Tecmo Koei,0.13,61.0,4.2
Over the Hedge: Hammy Goes Nuts!,2006.0,Platform,Activision,0.13,,
Phantom Brave: We Meet Again,2009.0,Role-Playing,Nippon Ichi Software,0.13,76.0,7.1
Shining Force III,1997.0,Strategy,Sega,0.13,,
Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,2011.0,Sports,Konami Digital Entertainment,0.13,,
Tales of the Heroes: Twin Brave,2012.0,Role-Playing,Namco Bandai Games,0.13,,
WWE Survivor Series,2004.0,Fighting,THQ,0.13,55.0,8.2
Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2,2006.0,Action,Sega,0.13,,
Kung-Fu: High Impact,2011.0,Action,Black Bean Games,0.13,56.0,7.8
Euro Truck Simulator 2,2012.0,Action,SCS Software,0.13,79.0,8.7
Bakugan: Battle Trainer,2010.0,Action,Activision,0.13,,
Super Robot Wars BX,2015.0,Action,Namco Bandai Games,0.13,,
Tomb Raider: Legend,2006.0,Action,Eidos Interactive,0.13,82.0,7.2
Nagano Winter Olympics '98,1997.0,Sports,Konami Digital Entertainment,0.13,,
Ninjatown,2008.0,Strategy,SouthPeak Games,0.13,80.0,8.3
Warcraft III: Reign of Chaos,2002.0,Strategy,Vivendi Games,0.13,92.0,9.1
Winning Post 5,2001.0,Sports,Tecmo Koei,0.13,,
Frogger Beyond,2002.0,Platform,Konami Digital Entertainment,0.13,60.0,7.2
Lord of the Rings: Tactics,2005.0,Strategy,Electronic Arts,0.13,,
RPG Maker II,2002.0,Role-Playing,Enterbrain,0.13,65.0,8.8
The Oregon Trail,2011.0,Simulation,Crave Entertainment,0.13,,
Alone in the Dark: Inferno,2008.0,Adventure,Atari,0.13,69.0,5.6
Gravity Rush Remastered,2015.0,Action,Sony Computer Entertainment,0.13,80.0,8.2
Destruction Derby Arenas,2004.0,Racing,Sony Computer Entertainment,0.13,57.0,7.8
Dengeki Bunko Fighting Climax,2014.0,Fighting,Sega,0.13,75.0,8.5
MLB Power Pros 2008,2008.0,Sports,Konami Digital Entertainment,0.13,79.0,8.7
The Unholy War,1998.0,Strategy,Eidos Interactive,0.13,,
Rumble Roses XX,2006.0,Fighting,Konami Digital Entertainment,0.13,62.0,6.6
Total War: WARHAMMER,2016.0,Strategy,Sega,0.13,86.0,7.3
Wantame Music Channel: Doko Demo Style,2007.0,Misc,Capcom,0.13,,
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,2005.0,Platform,Ubisoft,0.13,,
Shaman King: Power of Spirit,2004.0,Adventure,Konami Digital Entertainment,0.13,54.0,8.2
Anno 1701: Dawn of Discovery,2007.0,Simulation,Touchstone,0.13,78.0,7.5
Soccer Tsuku DS: World Challenge 2010,2010.0,Sports,Sega,0.13,,
The BIGS 2,2009.0,Sports,Take-Two Interactive,0.13,80.0,7.6
LEGO Legends of Chima: Laval's Journey,2013.0,Adventure,Warner Bros. Interactive Entertainment,0.13,64.0,6.6
Contra III: The Alien Wars,1992.0,Shooter,Konami Digital Entertainment,0.13,,
Dead to Rights: Reckoning,2005.0,Shooter,Electronic Arts,0.13,54.0,7.2
Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,2011.0,Role-Playing,Square Enix,0.13,,
NBA 08,2007.0,Sports,Sony Computer Entertainment,0.13,63.0,6
Amagami,2009.0,Adventure,Enterbrain,0.13,,
No Fear Downhill Mountain Biking,1998.0,Sports,Codemasters,0.13,,
The IdolM@ster: One for All,2014.0,Misc,Namco Bandai Games,0.13,,
Fire ProWrestling,2001.0,Fighting,Spike,0.13,,
Eternal Poison (JP sales),2008.0,Role-Playing,Banpresto,0.13,,
Mission: Impossible - Operation Surma,2003.0,Platform,Atari,0.13,67.0,6.8
Legendary,2008.0,Shooter,Atari,0.13,50.0,7.1
Romance of the Three Kingdoms IV: Wall of Fire,1995.0,Strategy,Tecmo Koei,0.13,,
Illusion of Gaia,1993.0,Role-Playing,Nintendo,0.13,,
Batman: Arkham Knight,2015.0,Action,Warner Bros. Interactive Entertainment,0.13,70.0,2.5
Disney's Kim Possible: Kimmunicator,2005.0,Platform,Disney Interactive Studios,0.13,61.0,7.5
Mega Man Anniversary Collection,2005.0,Platform,Capcom,0.13,80.0,9.2
Disruptor,1995.0,Shooter,Interplay,0.13,,
Pro Evolution Soccer 2017,2016.0,Sports,Konami Digital Entertainment,0.13,,7.2
Zoobles! Spring to Life!,2011.0,Misc,Activision,0.13,,
Diablo II,2000.0,Role-Playing,Havas Interactive,0.13,88.0,8.8
Shrek Smash n' Crash Racing,2006.0,Racing,Activision,0.13,,3.1
F1 2011,2011.0,Racing,Codemasters,0.13,66.0,6.2
Drakengard 2,2005.0,Role-Playing,Ubisoft,0.13,58.0,5.5
Grand Knights History,2011.0,Role-Playing,Marvelous Interactive,0.13,,
Scene It? Bright Lights! Big Screen!,2009.0,Misc,Warner Bros. Interactive Entertainment,0.13,,
Harvest Moon DS (jp sales),2005.0,Simulation,Rising Star Games,0.13,,
Castlevania: Legacy of Darkness,1999.0,Platform,Konami Digital Entertainment,0.13,,
Sin and Punishment,2000.0,Shooter,Nintendo,0.13,,
NBA Jam 2000,1999.0,Sports,Acclaim Entertainment,0.13,,
Sonic Riders,2006.0,Racing,Sega,0.13,56.0,8.1
Shrek Super Party,2002.0,Misc,TDK Mediactive,0.13,33.0,8
Venetica,2010.0,Role-Playing,DTP Entertainment,0.13,42.0,7.3
The House of the Dead,1997.0,Shooter,Sega,0.13,,
Transformers: Prime,2012.0,Action,Activision,0.13,,
Persona 4: Arena,2012.0,Fighting,Atlus,0.13,83.0,7.3
Street Fighter IV,,Fighting,Capcom,0.13,91.0,8
Cabela's Alaskan Adventure,2006.0,Sports,Activision,0.13,48.0,5.6
RealSports Volleyball,1981.0,Sports,Atari,0.13,,
Heroes of the Pacific,2005.0,Simulation,Codemasters,0.13,76.0,8.2
RollerCoaster Tycoon,2003.0,Strategy,Atari,0.13,62.0,8.3
NightCaster,2002.0,Action,Microsoft Game Studios,0.13,61.0,5.7
FIFA World Cup Germany 2006,2006.0,Sports,Electronic Arts,0.13,76.0,6.2
Space Camp,2009.0,Action,Activision,0.13,,6.2
Hitman 2: Silent Assassin,2003.0,Action,Eidos Interactive,0.13,83.0,5.5
Ape Escape 3,2005.0,Platform,Sony Computer Entertainment,0.13,77.0,8.5
"Crouching Tiger, Hidden Dragon",2003.0,Action,Ubisoft,0.13,48.0,3.7
Final Fantasy XIV: Heavensward,2015.0,Action,Square Enix,0.13,86.0,7.6
Last Bronx,1996.0,Fighting,Sega,0.13,,
Secret Agent Clank,2008.0,Platform,Sony Computer Entertainment,0.13,72.0,7.8
Momotaro Douchuuki,1997.0,Misc,Hudson Soft,0.13,,
Whiplash,2003.0,Racing,Eidos Interactive,0.13,66.0,8.7
Family Fortunes,2009.0,Misc,Mindscape,0.13,,
Farming Simulator 2011,2010.0,Simulation,,0.13,,7
Watch Dogs,2014.0,Action,Ubisoft,0.13,62.0,6.4
BlazBlue: Continuum Shift II,2011.0,Fighting,PQube,0.13,77.0,6.8
Summon Night: Twin Age,2007.0,Role-Playing,Banpresto,0.13,73.0,7.2
Spider-Man: Battle for New York,2006.0,Platform,Activision,0.13,68.0,6.9
Pop'n Music Portable,2010.0,Misc,Konami Digital Entertainment,0.13,,
Nintendo Puzzle Collection,,Puzzle,Unknown,0.13,,
Destroy All Humans! Path of the Furon,2008.0,Action,THQ,0.13,,
Army Men: Soldiers of Misfortune,2008.0,Shooter,Zoo Games,0.13,,2.5
Game Party: Champions,2012.0,Action,Warner Bros. Interactive Entertainment,0.13,24.0,3.5
Otogi: Myth of Demons,2002.0,Action,Sega,0.13,80.0,8.5
Peppa Pig: Fun and Games,2010.0,Misc,Ubisoft,0.13,,
Alter Echo,2003.0,Shooter,THQ,0.13,62.0,7
Walt Disney Pictures Presents: The Wild,2006.0,Platform,Disney Interactive Studios,0.13,,
Green Lantern: Rise of the Manhunters,2011.0,Action,Warner Bros. Interactive Entertainment,0.13,42.0,3.9
Puzzle de Harvest Moon,2007.0,Puzzle,Natsume,0.13,41.0,6.3
Metal Max 3,2010.0,Role-Playing,Enterbrain,0.13,,
Puyo Puyo!! 20th Anniversary,2011.0,Puzzle,Sega,0.13,,
Namco Soccer Prime Goal,1995.0,Sports,Sony Computer Entertainment,0.13,,
