track_name,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,danceability,energy,acousticness,instrumentalness,liveness,speechiness,track_id
212,2022,1,15,352,0,143139338,79,52,66,0,9,7,679
ProblemпїЅ,2021,10,22,1517,0,209768491,73,74,28,0,14,6,680
Bussin,2022,2,11,847,0,64714573,89,70,6,0,13,5,681
Worst Day,2022,2,11,910,0,50746620,65,60,11,0,10,40,682
Malvada,2022,1,28,601,0,154119539,89,86,16,0,8,5,683
Hrs and Hrs,2021,11,19,1800,0,181328253,51,53,60,0,11,18,684
Alien Blues,2015,7,24,1930,0,370068639,47,76,8,91,9,3,685
Thinking Out Loud,2014,1,1,33032,0,2280566092,78,45,47,0,18,3,686
Still Don't Know My Name,2019,10,4,6332,0,563902868,31,63,47,27,21,12,687
Christmas Tree,2021,12,24,509,9,317622165,44,38,70,0,12,4,688
Mal Feito - Ao Vivo,2022,1,14,971,2,291709698,73,83,55,0,90,7,689
When I R.I.P.,2019,10,4,2578,0,203680270,39,55,73,0,9,21,690
Do We Have A Problem?,2022,2,4,1064,0,81350745,84,51,47,0,12,40,691
Forever,2019,10,4,3618,0,282883169,56,46,92,72,11,3,692
Gospel (with Eminem),2022,2,4,1040,0,64787943,92,86,11,0,24,24,693
SeпїЅпїЅo,2019,6,19,15010,2,2484812918,76,52,4,0,8,3,694
NEW MAGIC WAND,2019,5,16,4708,0,461437791,62,73,10,0,67,11,695
Adore You,2019,12,6,13454,1,1439191367,68,77,2,0,10,5,696
La Santa,2020,2,29,4890,20,759208783,74,87,3,0,8,5,697
Something In The Way - Remastered 2021,1991,9,24,9514,0,368646862,44,20,74,42,11,3,698
Sweetest Pie,2022,3,11,3501,0,299634472,81,63,17,0,10,22,699
Bam Bam (feat. Ed Sheeran),2022,3,4,6111,4,756907987,76,70,18,0,33,4,700
Una Noche en MedellпїЅ,2022,1,21,5415,32,682475162,87,53,10,0,5,8,701
Envolver,2021,11,11,4673,2,546191065,81,73,15,0,9,8,702
Starlight,2022,3,3,1856,3,229473310,95,37,35,0,10,28,703
Hati-Hati di Jalan,2022,3,3,200,2,202677468,64,44,70,9,12,4,704
"I'm Tired - From ""Euphoria"" An Original HBO Series",2022,2,4,1888,0,121913181,28,20,19,0,30,3,705
DANпїЅпїЅA,2022,2,1,911,2,208166039,78,57,4,0,10,8,706
Yo Voy (feat. Daddy Yankee),2004,5,4,2954,2,527033089,81,70,4,0,5,24,707
"Residente: Bzrp Music Sessions, Vol. 49",2022,3,3,461,0,94616487,59,74,56,0,11,40,708
Jordan,2021,4,30,2844,2,394030335,80,68,6,0,10,37,709
Nail Tech,2022,2,18,2939,0,193443895,65,58,0,0,12,9,710
Chale,2022,2,18,695,11,299648208,55,44,40,0,7,4,711
DARARI,2022,2,15,328,0,182978249,72,64,49,0,7,4,712
Ya No Somos Ni Seremos,2022,2,18,866,16,319757142,59,45,44,0,34,3,713
Thinking with My Dick,2013,7,16,1550,0,109091573,77,70,6,0,17,20,714
Freaky Deaky,2022,2,25,1729,0,153240879,80,65,2,0,9,4,715
this is what falling in love feels like,2021,9,3,2005,0,346127840,42,44,62,0,8,6,716
La Zona,2020,2,29,1188,0,312622938,76,80,20,0,25,4,717
Bohemian Rhapsody - Remastered 2011,1975,10,31,40112,3,2197010679,41,40,27,0,30,5,718
Hope,2018,3,16,3659,0,1200808494,59,46,66,0,15,6,719
Levitating,2020,3,27,9833,0,797196073,69,88,5,0,29,8,720
Wake Me Up - Radio Edit,2013,1,1,50887,34,1970673297,53,78,0,0,16,5,721
"jealousy, jealousy",2021,5,21,3257,0,665765558,70,58,24,0,7,13,722
MonпїЅпїЅy so,2021,9,10,1473,0,263779030,69,57,12,0,10,9,723
Demasiadas Mujeres,2020,10,8,2226,0,339473453,67,46,13,0,10,39,724
Something Just Like This,2017,2,22,23375,21,2204080728,61,65,3,0,17,4,725
Closer,2016,5,31,28032,0,2591224264,75,52,41,0,11,3,726
O.O,2022,2,22,290,0,135444283,39,77,4,0,6,29,727
Somebody That I Used To Know,2011,1,1,42798,0,1457139296,86,52,54,0,10,4,728
Tom's Diner,2019,6,28,2605,0,236872197,68,43,38,0,36,14,729
First Class,2022,4,8,8737,0,694525298,91,56,3,0,11,10,730
Plan A,2022,3,23,1105,0,240661097,58,83,5,0,7,4,731
Fuera del mercado,2022,2,17,2499,21,421365166,45,67,32,0,13,14,732
X пїЅпїЅLTIMA,2022,3,25,2697,1,349746291,81,83,9,0,11,5,733
When You're Gone,2022,3,31,2092,0,255120451,60,69,2,0,58,4,734
In My Head,2022,4,1,1185,0,190981339,68,55,16,0,10,12,735
Wait a Minute!,2015,1,11,11985,0,924193303,76,71,3,0,10,3,736
LOVE DIVE,2022,4,5,753,8,305771063,70,71,0,0,33,4,737
Pantysito,2022,3,18,2995,0,273005485,83,74,14,0,16,6,738
Chance,2022,4,6,225,0,89566512,72,46,24,0,9,6,739
Cool for the Summer,2015,1,1,9243,0,677389855,59,62,1,0,8,4,740
psychofreak (feat. WILLOW),2022,4,7,918,0,75476209,63,64,34,0,9,8,741
Angel Baby,2021,9,9,1959,9,408843328,56,57,1,0,13,3,742
Vampiro,2022,1,30,540,4,187772591,78,64,1,0,7,4,743
Si Quieren Frontear,2022,3,31,859,0,178512385,79,84,13,0,21,23,744
Right On,2022,4,8,1116,0,101780047,70,61,2,0,10,34,745
Me Arrepentпї,2022,3,30,273,2,118381354,86,79,29,0,60,16,746
That's Hilarious,2022,4,8,686,2,146363130,71,44,74,0,11,6,747
Soy El Unico,2022,3,25,226,0,126443991,71,45,45,0,11,3,748
RUMBATпїЅ,2022,3,25,1264,0,157990698,69,91,6,0,35,4,749
sentaDONA (Remix) s2,2022,3,17,870,0,176290831,93,45,25,0,13,27,750
Falling,2019,12,13,7556,0,1023187129,57,27,84,0,9,3,751
Sigue,1996,11,24,1370,0,106933107,89,64,5,0,19,7,752
Fim de Semana no Rio,2022,3,30,315,2,139193812,87,50,12,0,10,10,753
MANIAC,2022,3,18,651,0,212234990,58,80,15,0,7,41,754
There's Nothing Holdin' Me Back,2016,9,23,12382,0,1714490998,86,80,36,0,9,6,755
IDGAF (with blackbear),2022,3,18,625,0,197643795,78,75,41,0,27,8,756
Golden,2019,12,13,8429,1,807015863,45,84,21,0,13,6,757
Get Lucky - Radio Edit,2013,1,1,52898,0,933815613,79,81,4,0,10,4,758
Ain't Shit,2021,6,25,3436,0,499710590,86,49,51,0,35,21,759
"Nobody Like U - From ""Turning Red""",2022,2,25,918,0,120847157,91,72,13,0,9,15,760
Still Life,2022,4,5,181,0,53909146,68,58,44,0,6,3,761
Photograph,2014,6,20,18778,3,2236667932,61,38,61,0,10,5,762
Love Yourself,2015,11,9,22730,5,2123309722,61,38,84,0,28,44,763
N95,2022,5,13,5542,0,301242089,81,66,38,0,12,14,764
About Damn Time,2022,4,14,9021,0,723894473,84,74,10,0,34,7,765
Die Hard,2022,5,13,4627,0,237351106,78,74,36,0,17,27,766
DespuпїЅпїЅs de la P,2022,5,6,2229,0,461558540,56,90,36,0,18,31,767
Un Ratito,2022,5,6,1112,6,417230415,79,55,31,0,12,5,768
United In Grief,2022,5,13,2575,0,156898322,52,83,24,0,17,43,769
Father Time (feat. Sampha),2022,5,13,3107,0,127309180,55,78,19,0,11,35,770
Yo No Soy Celoso,2022,5,6,1179,0,313113297,87,59,28,0,17,5,771
Rich Spirit,2022,5,13,3486,0,173702135,85,43,39,0,12,21,772
Cooped Up (with Roddy Ricch),2022,5,12,2942,0,271666301,50,78,4,0,11,33,773
Me Fui de Vacaciones,2022,5,6,1443,0,305650299,71,65,23,0,9,5,774
Silent Hill,2022,5,13,3028,0,123216717,92,57,46,0,14,9,775
La Corriente,2022,5,6,1796,8,479655659,66,79,23,0,22,20,776
Count Me Out,2022,5,13,2729,0,126191104,78,43,69,0,14,9,777
Andrea,2022,5,6,1195,0,344055883,80,62,76,0,10,38,778
Dos Mil 16,2022,5,6,892,3,338422004,82,67,12,0,13,5,779
We Cry Together,2022,5,13,1635,0,68895644,65,69,31,0,8,36,780
Savior,2022,5,13,2291,0,86176890,61,71,53,0,32,46,781
Un Coco,2022,5,6,1029,28,403231558,84,69,21,0,18,6,782
Otro Atardecer,2022,5,6,1681,7,319546754,78,60,59,0,7,4,783
Worldwide Steppers,2022,5,13,1480,0,61739839,56,47,76,0,8,36,784
Aguacero,2022,5,6,829,0,283359161,86,65,42,0,35,7,785
Purple Hearts,2022,5,13,2308,0,76831876,57,82,19,0,15,29,786
Un Verano Sin Ti,2022,5,6,1004,1,283332261,50,50,69,0,12,6,787
ULTRA SOLO,2022,2,14,1367,0,307752576,80,85,23,0,11,21,788
EnsпїЅпїЅпїЅпїЅame ,2022,5,6,1112,3,279737940,81,79,19,0,47,8,789
El ApagпїЅ,2022,5,6,1209,0,212351890,63,70,5,0,9,31,790
Callaita,2019,5,31,9539,15,1304313953,61,62,60,0,24,31,791
Dua Lipa,2022,5,6,1992,0,150500965,83,65,0,10,11,8,792
Agosto,2022,5,6,897,0,246127838,85,58,9,0,49,12,793
House Of Memories,2016,1,15,2948,0,582863434,51,82,0,0,5,3,794
Mr. Morale,2022,5,13,1860,0,58687425,73,54,30,0,34,32,795
That That (prod. & feat. SUGA of BTS),2022,4,29,802,0,212109195,91,96,3,0,3,9,796
In The Stars,2022,4,29,2224,8,382199619,36,54,34,0,14,5,797
Rich - Interlude,2022,5,13,1103,0,41210087,44,42,88,0,9,9,798
SUPERMODEL,2022,5,13,2265,0,231657891,64,88,0,0,12,6,799
Stefania (Kalush Orchestra),2022,3,10,555,0,53729194,83,82,14,0,12,4,800
Thousand Miles,2022,4,22,2050,0,244741137,38,66,9,0,9,8,801
Crown,2022,5,13,1493,0,42485571,37,24,80,0,11,4,802
Auntie Diaries,2022,5,13,1545,0,37778188,43,38,76,1,48,38,803
PUFFIN ON ZOOTIEZ,2022,4,29,2350,0,254218729,88,66,6,0,13,31,804
Mirror,2022,5,13,1929,0,53603447,66,65,23,0,8,7,805
Beautiful Girl,2022,4,22,710,4,160035717,84,42,31,0,9,9,806
"Paulo Londra: Bzrp Music Sessions, Vol. 23",2022,4,25,928,0,164163229,61,90,25,0,10,9,807
Savior - Interlude,2022,5,13,1194,0,37091576,66,43,84,0,19,19,808
Pasoori,2022,2,6,349,6,284249832,71,60,7,0,6,4,809
Mother I Sober (feat. Beth Gibbons of Portishead),2022,5,13,1890,0,33381454,49,37,87,0,11,35,810
TUS LпїЅпїЅGR,2022,4,1,1308,2,184622518,68,71,18,0,11,25,811
Where Did You Go?,2022,1,26,4531,0,300983101,77,78,19,0,29,4,812
I Tried to Tell Y'all,2022,5,6,1657,0,121077868,71,52,62,0,11,36,813
Honest (feat. Don Toliver),2022,4,29,1351,0,106919680,82,66,13,0,11,6,814
ZOOM,2022,4,13,608,0,136996305,87,60,1,0,13,16,815
SloMo,2021,12,24,1211,0,65719930,73,81,13,0,9,6,816
FEARLESS,2022,5,2,629,0,229497852,86,62,5,0,13,14,817
10 Things I Hate About You,2022,3,23,1301,0,185550869,54,79,1,0,17,5,818
SPACE MAN,2022,2,22,1329,0,54682594,47,83,18,0,10,5,819
With you,2022,4,24,343,2,240580042,53,43,64,0,13,3,820
Iris,1998,3,31,13101,9,1284942608,32,72,0,0,9,4,821
The Heart Part 5,2022,5,8,2939,0,71423324,76,81,18,0,6,34,822
San Lucas,2019,11,7,407,1,244891912,58,36,86,0,9,3,823
This Love (TaylorпїЅпїЅпїЅs Ve,2022,5,6,1492,0,132171975,47,50,32,0,7,4,824
Good Looking,2017,10,20,2264,0,184706613,37,56,8,0,13,3,825
Flowers,2021,8,9,801,0,184826429,70,44,84,0,9,39,826
Yet To Come,2022,6,10,829,0,302006641,56,89,4,0,33,19,827
Run BTS,2022,6,10,736,0,330881149,72,82,2,0,4,17,828
Music For a Sushi Restaurant,2022,5,20,4449,1,334733572,72,72,26,6,11,4,829
Matilda,2022,5,20,3218,3,366214458,51,29,90,0,10,4,830
For Youth,2022,6,10,327,0,114546317,63,51,43,0,25,4,831
Daylight,2022,5,20,2775,0,290833204,69,45,48,0,18,4,832
Vegas (From the Original Motion Picture Soundtrack ELVIS),2022,5,6,4576,0,448500832,80,60,8,0,14,26,833
Cash In Cash Out,2022,6,10,2313,0,136676504,88,56,1,0,8,6,834
Potion (with Dua Lipa & Young Thug),2022,5,27,3983,0,190625045,82,70,16,0,8,5,835
Born Singer,2022,6,10,279,0,79095270,60,84,4,0,24,11,836
Little Freak,2022,5,20,2302,0,273194684,56,54,72,0,10,4,837
La Llevo Al Cielo (Ft. пїЅпїЅengo F,2022,5,20,3559,3,333146475,80,85,11,0,17,14,838
True Love,2022,5,27,2129,0,194902696,71,86,2,0,51,25,839
Satellite,2022,5,20,3291,5,311482393,58,46,14,0,9,3,840
Pass The Dutchie,1982,1,1,5328,0,195918494,73,67,20,0,32,5,841
"Villano Antillano: Bzrp Music Sessions, Vol. 51",2022,6,8,1401,0,248511839,82,75,6,0,63,6,842
Love Of My Life,2022,5,20,1933,0,233671263,56,54,67,0,6,5,843
Grapejuice,2022,5,20,1986,0,199587884,65,72,36,14,20,3,844
So Good,2022,6,9,1057,0,91781263,63,62,4,0,18,4,845
Belly Dancer,2022,2,18,5115,13,383835984,85,80,6,0,17,14,846
Keep Driving,2022,5,20,2094,1,236060709,72,48,32,0,18,23,847
Cinema,2022,5,20,2171,0,189236868,83,64,35,5,9,4,848
Die Young (feat. 347aidan),2022,5,25,896,0,160845341,81,58,83,0,11,34,849
Only Love Can Hurt Like This,2014,1,1,5148,0,588955257,57,89,10,0,33,8,850
Hold My Hand,2022,5,3,2528,0,238350348,51,63,5,0,41,3,851
Daydreaming,2022,5,20,1900,1,187703102,71,81,31,2,13,3,852
Numb,2022,6,10,3879,2,295307001,91,77,12,1,10,5,853
Nos Comemos (feat. Ozuna),2022,6,2,896,0,138334433,83,82,10,0,9,5,854
Me and Your Mama,2016,11,10,8775,0,445590495,56,45,1,3,7,3,855
Crazy What Love Can Do,2022,3,18,5290,0,286739476,60,71,3,0,16,4,856
SLOW DANCING IN THE DARK,2018,9,12,10211,0,1122364376,52,48,54,1,19,3,857
Antes de Perderte,2022,6,2,584,8,157136970,81,93,49,0,12,11,858
Boyfriends,2022,5,20,1517,0,137070925,42,20,94,0,11,4,859
295,2021,5,15,246,4,183273246,68,76,21,0,11,20,860
Tak Ingin Usai,2022,5,13,220,4,184807630,49,40,82,0,11,3,861
En El Radio Un Cochinero,2022,5,13,514,0,164856284,70,62,47,0,10,4,862
Master of Puppets (Remastered),1986,3,3,6080,0,704171068,54,83,0,44,20,4,863
BREAK MY SOUL,2022,6,21,9724,0,354614964,70,88,4,0,26,8,864
ULTRA SOLO REMIX,2022,6,16,2341,0,279717388,91,82,8,0,6,8,865
Massive,2022,6,17,5263,0,195628667,51,68,12,2,15,6,866
Betty (Get Money),2022,6,10,2402,0,221752937,73,75,0,0,34,8,867
Ojos Marrones,2022,2,6,795,11,263280370,81,65,4,0,14,4,868
POP!,2022,6,24,571,0,213505179,80,86,4,0,3,5,869
Layla,2022,3,24,832,3,130419412,44,92,0,0,44,7,870
MORE,2022,7,1,565,0,155795783,78,72,1,0,11,4,871
Sweet Child O' Mine,1987,1,1,41231,1,1553497987,45,90,9,11,10,5,872
Last Last,2022,5,12,4526,12,293466523,80,56,13,0,8,9,873
SNAP,2022,3,19,1818,0,711366595,56,64,11,0,45,7,874
Sticky,2022,6,17,2814,0,191448892,88,49,9,0,9,14,875
Hot Shit (feat. Ye & Lil Durk),2022,7,1,1601,0,85924992,88,69,0,0,8,23,876
Ai Preto,2022,6,3,894,4,176103902,95,57,54,0,10,25,877
La Loto,2022,7,6,945,0,121189256,85,83,10,0,8,11,878
die first,2022,6,24,767,0,131746175,44,67,7,0,12,13,879
Afraid To Feel,2022,5,2,5898,5,244790012,58,91,2,0,27,11,880
Baile no Morro,2022,6,10,685,2,129314708,71,40,46,0,7,45,881
cпїЅпїЅmo dormi,2022,8,4,1452,35,331511413,63,43,24,0,12,23,882
Bad Decisions (with BTS & Snoop Dogg),2022,8,5,1456,0,219196651,77,87,2,0,23,12,883
STAYING ALIVE (feat. Drake & Lil Baby),2022,8,5,2107,0,170732845,72,46,7,0,28,8,884
Caile,2020,12,18,1494,2,273914335,70,76,30,0,9,45,885
Si Te La Encuentras Por Ahпї,2022,8,5,1379,4,179061440,74,58,15,0,13,8,886
GIVENCHY,2022,7,20,625,4,185236961,61,62,14,0,23,40,887
ALIEN SUPERSTAR,2022,7,29,2688,0,171788484,55,64,0,0,17,10,888
Mary On A Cross,2019,9,13,2668,2,387080183,47,90,0,0,10,4,889
Attention,2022,8,1,799,12,264717480,81,65,24,0,8,4,890
THE SHADE,2022,3,11,1189,6,244928911,90,51,39,0,9,6,891
"Come Back Home - From ""Purple Hearts""",2022,7,12,367,0,97610446,56,53,24,0,12,4,892
El Rescate,2022,7,22,527,4,287278853,79,59,28,0,11,14,893
Heartless,2008,1,1,17504,34,887906111,79,65,5,0,25,14,894
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)",2022,7,15,3113,0,123473120,81,73,28,0,29,4,895
Siempre Pendientes,2022,8,15,685,5,295152154,77,75,33,1,13,4,896
JGL,2022,2,18,782,9,323455692,70,59,55,0,27,12,897
Don't You Worry,2022,6,16,2442,0,240918092,82,88,20,0,21,3,898
Pipoco,2022,5,20,1112,4,191873381,77,74,47,0,34,8,899
Hold Me Closer,2017,11,10,4967,0,284216603,67,77,11,0,19,11,900
Forget Me,2022,9,9,2520,4,239411309,67,74,30,0,36,4,901
After LIKE,2022,8,22,767,12,265548837,68,92,10,0,9,12,902
Bound 2,2013,1,1,19806,7,703301727,37,66,14,0,9,5,903
B.O.T.A. (Baddest Of Them All) - Edit,2022,6,15,5153,6,244585109,74,89,24,61,15,5,904
Talk that Talk,2022,8,26,615,0,189476119,77,91,14,0,33,12,905
BILLIE EILISH.,2022,1,20,2537,0,277132266,90,50,11,0,9,26,906
Ferxxo 100,2022,6,3,1647,30,278920007,70,57,25,0,15,7,907
KU LO SA - A COLORS SHOW,2022,6,10,2019,8,222410722,65,66,31,0,22,7,908
Prohibidox,2022,9,13,1473,12,185392587,65,80,5,0,6,25,909
Static,2022,7,15,1613,0,202452860,34,31,43,63,10,7,910
The Scientist,2002,8,5,30992,6,1608164312,56,44,73,0,11,2,911
Sparks,2000,7,10,10826,4,624101957,37,27,75,5,10,3,912
Talk,2022,9,2,920,0,148461629,70,76,8,0,54,23,913
XQ Te Pones Asпї,2022,9,13,308,0,47093942,81,70,13,0,15,7,914
Selfish,2016,6,23,2468,0,380319238,64,60,11,0,19,4,915
Sin SeпїЅп,2022,7,22,1097,2,209106362,82,85,33,1,11,4,916
Lady Mi Amor,2022,9,13,330,0,53987404,78,62,6,0,15,6,917
Poland,2022,6,23,1584,0,115331792,70,56,14,83,11,5,918
THE LONELIEST,2022,10,7,1585,5,225093344,52,60,0,0,8,3,919
Bye Bye,2022,10,14,766,0,84697729,65,53,6,0,51,4,920
BABY OTAKU,2022,8,18,836,0,159240673,84,75,5,0,6,8,921
Nxde,2022,10,17,430,6,170709584,73,91,4,0,48,18,922
Miss You,1982,5,16,2020,0,154356956,66,58,17,0,19,5,923
we fell in love in october,2018,11,21,6858,0,723043854,57,37,11,18,16,3,924
2 Be Loved (Am I Ready),2022,7,14,3682,6,247689123,72,77,9,0,8,11,925
Celestial,2022,9,29,1639,0,176474912,57,85,5,0,16,4,926
Typa Girl,2022,9,16,452,10,235549288,92,62,7,0,63,10,927
I Really Want to Stay at Your House,2020,12,18,668,1,140430339,49,74,0,0,9,4,928
California Breeze,2022,10,14,991,0,85559365,74,67,0,0,11,46,929
Bamba (feat. Aitch & BIA),2022,9,22,869,7,146223492,80,81,14,0,13,36,930
Casei Com a Putaria,2022,7,1,648,4,187701588,59,60,12,0,5,44,931
Major Distribution,2022,11,4,1545,0,154863153,91,55,1,0,7,32,932
Pussy & Millions (feat. Travis Scott),2022,11,4,1930,0,191333656,75,63,6,0,35,12,933
Vigilante Shit,2022,10,21,1948,0,253650850,80,28,17,0,12,39,934
Question...?,2022,10,21,1608,0,223064273,75,50,20,0,30,17,935
On BS,2022,11,4,1338,0,170413877,84,36,2,0,39,59,936
Mastermind,2022,10,21,1936,0,218320587,66,35,55,0,9,14,937
Circo Loco,2022,11,4,1794,0,141720999,73,61,1,0,32,7,938
Labyrinth,2022,10,21,1597,0,187339835,48,31,80,22,12,4,939
Spin Bout U,2022,11,4,1652,2,198365537,77,70,1,0,16,5,940
Sweet Nothing,2022,10,21,1747,0,186104310,34,16,97,0,12,5,941
"Would've, Could've, Should've",2022,10,21,1715,0,177503916,48,84,43,0,15,12,942
Con La Brisa,2022,11,4,486,0,71095708,62,44,51,33,14,3,943
Privileged Rappers,2022,11,4,1007,0,112436403,93,61,0,0,12,20,944
The Astronaut,2022,10,28,481,9,203436468,54,76,0,0,14,3,945
BackOutsideBoyz,2022,11,4,1045,0,93367537,85,43,4,0,39,32,946
Broke Boys,2022,11,4,1060,0,106249219,64,53,1,0,25,27,947
The Great War,2022,10,21,1274,0,181382590,57,74,22,0,8,4,948
My Mind & Me,2022,11,3,953,0,91473363,60,39,57,0,8,3,949
Bigger Than The Whole Sky,2022,10,21,1180,0,121871870,42,24,83,1,12,6,950
A Veces (feat. Feid),2022,11,3,573,0,73513683,80,67,4,0,8,6,951
En La De Ella,2022,10,20,1320,0,133895612,82,77,8,0,12,5,952
Alone,2022,11,4,782,2,96007391,61,67,15,0,11,5,953
