Company Name,Country,Sales,Profit,Assets,Market Value
Siam Cement,Thailand,15470.0,823.5,27010.0,11460.0
Legend Holding,China,71900.0,190.5,97970.0,2460.0
China Cinda Asset Management,China,9260.0,953.9,232460.0,4720.0
Shanghai International Port,China,4660.0,2230.0,26790.0,19310.0
China Taiping Insurance,Hong Kong,38920.0,357.1,178480.0,4420.0
Cintas,United States,8610.0,1290.0,8470.0,47430.0
Conagra Brands,United States,12210.0,805.0,22450.0,18040.0
Arrow Electronics,United States,36790.0,1340.0,20280.0,6760.0
Fortum,Finland,91170.0,-2540.0,25230.0,13400.0
JSW Steel,India,21100.0,472.4,24150.0,21690.0
Mitsubishi Chemical,Japan,34080.0,547.9,44450.0,8360.0
Jiangxi Copper,China,71330.0,899.2,24070.0,6310.0
Philips,Netherlands,18740.0,-1690.0,33050.0,18620.0
Stanley Black & Decker,United States,16430.0,722.9,25070.0,13090.0
MTN Group,South Africa,12640.0,1180.0,23030.0,11580.0
Tokyo Electric Power,Japan,57550.0,-912.3,101910.0,5770.0
Mapfre,Spain,26350.0,639.8,57000.0,6160.0
Bancolombia,Colombia,7850.0,1590.0,72760.0,7380.0
Dubai Islamic Bank,United Arab Emirates,4170.0,1410.0,79510.0,11000.0
Agnico Eagle Mines,Canada,5920.0,2410.0,29650.0,14470.0
AntarChile,Chile,30780.0,906.5,29400.0,3950.0
Amcor,United Kingdom,14930.0,977.0,17280.0,15330.0
PBF Energy,United States,46980.0,3280.0,13140.0,4130.0
BDO Unibank,Philippines,4690.0,1120.0,75170.0,13040.0
Chipotle Mexican Grill,United States,8980.0,1030.0,7050.0,55960.0
TCL Zhonghuan Renewable Energy Technology,China,10360.0,1130.0,18070.0,18820.0
Expeditors International,United States,15000.0,1240.0,5330.0,17980.0
China Three Gorges Renewables (Group),China,3600.0,1020.0,39430.0,22570.0
Shanghai Construction,China,43400.0,584.4,48920.0,3820.0
Alinma Bank,Saudi Arabia,2890.0,997.0,56940.0,16500.0
WH Group,Hong Kong,28140.0,1370.0,19860.0,7240.0
Stora Enso,Finland,12070.0,1510.0,22040.0,10450.0
Mazda Motor,Japan,27780.0,1180.0,24150.0,5740.0
Marathon Oil,United States,7350.0,2730.0,19940.0,14160.0
Link REIT,Hong Kong,1530.0,1870.0,30410.0,16780.0
Coles Group,Australia,27610.0,791.7,13200.0,16470.0
Avis Budget Group,United States,12120.0,2550.0,27390.0,6660.0
Unipol Gruppo,Italy,15220.0,717.8,78740.0,4010.0
Astellas Pharma,Japan,11210.0,728.4,18460.0,27700.0
Flex,United States,29720.0,819.0,20890.0,9250.0
Fidelity National Financial,United States,10900.0,680.0,69650.0,9290.0
KT,South Korea,19850.0,977.1,32409.999999999996,5890.0
3i Group,United Kingdom,871.0,4560.0,17370.0,21540.0
Penske Automotive,United States,28180.0,1310.0,14400.0,9590.0
Intuitive Surgical,United States,6430.0,1310.0,13050.0,106830.0
New York Community Bancorp,United States,3030.0,2500.0,123750.0,6870.0
Sumitomo Realty,Japan,7030.0,1190.0,45160.0,10840.0
Chunghwa Telecom,Taiwan,7220.0,1220.0,17020.0,32030.0
Eletrobrás,Brazil,6790.0,705.0,51180.0,17280.0
Sumitomo Metal Mining,Japan,10740.0,2009.9999999999998,20310.0,10200.0
Weyerhaeuser,United States,8950.0,1260.0,16580.0,21730.0
Bank Negara Indonesia,Indonesia,5020.0,1230.0,66150.0,11760.0
CP All,Thailand,23640.0,356.2,26680.0,16960.0
Ulta Beauty,United States,10210.0,1240.0,6000.0,26100.0
Asahi Kasei,Japan,20350.0,663.5,28030.0,9820.0
International Flavors & Fragrances,United States,12440.0,-1840.0,35410.0,24600.0
Techtronic Industries,Hong Kong,13250.0,1080.0,13320.0,19870.0
Global Payments,United States,9110.0,-144.3,48640.0,27450.0
Suncorp Group,Australia,10140.0,591.3,74720.0,10650.0
Brookfield Renewable,United States,3780.0,1500.0,43290.0,12690.0
Grupa PZU,Poland,9310.0,756.0,95070.0,8160.0
CF Industries Holdings,United States,10330.0,3020.0,13400.0,13570.0
Kirin Holdings,Japan,15130.0,844.0,19270.0,13200.0
Legrand,France,8860.0,1110.0,16059.999999999998,24950.0
NVR,United States,10140.0,1640.0,6080.0,19020.0
CMS Energy,United States,8510.0,688.0,31390.0,18080.0
Baxter International,United States,15050.0,-2460.0,28290.0,23290.0
Rockwell Automation,United States,8350.0,1320.0,11470.0,32560.000000000004
Rolls-Royce Holdings,United Kingdom,16650.0,-1380.0,35420.0,15960.0
China Merchants Securities,China,4930.0,1470.0,89790.0,9090.0
Credicorp,Peru,5880.0,1210.0,62080.0,11240.0
ENN Natural Gas,China,22230.0,954.9,20270.0,8730.0
Universal Music Group,Netherlands,10870.0,821.9,12540.0,38320.0
US Steel,United States,20290.0,1840.0,19540.0,4910.0
MercadoLibre,Uruguay,11330.0,618.0,14200.0,62440.0
International Airlines,United Kingdom,24280.0,474.4,41950.0,9410.0
Markel,United States,12720.0,307.9,40200.0,18050.0
Ovintiv,United States,14340.0,3640.0,15060.0,8450.0
ENN Energy Holdings,China,16410.0,874.3,14720.0,15690.0
Mizrahi Tefahot Bank,Israel,4850.0,1330.0,121380.0,8550.0
Monster Beverage,United States,6490.0,1290.0,8840.0,62500.0
Carnival Corporation,United States,14980.0,-4890.0,51980.0,12620.0
Meritz Financial Group,South Korea,10700.0,807.0,72870.0,7110.0
Hormel Foods,United States,12380.0,978.1,13280.0,22520.0
China Mengniu Dairy,Hong Kong,13790.0,800.8,16950.0,16580.0
OTP Bank,Hungary,7000.0,998.2,78780.0,8720.0
China International Capital,China,2480.0,1050.0,93330.0,10320.0
Kone,Finland,11460.0,862.0,9120.0,30080.0
Mega Financial Holding,Taiwan,3300.0,615.0,132130.0,15580.0
Sany Heavy Industry,China,11390.0,611.7,23160.0,19880.0
CGI,Canada,10330.0,1160.0,11900.0,23630.0
Lincoln National,United States,18710.0,-2230.0,317960.0,3460.0
Bank Of Chengdu,China,5700.0,1520.0,143360.0,7510.0
Nidec,Japan,16550.0,332.1,21580.0,29020.0
Fosun International,China,26040.0,106.6,118410.0,5610.0
J.B. Hunt Transport Services,United States,14550.0,923.8,7790.0,18570.0
Guangzhou Automobile Group,China,16300.0,1210.0,27390.0,6360.0
NASDAQ,United States,6220.0,1140.0,20770.0,26950.0
Yang Ming Marine Transport,Taiwan,12610.0,6060.0,16530.0,6970.0
CarMax,United States,29680.0,484.8,26550.0,11160.0
Gerdau (Cosigua),Brazil,15700.0,2270.0,14940.0,8730.0
Formosa Plastics,Taiwan,8440.0,1210.0,16630.0,19490.0
TCL,China,24040.0,-239.2,55210.0,8870.0
Waste Connections,Canada,7470.0,851.7,17230.0,36120.0
Bayan Resources,Indonesia,4720.0,2180.0,3940.0,46960.0
Jeronimo Martins,Portugal,27740.0,666.6,12640.0,15880.0
Chubu Electric Power,Japan,29420.0,282.1,48500.0,8640.0
Agilent Technologies,United States,6930.0,1320.0,10920.0,39420.0
Restaurant Brands International,Canada,6640.0,1010.0,22530.0,22190.0
South32,Australia,8900.0,2290.0,15780.0,12650.0
Brenntag,Germany,20420.0,932.0,12300.0,12700.0
Banque Saudi Fransi,Saudi Arabia,2810.0,952.1,61760.0,12380.0
Taiwan Cooperative Financial,Taiwan,2530.0,679.2,145630.0,12440.0
Wens Foodstuff Group,China,12980.0,919.4,14190.0,18200.0
Leonardo,Italy,15460.0,974.3,30500.0,6610.0
SMC,Japan,6180.0,1730.0,14390.0,33770.0
Lufax Holding,China,8690.0,1350.0,50240.0,3810.0
T&D Holdings,Japan,18830.0,-1580.0,129169.99999999999,7010.0
Anta Sports Products,China,7970.0,1130.0,9950.0,34450.0
Moody's,United States,5420.0,1380.0,14720.0,55900.0
Vestas Wind Systems,Denmark,15220.0,-1650.0,21440.0,28150.0
American Water Works,United States,3890.0,832.0,28290.0,28890.0
Zhongsheng Group Holdings,China,26710.0,992.8,13190.0,10380.0
LKQ,United States,12790.0,1150.0,12510.0,15250.0
Db Insurance,South Korea,13680.0,760.8,50040.0,3640.0
Haitong Securities,China,5660.0,989.8,108410.0,9390.0
Lululemon Athletica,Canada,8109.999999999999,854.8,5610.0,49180.0
JA Solar Technology,China,11790.0,1070.0,10780.0,18050.0
AIB Group,Ireland,3620.0,737.8,138480.0,11040.0
Yamaha Motor,Japan,17090.0,1330.0,16550.0,8790.0
BPER Banca,Italy,5330.0,1520.0,162540.0,4059.9999999999995
Sumitomo Chemical,Japan,22690.0,675.0,34490.0,5530.0
CLP Holdings,Hong Kong,12860.0,118.0,30240.0,19110.0
Yum! Brands,United States,6940.0,1230.0,5750.0,38510.0
Qatar Islamic Bank,Qatar,1900.0,1110.0,48960.0,11790.0
Marfrig Global Foods,Brazil,25290.0,804.5,25780.0,894.0
First Financial Holding,Taiwan,3500.0,690.8,135260.0,11700.0
Rakuten,Japan,14660.0,-2830.0,154890.0,7900.0
Shaanxi Construction Engineering Group,China,27850.0,530.8,44560.0,3750.0
Chow Tai Fook Jewellery,Hong Kong,12950.0,826.8,11600.0,20130.0
eBay,United States,9660.0,639.0,20000.0,24390.0
HAL Trust,Netherlands,10550.0,679.8,28510.0,12290.0
BorgWarner,United States,16110.0,961.0,17120.0,10460.0
JDE Peet's,Netherlands,8570.0,810.3,24490.0,14870.0
AES,United States,12620.0,-546.0,38360.0,15170.0
H&M - Hennes & Mauritz,Sweden,22230.0,377.3,17210.0,23170.0
Itaúsa,Brazil,1640.0,2650.0,18300.0,17070.0
Edwards Lifesciences,United States,5500.0,1490.0,8650.0,53800.0
Luzhou Lao Jiao,China,3300.0,1630.0,8490.0,47420.0
Mediobanca,Italy,3540.0,984.0,100040.0,9230.0
Shenzhen Mindray Bio-Medical Electronics,China,4580.0,1470.0,7070.0,55010.0
Alcon,Switzerland,8720.0,331.6,29210.0,35900.0
Swire Pacific,Hong Kong,11640.0,464.7,55700.0,11300.0
Macy's,United States,25300.0,1180.0,18080.0,4170.0
Akbank,Turkey,7390.0,1360.0,57440.0,4070.0000000000005
Alexandria Real Estate Equities,United States,2670.0,737.8,36910.0,21390.0
Wuchan Zhongda Group,China,85380.0,560.9,26090.0,4030.0000000000005
Bangkok Bank,Thailand,5740.0,915.7,130460.00000000001,8890.0
E-mart,South Korea,22700.0,784.5,26260.0,1980.0
SDIC Power Holdings,China,7540.0,679.0,38060.0,13560.0
China Southern Airlines,China,12920.0,-4810.0,44920.0,12540.0
Constellation Brands,United States,9450.0,-71.0,24660.0,40950.0
Singapore Airlines,Singapore,9630.0,584.6,35890.0,13180.0
C.H. Robinson,United States,22490.0,785.1,5600.0,12170.0
Vonovia,Germany,6880.0,-2720.0,106190.0,16350.000000000002
Dassault Systemes,France,6010.0,959.4,15590.0,52820.0
Franklin Resources,United States,7830.0,812.5,29090.0,12790.0
Randstad N.V.,Netherlands,28560.0,908.9,11820.0,9650.0
Grupo Inbursa,Mexico,4000.0,1100.0,31100.0,14720.0
Textron,United States,12890.0,859.0,16390.0,13340.0
China Reinsurance Group,China,24970.0,286.5,71190.0,3300.0
Nongfu Spring,China,4940.0,1270.0,5650.0,59810.0
Bharat Petroleum,India,58400.0,-246.3,24190.0,9690.0
Royal Caribbean Group,United States,10670.0,-1040.0,32870.0,19340.0
Evonik Industries,Germany,19430.0,568.6,24760.0,10130.0
Voestalpine,Austria,18510.0,1480.0,17500.0,6100.0
iA Financial Corporation,Canada,11970.0,646.8,62630.0,6760.0
S-Oil,South Korea,32250.0,1140.0,15570.0,6370.0
Arista Networks,United States,4860.0,1520.0,7540.0,42540.0
Southwestern Energy,United States,14180.0,6460.0,12940.0,5220.0
Lithia Motors,United States,28500.0,1140.0,16420.0,5960.0
Electronic Arts,United States,7220.0,1040.0,13470.0,34390.0
Formosa Petrochemical,Taiwan,27860.0,171.0,13660.0,26460.0
Adani Enterprises,India,17040.0,307.7,17220.0,26770.0
Beiersdorf,Germany,9250.0,793.5,13290.0,31460.0
Ternium,Luxembourg,15400.0,1340.0,17890.0,7710.0
Financiere de l'Odet,France,21730.0,-1570.0,57640.0,7430.0
Fastenal,United States,7140.0,1110.0,4580.0,31210.0
Old Dominion Freight Line,United States,6210.0,1360.0,4960.0,34880.0
J Sainsbury,United Kingdom,38160.0,250.8,31670.0,8460.0
Goodman Group,Australia,1430.0,1740.0,15740.0,25360.0
Cemex,Mexico,15930.0,581.3,27490.0,9900.0
Nippon Paint,Japan,9950.0,632.1,18510.0,22050.0
Hexagon,Sweden,5500.0,1110.0,18090.0,30680.0
PKO Bank Polski,Poland,6120.0,747.3,98190.0,9350.0
Fanuc,Japan,6290.0,1260.0,14080.0,32910.0
Bank of Changsha,China,6180.0,1020.0,138890.0,4910.0
Interpublic Group,United States,10880.0,904.6,16660.0,13740.0
Flutter Entertainment,Ireland,9480.0,-372.0,24640.0,34440.0
Helvetia Holding,Switzerland,10870.0,602.1,67180.0,7520.0
Paychex,United States,4920.0,1500.0,10600.0,38870.0
Commercial Bank For Investment & Development Of Vietnam,Vietnam,6040.0,779.6,89950.0,9380.0
TransDigm Group,United States,5630.0,853.0,18490.0,41890.0
Uni-President,Taiwan,17600.0,575.9,17940.0,13700.0
Darden Restaurants,United States,10320.0,948.5,10070.0,18510.0
Electric Power Development,Japan,13510.0,1070.0,26300.0,2960.0
Antofagasta,United Kingdom,5900.0,1580.0,18240.0,18280.0
Shanxi Xinghuacun Fen Wine Factory,China,3410.0,1340.0,5870.0,42350.0
Quanta Services,United States,17540.0,501.6,14040.0,24840.0
Trina Solar,China,13240.0,715.4,15700.0,14940.0
China Resources Pharmaceutical Group,Hong Kong,32450.000000000004,529.6,30910.0,6380.0
Abu Dhabi Islamic Bank,United Arab Emirates,2220.0,1020.0,46880.0,10680.0
AvalonBay Communities,United States,2700.0,1020.0,20180.0,25150.0
Dover,United States,8540.0,1070.0,10800.0,20210.0
Greentown China Holdings,China,19070.0,388.5,76970.0,3110.0
All Nippon Airways,Japan,12600.0,660.3,25300.0,10360.0
Coupang,United States,20580.0,-92.0,9510.0,30940.0
Csc Financial,China,4680.0,988.3,76420.0,8750.0
Eurobank Ergasias,Greece,4110.0,1400.0,86940.0,5470.0
Centrica,United Kingdom,29240.0,-963.3,34930.0,8119.999999999999
First Quantum Minerals,Canada,7020.0,712.6,24500.0,18450.0
Ball,United States,15040.0,450.0,20110.0,18430.0
Givaudan,Switzerland,7450.0,896.3,12440.0,32810.0
Ametek,United States,6290.0,1190.0,12620.0,33420.0
IndusInd Bank,India,5540.0,926.2,55710.0,10190.0
Adyen,Netherlands,9390.0,592.9,8270.0,48910.0
Snam,Italy,3670.0,705.2,34650.0,18720.0
Jacobs Solutions,United States,15310.0,645.7,14920.0,15100.0
E.Sun Financial,Taiwan,1340.0,575.0,113210.0,12280.0
Aviva,United Kingdom,-25510.0,-1450.0,363590.0,14390.0
Teva Pharmaceutical,Israel,14940.0,-2350.0,44010.0,9740.0
BAIC Motor,China,28210.0,624.9,24940.0,2350.0
China Tourism Group Duty Free,China,8320.0,701.5,11620.0,40700.0
APA,United States,10410.0,2029.9999999999998,13210.0,10250.0
DiDi Global,China,20910.0,-3530.0,18880.0,15350.0
Krung Thai Bank,Thailand,4650.0,991.3,104370.0,7520.0
China Development Financial,Taiwan,9290.0,548.9,115080.0,7310.0
Comerica,United States,4120.0,1280.0,91130.0,4800.0
Dassault Aviation,France,7300.0,752.7,24050.0,15450.0
Live Nation Entertainment,United States,18010.0,176.5,18870.0,17740.0
Industries Qatar,Qatar,5160.0,2420.0,12360.0,21990.0
West Japan Railway,Japan,10300.0,653.3,28070.0,10740.0
Hoya,Japan,5380.0,1260.0,7610.0,39400.0
Arab National Bank,Saudi Arabia,2530.0,817.7,56580.0,10780.0
Welltower,United States,6020.0,105.0,38490.0,39150.0
Ferrari,Italy,5550.0,1030.0,8710.0,53880.0
Jiangsu Yanghe Brewery,China,4019.9999999999995,1480.0,9760.0,32229.999999999996
Schindler Holding,Switzerland,11880.0,638.7,12760.0,24250.0
Aisin Seiki,Japan,32490.000000000004,278.0,31070.0,7940.0
Top Frontier Investment Holdings,Philippines,27630.0,-269.2,45640.0,597.0
Arca Continental,Mexico,10800.0,820.7,13840.0,17420.0
Beijing-Shanghai High-Speed Railway,China,3300.0,208.5,42350.0,40710.0
Punjab National Bank,India,11740.0,231.8,172850.0,7050.0
ZIM Integrated Shipping Services,Israel,12560.0,4620.0,11630.0,2100.0
AutoNation,United States,26630.0,1300.0,10360.0,6080.0
Dick's Sporting Goods,United States,12370.0,1040.0,9800.0,12120.0
Nedbank,South Africa,7080.0,878.2,73640.0,5530.0
Beijing Enterprises,Hong Kong,11790.0,967.1,28320.0,5560.0
Yuanta Financial Holding,Taiwan,4030.0000000000005,719.7,98130.0,9320.0
Aena,Spain,4720.0,1180.0,16910.0,24120.0
Korean Air,South Korea,10910.0,1330.0,22930.0,6380.0
Synopsys,United States,5170.0,942.4,9570.0,56590.0
Telenor,Norway,10140.0,538.8,22350.0,16930.0
Equity Residential,United States,2780.0,918.2,20100.0,24020.0
CJ Corporation,South Korea,31670.0,156.4,38150.0,2290.0
Toray Industries,Japan,18880.0,528.3,24740.0,9130.0
Cosmo Energy Holdings,Japan,21200.0,920.8,17560.0,2820.0
Hertz Global Holdings,United States,8920.0,1830.0,23750.0,2330.0
T Rowe Price,United States,6160.0,1380.0,12160.0,24140.0
Israel Discount Bank,Israel,3940.0,1040.0,106780.0,6160.0
Seazen Group,China,17230.0,59.7,67080.0,1520.0
Fortinet,United States,4720.0,966.6,6830.0,50640.0
Towngas,Hong Kong,7780.0,670.2,21590.0,17000.0
Terna,Italy,2930.0,904.0,24390.0,17600.0
National Bank of Greece,Greece,2800.0,1180.0,83370.0,5000.0
Finatis,France,35340.0,-280.6,35330.0,32.0
GAIL India,India,17770.0,1070.0,13050.0,8650.0
Hyundai Steel,South Korea,20430.0,579.8,29100.0,3540.0
Mitsubishi Motors,Japan,18460.0,1220.0,15590.0,5710.0
Cellnex Telecom,Spain,3800.0,-306.8,47900.0,29700.0
Westinghouse Air Brake Technologies,United States,8630.0,653.0,18670.0,17840.0
Naver,South Korea,6360.0,588.4,26810.0,22230.0
Alstom,France,17380.0,-614.1,30720.0,9700.0
China Galaxy Securities,China,4240.0,1060.0,89940.0,6060.0
Telecom Italia,Italy,16590.0,-3070.0,66200.0,6280.0
Ganfeng Lithium,China,6080.0,3020.0,11390.0,13960.0
Evergy,United States,5930.0,772.8,29690.0,14370.0
Experian,Ireland,6470.0,937.4,10420.0,30990.0
Kajima,Japan,17870.0,794.7,20950.0,6460.0
LPL Financial Holdings,United States,8950.0,1050.0,9170.0,14820.0
Kao,Japan,11790.0,654.1,13080.0,18930.0
Copart,United States,3670.0,1080.0,5930.0,37600.0
Vistra Energy,United States,17840.0,-1230.0,33820.0,8930.0
Brookfield Business,United States,11300.0,908.2,27580.0,1800.0
Yum China Holdings,China,9820.0,631.0,11960.0,26180.0
Cadence Design,United States,3680.0,855.4,5170.0,55970.0
Wuxi Apptec,China,5840.0,1310.0,9920.0,26570.0
Hydro One,Canada,5980.0,806.5,23220.0,17640.0
Sojitz,Japan,18300.0,820.9,19990.0,4430.0
NRG Energy,United States,31110.0,-1850.0,29700.0,7200.0
NARI Technology Development,China,6850.0,961.6,10760.0,25000.0
China Steel,Taiwan,14000.0,206.8,22270.0,14640.0
Hunan Valin Steel,China,24330.0,722.8,18780.0,4990.0
Martin Marietta Materials,United States,6280.0,966.8,14890.0,24640.0
Olympus,Japan,6860.0,1040.0,10550.0,22470.0
East West Bancorp,United States,2980.0,1210.0,67250.0,6230.0
SK Telecom,South Korea,13390.0,694.7,24760.0,7930.0
Vienna Insurance Group,Austria,12730.0,481.8,50910.0,7570.0
Grupo Carso,Mexico,10180.0,1030.0,13290.0,12570.0
Coinbase,United States,2800.0,-2270.0,139300.0,13660.0
Indorama Ventures,Thailand,18710.0,862.7,18010.0,5570.0
Ferrovial,Spain,7940.0,195.5,28050.0,22680.0
Foshan Haitian Flavouring and Food,China,3670.0,887.4,5030.0,46500.0
American Equity Investment,United States,3770.0,1220.0,62260.0,3290.0
VakifBank,Turkey,8490.0,607.5,77500.0,4019.9999999999995
Hua Nan Financial,Taiwan,2690.0,580.6,118110.0,9800.0
Metro,Canada,14760.0,672.8,10060.0,13340.0
Tohoku Electric Power,Japan,22190.0,-941.3,39160.0,2670.0
Digital Realty Trust,United States,4900.0,373.3,41950.0,28090.0
Piraeus Financial Holdings,Greece,2680.0,998.4,80750.0,3220.0
Swatch Group,Switzerland,7850.0,845.0,15020.0,17270.0
Scor,France,16950.0,-316.3,53020.0,4540.0
Banco de Sabadell,Spain,7870.0,499.7,269960.0,5580.0
Faurecia,France,26760.0,-401.3,34380.0,3820.0
Banco BPM,Italy,5360.0,741.9,202440.0,6170.0
Amadeus IT Group,Spain,4710.0,1080.0,12650.0,31110.0
Bank Of Guiyang,China,4510.0,893.2,96680.0,3100.0
Expedia Group,United States,12080.0,329.0,24990.0,13980.0
Dongguan Rural Commercial Bank,China,3760.0,888.6,94630.0,5950.0
WESCO International,United States,22010.0,876.3,14970.0,6640.0
Campbell Soup,United States,9180.0,813.0,11970.0,16390.0
Wolters Kluwer,Netherlands,5730.0,1080.0,10150.0,29770.0
Tourmaline Oil,Canada,5800.0,2370.0,13320.0,14710.0
First Horizon,United States,3830.0,957.0,80730.0,5880.0
Xiamen International Trade Group,China,78080.0,454.4,21130.0,2820.0
Yuexiu Property,Hong Kong,10730.0,585.1,49830.0,5260.0
Popular,United States,3340.0,1050.0,67680.0,4080.0
Smurfit Kappa Group,Ireland,13460.0,989.1,13590.0,9600.0
Chongqing Zhifei Biological Products,China,5890.0,1120.0,6290.0,25820.0
Zions Bancorp,United States,3710.0,900.0,88570.0,3530.0
Zhongyuan Bank,China,7220.0,545.9,190850.0,2790.0
JM Smucker,United States,8330.0,710.2,16020.0,16870.0
Pegatron,Taiwan,44200.0,506.4,20700.0,6100.0
WEG,Brazil,5970.0,886.5,5700.0,33130.0
Western Digital,United States,15750.0,-93.0,25050.0,10680.0
Lumen Technologies,United States,17480.0,-1550.0,45580.0,2290.0
Kuaishou Technology,China,13950.0,-2080.0,12850.0,28580.0
Olam Group,Singapore,39810.0,456.2,24010.0,4390.0
Keysight Technologies,United States,5550.0,1160.0,8450.0,25590.0
Ford Otosan,Turkey,11800.0,1190.0,5980.0,9300.0
BCI-Banco Credito,Chile,4470.0,893.3,85310.0,5090.0
MSCI,United States,2280.0,880.9,5060.0,37920.0
Quest Diagnostics,United States,9600.0,789.0,12790.0,15290.0
HBIS,China,20930.0,195.2,37040.0,3500.0
Molson Coors Brewing,United States,10830.0,-254.3,25850.0,14030.0
AGCO,United States,13300.0,970.4,10810.0,9510.0
Chailease Holding,Taiwan,2900.0,913.1,28540.0,11390.0
Autodesk,United States,4950.0,823.0,9440.0,41870.0
Qinghai Salt Lake Industry,China,3850.0,2080.0,6170.0,15380.0
Western Alliance Bancorp.,United States,3330.0,959.4,71050.0,2980.0
Atmos Energy,United States,4560.0,829.2,21310.0,16990.0
Osaka Gas,Japan,16270.0,623.8,23540.0,6890.0
Datang International Power,China,17160.0,-236.9,43890.0,3750.0
PGE Polska Grupa Energetyczna,Poland,16730.0,753.0,19880.0,3640.0
Guanghui Energy Co. Ltd.,China,10070.0,1770.0,9120.0,8460.0
Kawasaki Kisen Kaisha,Japan,7070.0,6520.0,15840.0,5800.0
Rexel,France,19660.0,969.3,13780.0,6710.0
StoneX Group,United States,64480.00000000001,212.7,21920.0,1820.0
Avnet,United States,26360.0,862.4,12110.0,3910.0
DSM,Netherlands,8820.0,1790.0,18570.0,630.0
Guangzhou Rural Commercial Bank,China,7090.0,528.0,177530.0,3060.0
Investec,United Kingdom,4450.0,949.8,66470.0,4810.0
Liberty Global,United Kingdom,7200.0,626.8,42900.0,8650.0
Zimmer Biomet,United States,7110.0,449.8,21240.0,28970.0
Webster Financial,United States,3090.0,876.1,74840.0,5910.0
ResMed,United States,4019.9999999999995,863.0,6710.0,34040.0
Partners Group Holding,Switzerland,2200.0,1050.0,4950.0,24990.0
China Gas Holdings,Hong Kong,11790.0,871.5,19980.0,7210.0
Owens Corning,United States,9750.0,1320.0,10840.0,9450.0
Emera,Canada,5780.0,774.3,29330.0,11870.0
Brighthouse Financial,United States,8470.0,5.0,227240.0,2910.0
Bunzl,United Kingdom,14830.0,584.4,10640.0,13430.0
Mashreq Bank,United Arab Emirates,3350.0,1010.0,54130.0,6550.0
Cincinnati Financial,United States,7580.0,12.0,29720.0,16550.0
Mettler-Toledo International,United States,3950.0,886.9,3410.0,31500.0
Vivendi,France,10080.0,-1060.0,33380.0,11020.0
WestRock,United States,21120.0,-1240.0,28210.0,7250.0
XCMG Construction Machinery,China,11910.0,449.1,25500.0,10990.0
Kyushu Electric Power,Japan,16390.0,-416.4,42100.0,2940.0
Shanghai Electric Group,China,16470.0,-461.9,41780.0,4170.0
Spotify Technology,Luxembourg,12600.0,-817.0,8180.0,27010.0
Leidos,United States,14600.0,672.0,13130.0,11090.0
Tianqi Lithium,China,5960.0,3560.0,10920.0,10600.0
Kerry Group,Ireland,9220.0,637.3,13110.0,18620.0
Evolution Gaming Group AB,Sweden,1630.0,934.8,5060.0,27030.0
Petronas Chemicals,Malaysia,6580.0,1440.0,12960.0,12730.0
China Jinmao,Hong Kong,12250.0,312.4,60690.0,2480.0
American Financial Group,United States,7000.0,820.0,23620.0,9870.0
Bank of Chongqing,China,4500.0,722.9,98520.0,2029.9999999999998
Jefferies Financial,United States,8010.0,589.8,52030.0,7080.0
Caesars Entertainment,United States,11360.0,-355.0,33350.0,9620.0
Hyundai Glovis,South Korea,20610.0,902.0,11230.0,4720.0
Jiangsu Eastern Shenghong,China,11220.0,84.2,25490.0,11900.0
Xinjiang Daqo New Energy,China,3980.0,2580.0,8039.999999999999,12040.0
Bandai Namco Holdings,Japan,7630.0,878.1,6880.0,15090.0
ServiceNow,United States,7620.0,400.0,13610.0,88570.0
Vulcan Materials,United States,7420.0,604.5,14080.0,25740.0
Indian Bank,India,6350.0,645.7,83070.0,5050.0
Newcrest Mining,Australia,4600.0,856.9,17320.0,17920.0
Motor Oil,Greece,17480.0,1020.0,7680.0,2530.0
NetApp,United States,6460.0,1290.0,9710.0,13660.0
Jinke Property Group,China,13840.0,-795.1,46180.0,1100.0
Voya Financial,United States,6240.0,552.0,138740.0,6920.0
Las Vegas Sands,United States,5290.0,-542.0,22710.0,47120.0
Fortive,United States,5910.0,763.7,15800.0,22880.0
BBMG,China,14960.0,103.2,41160.0,1400.0
Raizen,Brazil,47310.0,18.7,19900.0,6810.0
Performance Food Group,United States,56290.0,266.2,12410.0,9680.0
Far East Horizon,Hong Kong,5940.0,909.6,49910.0,3820.0
Packaging Corp of America,United States,8320.0,958.1,8050.000000000001,12170.0
Tenet Healthcare,United States,19450.0,414.0,27070.0,7070.0
ZTO Express (Cayman),China,5260.0,1000.0,11300.0,22230.0
Vipshop Holdings,China,15300.0,926.6,9420.0,7570.0
CJ Cheiljedang,South Korea,23280.0,461.2,23730.0,3750.0
IDEXX Laboratories,United States,3430.0,699.2,2810.0,40550.0
Sungrow Power Supply,China,7020.0,684.1,9340.0,23100.0
New World Development,Hong Kong,9340.0,131.3,79680.0,6700.0
Wan Hai Lines,Taiwan,8690.0,3120.0,11880.0,5450.0
Nu Holdings,Cayman Islands,3730.0,-364.6,29920.0,25630.0
Canadian Tire Corporation,Canada,13680.0,802.0,16309.999999999998,7380.0
Gartner,United States,5620.0,931.1,7380.0,24000.0
NiSource,United States,5940.0,710.3,26850.0,11790.0
Carlsberg,Denmark,9930.0,-150.2,16660.0,22050.0
SG Holdings,Japan,10590.0,933.5,6800.0,9700.0
Acciona,Spain,11770.0,463.5,24110.0,10210.0
