Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,Year
30,0,Bachelor's Degree,Software Engineer,5,90000,Australia,True,2016
29,1,Bachelor's Degree,Front End Developer,4,80000,UK,False,2015
42,1,Master's Degree,Product Manager,14,180000,Canada,False,2017
26,1,Bachelor's Degree,Software Developer,2,60000,China,True,2015
35,0,Master's Degree,Data Analyst,9,120000,Canada,True,2016
27,0,Bachelor's Degree,Software Engineer,3,70000,Canada,True,2015
48,1,PhD,Director of Data Science,18,210000,USA,True,2017
34,1,Master's Degree,Data Scientist,9,140000,UK,True,2016
23,0,Bachelor's Degree,Software Engineer,1,50000,USA,False,2015
32,1,Master's Degree,Product Manager,7,110000,USA,False,2016
25,0,Master's Degree,Software Engineer,2,60000,UK,False,2015
37,1,Bachelor's Degree,Data Analyst,11,160000,China,False,2017
28,1,Bachelor's Degree,Software Engineer,4,75000,Australia,False,2015
41,0,PhD,Director of Data Science,16,200000,Australia,False,2017
34,1,Master's Degree,Data Analyst,8,100000,Canada,True,2016
24,0,Bachelor's Degree,Software Developer,2,55000,Australia,False,2015
36,1,PhD,Senior Data Scientist,12,170000,Canada,False,2017
30,0,Bachelor's Degree,Software Engineer,5,90000,USA,True,2016
29,1,Bachelor's Degree,Front End Developer,4,80000,USA,False,2015
42,1,Master's Degree,Product Manager,14,180000,Canada,True,2017
26,1,Bachelor's Degree,Software Developer,2,60000,Australia,False,2015
35,0,Master's Degree,Data Analyst,9,120000,Canada,True,2016
27,0,Bachelor's Degree,Software Engineer,3,70000,UK,False,2015
48,1,PhD,Director of Data Science,18,210000,USA,True,2017
34,1,Master's Degree,Data Scientist,9,140000,UK,False,2016
30,0,Bachelor's Degree,Software Engineer,4,80000,USA,False,2015
29,1,Bachelor's Degree,Front End Developer,3,70000,UK,False,2015
42,1,Master's Degree,Product Manager,14,180000,USA,False,2017
26,1,Bachelor's Degree,Software Developer,2,60000,USA,False,2015
35,0,Master's Degree,Data Analyst,9,120000,UK,True,2016
27,0,Bachelor's Degree,Software Engineer,3,70000,USA,False,2015
48,1,PhD,Director of Data Science,18,210000,UK,False,2017
34,1,Master's Degree,Data Scientist,9,140000,China,False,2016
23,0,Bachelor's Degree,Software Engineer,1,50000,Canada,False,2015
32,1,Master's Degree,Product Manager,7,110000,USA,False,2016
25,0,Master's Degree,Software Engineer,2,60000,Canada,False,2015
37,1,Bachelor's Degree,Data Analyst,11,160000,UK,False,2017
28,1,Bachelor's Degree,Software Engineer,4,75000,UK,False,2015
41,0,PhD,Director of Data Science,16,200000,Australia,False,2017
34,1,Master's Degree,Data Analyst,8,100000,Australia,False,2016
24,0,Bachelor's Degree,Software Developer,2,55000,Australia,True,2015
36,1,PhD,Senior Data Scientist,12,170000,UK,True,2017
30,0,Bachelor's Degree,Software Engineer,5,90000,China,True,2016
29,1,Bachelor's Degree,Front End Developer,4,80000,Canada,False,2015
42,1,Master's Degree,Product Manager,14,180000,Australia,False,2017
26,1,Bachelor's Degree,Software Developer,2,60000,UK,True,2015
35,0,Master's Degree,Data Analyst,9,120000,Australia,True,2016
27,0,Bachelor's Degree,Software Engineer,3,70000,USA,False,2015
48,1,PhD,Director of Data Science,18,210000,Australia,False,2017
34,1,Master's Degree,Data Scientist,9,140000,Australia,True,2016
23,0,Bachelor's Degree,Software Engineer,1,50000,Australia,False,2015
32,1,Master's Degree,Product Manager,7,110000,China,False,2016
25,0,Master's Degree,Software Engineer,2,60000,UK,True,2015
37,1,Bachelor's Degree,Data Analyst,11,160000,UK,True,2017
28,1,Bachelor's Degree,Software Engineer,4,75000,USA,False,2015
41,0,PhD,Director of Data Science,16,200000,China,False,2017
34,1,Master's Degree,Data Analyst,8,100000,USA,False,2016
24,0,Bachelor's Degree,Software Developer,2,55000,UK,True,2015
36,1,PhD,Senior Data Scientist,12,170000,Australia,True,2017
30,0,Bachelor's Degree,Software Engineer,5,90000,USA,True,2016
29,1,Bachelor's Degree,Front End Developer,4,80000,Canada,True,2015
42,1,Master's Degree,Product Manager,14,180000,Australia,True,2017
26,1,Bachelor's Degree,Software Developer,2,60000,Australia,False,2015
35,0,Master's Degree,Data Analyst,9,120000,China,False,2016
27,0,Bachelor's Degree,Software Engineer,3,70000,Australia,False,2015
48,1,PhD,Director of Data Science,18,210000,USA,True,2017
34,1,Master's Degree,Data Scientist,9,140000,China,False,2016
23,0,Bachelor's Degree,Software Engineer,1,50000,Canada,True,2015
32,1,Master's Degree,Product Manager,7,110000,Australia,False,2016
25,0,Master's Degree,Software Engineer,2,60000,China,False,2015
37,1,Bachelor's Degree,Data Analyst,11,160000,China,True,2017
28,1,Bachelor's Degree,Software Engineer,4,75000,Canada,False,2015
41,0,PhD,Director of Data Science,16,200000,UK,False,2017
34,1,Master's Degree,Data Analyst,8,100000,UK,False,2016
24,0,Bachelor's Degree,Software Developer,2,55000,Canada,True,2015
36,1,PhD,Senior Data Scientist,12,170000,USA,False,2017
30,0,Bachelor's Degree,Software Engineer,5,90000,Canada,False,2016
29,1,Bachelor's Degree,Front End Developer,4,80000,USA,False,2015
42,1,Master's Degree,Product Manager,14,180000,UK,True,2017
26,1,Bachelor's Degree,Software Developer,2,60000,UK,False,2015
35,0,Master's Degree,Data Analyst,9,120000,USA,True,2016
27,0,Bachelor's Degree,Software Engineer,3,70000,USA,False,2015
48,1,PhD,Director of Data Science,18,210000,China,False,2017
34,1,Master's Degree,Data Scientist,9,140000,USA,False,2016
23,0,Bachelor's Degree,Software Engineer,1,50000,Canada,False,2015
32,1,Master's Degree,Product Manager,7,110000,Canada,False,2016
25,0,Master's Degree,Software Engineer,2,60000,Canada,False,2015
37,1,Bachelor's Degree,Data Analyst,11,160000,Canada,False,2017
28,1,Bachelor's Degree,Software Engineer,4,75000,Australia,False,2015
41,0,PhD,Director of Data Science,16,200000,Canada,True,2017
34,1,Master's Degree,Data Analyst,8,100000,Australia,False,2016
24,0,Bachelor's Degree,Software Developer,2,55000,UK,False,2015
36,1,PhD,Senior Data Scientist,12,170000,Canada,False,2017
30,0,Bachelor's Degree,Software Engineer,5,90000,Australia,True,2016
29,1,Bachelor's Degree,Front End Developer,4,80000,UK,False,2015
42,1,Master's Degree,Product Manager,14,180000,UK,False,2017
26,1,Bachelor's Degree,Software Developer,2,60000,Australia,True,2015
35,0,Master's Degree,Data Analyst,9,120000,UK,False,2016
27,0,Bachelor's Degree,Software Engineer,3,70000,Australia,False,2015
48,1,PhD,Director of Data Science,18,210000,Canada,True,2017
34,1,Master's Degree,Data Scientist,9,140000,Canada,False,2016
23,0,Bachelor's Degree,Software Engineer,1,50000,UK,False,2015
32,1,Master's Degree,Product Manager,7,110000,UK,True,2016
25,0,Master's Degree,Software Engineer,2,60000,China,False,2015
37,1,Bachelor's Degree,Data Analyst,11,160000,USA,False,2017
28,1,Bachelor's Degree,Software Engineer,4,75000,USA,False,2015
41,0,PhD,Director of Data Science,16,200000,China,False,2017
34,1,Master's Degree,Data Analyst,8,100000,USA,False,2016
24,0,Bachelor's Degree,Software Developer,2,55000,Australia,False,2015
36,1,PhD,Senior Data Scientist,12,170000,China,True,2017
30,0,Bachelor's Degree,Software Engineer,5,90000,USA,False,2016
29,1,Bachelor's Degree,Front End Developer,4,80000,USA,False,2015
42,1,Master's Degree,Product Manager,14,180000,Australia,True,2017
26,1,Bachelor's Degree,Software Developer,2,60000,Canada,False,2015
35,0,Master's Degree,Data Analyst,9,120000,China,True,2016
27,0,Bachelor's Degree,Software Engineer,3,70000,Australia,True,2015
48,1,PhD,Director of Data Science,18,210000,Canada,False,2017
34,1,Master's Degree,Data Scientist,9,140000,UK,False,2016
23,0,Bachelor's Degree,Software Engineer,1,50000,Australia,True,2015
32,1,Master's Degree,Product Manager,7,110000,Australia,False,2016
25,0,Master's Degree,Software Engineer,2,60000,USA,True,2015
37,1,Bachelor's Degree,Data Analyst,11,160000,Australia,False,2017
28,1,Bachelor's Degree,Software Engineer,4,75000,USA,False,2015
41,0,PhD,Director of Data Science,16,200000,USA,False,2017
34,1,Master's Degree,Data Analyst,8,100000,China,False,2016
24,0,Bachelor's Degree,Software Developer,2,55000,Australia,False,2015
36,1,PhD,Senior Data Scientist,12,170000,UK,False,2017
30,0,Bachelor's Degree,Software Engineer,5,90000,Canada,True,2016
29,1,Bachelor's Degree,Front End Developer,4,80000,China,False,2015
42,1,Master's Degree,Product Manager,14,180000,USA,True,2017
26,1,Bachelor's Degree,Software Developer,2,60000,UK,False,2015
35,0,Master's Degree,Data Analyst,9,120000,China,True,2016
27,0,Bachelor's Degree,Software Engineer,3,70000,Canada,True,2015
48,1,PhD,Director of Data Science,18,210000,Canada,False,2017
34,1,Master's Degree,Data Scientist,9,140000,Australia,False,2016
23,0,Bachelor's Degree,Software Engineer,1,50000,China,True,2015
32,1,Master's Degree,Product Manager,7,110000,USA,False,2016
25,0,Master's Degree,Software Engineer,2,60000,UK,True,2015
37,1,Bachelor's Degree,Data Analyst,11,160000,USA,False,2017
28,1,Bachelor's Degree,Software Engineer,4,75000,China,False,2015
41,0,PhD,Director of Data Science,16,200000,Canada,True,2017
34,1,Master's Degree,Data Analyst,8,100000,USA,False,2016
24,0,Bachelor's Degree,Software Developer,2,55000,Canada,False,2015
36,1,PhD,Senior Data Scientist,12,170000,China,False,2017
30,0,Bachelor's Degree,Software Engineer,5,90000,USA,False,2016
29,1,Bachelor's Degree,Front End Developer,4,80000,Canada,True,2015
42,1,Master's Degree,Product Manager,14,180000,USA,True,2017
26,1,Bachelor's Degree,Software Developer,2,60000,China,False,2015
35,0,Master's Degree,Data Analyst,9,120000,USA,True,2016
28,1,Master's Degree,Web Developer,5,80000,UK,False,2016
30,0,Bachelor's Degree,Junior HR Coordinator,4,60000,Canada,True,2015
25,1,Bachelor's Degree,Junior Web Developer,2,50000,China,True,2015
45,0,Master's Degree,Senior Human Resources Manager,18,160000,Canada,False,2017
33,1,PhD,Director of HR,9,120000,Australia,False,2016
22,0,High School,Junior HR Generalist,0,40000,USA,False,2015
36,1,Bachelor's Degree,Web Developer,10,100000,Australia,False,2017
29,0,Master's Degree,Senior HR Generalist,4,75000,Canada,False,2015
42,1,PhD,Director of HR,16,140000,Australia,False,2017
27,0,Bachelor's Degree,Junior HR Coordinator,2,50000,Australia,False,2015
38,1,Master's Degree,Senior Human Resources Manager,11,110000,UK,False,2017
24,0,Bachelor's Degree,Web Developer,1,45000,USA,False,2015
31,1,High School,Junior Web Developer,4,55000,UK,False,2015
39,0,PhD,Director of HR,13,130000,USA,False,2017
26,1,Bachelor's Degree,Junior HR Generalist,2,50000,China,True,2015
32,0,Master's Degree,Senior HR Generalist,7,80000,USA,True,2016
32,1,Bachelor's Degree,Junior Web Developer,2,45000,China,True,2015
24,0,High School,Junior HR Generalist,1,32000,USA,False,2015
45,1,PhD,Senior Human Resources Manager,12,120000,USA,False,2017
29,0,Master's Degree,Web Developer,4,65000,USA,True,2015
38,1,Bachelor's Degree,Senior HR Generalist,8,95000,China,True,2016
27,0,Master's Degree,Director of HR,5,80000,USA,True,2016
31,0,High School,Junior HR Coordinator,3,38000,Canada,True,2015
42,1,Master's Degree,Web Developer,10,110000,Canada,True,2017
26,0,Bachelor's Degree,Junior Web Developer,2,45000,USA,True,2015
36,1,Master's Degree,Senior HR Generalist,7,89000,Canada,False,2016
28,1,High School,Junior HR Generalist,1,32000,USA,False,2015
33,0,Bachelor's Degree,Web Developer,5,70000,UK,False,2016
46,1,PhD,Director of HR,15,150000,Australia,False,2017
25,0,Bachelor's Degree,Junior Web Developer,1,40000,Australia,False,2015
37,0,Master's Degree,Senior Human Resources Manager,9,105000,Australia,True,2016
30,1,Master's Degree,Web Developer,4,65000,USA,True,2015
43,0,PhD,Director of HR,14,140000,UK,False,2017
34,1,Bachelor's Degree,Junior Web Developer,3,50000,Australia,False,2015
26,0,High School,Junior HR Generalist,2,35000,USA,True,2015
41,1,Master's Degree,Senior HR Generalist,11,115000,China,False,2017
29,0,Master's Degree,Web Developer,5,70000,Australia,True,2016
35,1,Bachelor's Degree,Web Developer,6,80000,USA,True,2016
27,0,High School,Junior HR Coordinator,1,30000,Australia,False,2015
40,1,PhD,Director of HR,13,135000,Canada,False,2017
23,0,Bachelor's Degree,Junior Web Developer,1,40000,Australia,True,2015
39,1,Master's Degree,Senior HR Generalist,10,105000,USA,False,2017
31,1,High School,Junior HR Generalist,2,35000,Canada,True,2015
44,0,PhD,Senior Human Resources Manager,12,120000,China,False,2017
28,1,Master's Degree,Web Developer,3,55000,UK,True,2015
32,0,Bachelor's Degree,Junior Web Developer,2,45000,Canada,False,2015
45,1,Master's Degree,Director of HR,14,140000,Canada,False,2017
26,0,Bachelor's Degree,Web Developer,3,55000,Australia,False,2015
38,1,PhD,Senior Human Resources Manager,11,115000,Australia,True,2017
27,0,Master's Degree,Senior HR Generalist,4,70000,Canada,True,2015
33,1,High School,Junior HR Coordinator,3,38000,Australia,False,2015
42,0,Master's Degree,Director of HR,13,135000,China,False,2017
29,1,Bachelor's Degree,Junior Web Developer,2,45000,Canada,True,2015
36,0,Master's Degree,Web Developer,7,85000,Canada,False,2016
30,1,High School,Junior HR Generalist,1,32000,USA,False,2015
43,0,PhD,Senior Human Resources Manager,15,150000,UK,False,2017
34,1,Bachelor's Degree,Web Developer,4,65000,Canada,True,2015
25,0,Master's Degree,Junior HR Generalist,1,32000,USA,False,2015
37,1,PhD,Director of HR,12,120000,UK,False,2017
24,0,Bachelor's Degree,Junior Web Developer,1,40000,Australia,False,2015
39,1,Master's Degree,Senior HR Generalist,9,95000,China,True,2016
31,1,High School,Junior HR Generalist,2,35000,USA,False,2015
44,0,PhD,Director of HR,14,140000,Australia,True,2017
28,1,Bachelor's Degree,Web Developer,3,55000,China,False,2015
32,0,Master's Degree,Senior Human Resources Manager,6,80000,China,False,2016
45,1,PhD,Director of HR,13,135000,UK,False,2017
26,0,Bachelor's Degree,Junior Web Developer,2,45000,Canada,False,2015
38,1,Master's Degree,Senior HR Generalist,8,95000,USA,False,2016
27,0,High School,Junior HR Generalist,1,32000,UK,True,2015
33,1,Bachelor's Degree,Web Developer,5,70000,China,False,2016
42,0,Master's Degree,Director of HR,12,120000,Canada,False,2017
29,1,Master's Degree,Senior Human Resources Manager,4,70000,Canada,False,2015
36,0,Master's Degree,Web Developer,7,85000,USA,False,2016
30,1,High School,Junior HR Coordinator,2,33000,Australia,False,2015
43,0,PhD,Senior Human Resources Manager,15,150000,Australia,False,2017
34,1,Bachelor's Degree,Junior Web Developer,3,50000,UK,False,2015
25,0,Master's Degree,Junior HR Generalist,1,32000,UK,False,2015
37,1,PhD,Director of HR,11,115000,UK,False,2017
24,0,Bachelor's Degree,Web Developer,1,40000,Australia,False,2015
39,1,Master's Degree,Senior HR Generalist,10,105000,UK,False,2017
31,1,High School,Junior HR Generalist,2,35000,UK,False,2015
44,0,PhD,Director of HR,13,135000,China,True,2017
28,1,Bachelor's Degree,Web Developer,4,65000,UK,True,2015
32,0,Master's Degree,Senior Human Resources Manager,6,80000,Australia,True,2016
45,1,PhD,Director of HR,14,140000,USA,False,2017
26,0,Bachelor's Degree,Junior Web Developer,2,45000,China,False,2015
38,1,Master's Degree,Senior HR Generalist,8,95000,UK,False,2016
27,0,High School,Junior HR Generalist,1,32000,Canada,False,2015
33,1,Bachelor's Degree,Web Developer,5,70000,UK,False,2016
42,0,Master's Degree,Director of HR,12,120000,Canada,True,2017
29,1,Master's Degree,Senior Human Resources Manager,4,70000,China,True,2015
36,0,Master's Degree,Web Developer,7,85000,UK,False,2016
30,1,High School,Junior HR Coordinator,2,33000,Australia,False,2015
43,0,PhD,Senior Human Resources Manager,15,150000,UK,True,2017
34,1,Bachelor's Degree,Junior Web Developer,3,50000,Australia,False,2015
25,0,Master's Degree,Junior HR Generalist,1,32000,China,False,2015
37,1,PhD,Director of HR,11,115000,Canada,False,2017
24,0,Bachelor's Degree,Web Developer,1,40000,USA,False,2015
39,1,Master's Degree,Senior HR Generalist,10,105000,Australia,True,2017
31,1,High School,Junior HR Generalist,2,35000,Canada,True,2015
44,0,PhD,Director of HR,13,135000,UK,False,2017
28,1,Bachelor's Degree,Web Developer,4,65000,Canada,True,2015
32,0,Master's Degree,Senior Human Resources Manager,6,80000,Australia,False,2016
45,1,PhD,Director of HR,14,140000,UK,False,2017
26,0,Bachelor's Degree,Junior Web Developer,2,45000,China,False,2015
38,1,Master's Degree,Senior HR Generalist,8,95000,UK,False,2016
27,0,High School,Junior HR Generalist,1,32000,Australia,False,2015
33,1,Bachelor's Degree,Web Developer,5,70000,UK,False,2016
42,0,Master's Degree,Director of HR,12,120000,Australia,False,2017
29,1,Master's Degree,Senior Human Resources Manager,4,70000,UK,False,2015
36,0,Master's Degree,Web Developer,7,85000,Australia,False,2016
30,1,High School,Junior HR Coordinator,2,33000,USA,False,2015
43,0,PhD,Senior Human Resources Manager,15,150000,Canada,False,2017
34,1,Bachelor's Degree,Junior Web Developer,3,50000,China,False,2015
25,0,Master's Degree,Junior HR Generalist,1,32000,USA,False,2015
37,1,PhD,Director of HR,11,115000,China,True,2017
24,0,Bachelor's Degree,Web Developer,1,40000,China,False,2015
39,1,Master's Degree,Senior HR Generalist,10,105000,Australia,False,2017
31,1,High School,Junior HR Generalist,2,35000,Australia,True,2015
44,0,PhD,Director of HR,13,135000,UK,True,2017
28,1,Bachelor's Degree,Web Developer,4,65000,Canada,False,2015
32,0,Master's Degree,Senior Human Resources Manager,6,80000,Australia,False,2016
45,1,PhD,Director of HR,14,140000,USA,True,2017
26,0,Bachelor's Degree,Junior Web Developer,2,45000,Australia,False,2015
38,1,Master's Degree,Senior HR Generalist,8,95000,USA,True,2016
27,0,High School,Junior HR Generalist,1,32000,China,False,2015
33,1,Bachelor's Degree,Web Developer,5,70000,Canada,True,2016
42,0,Master's Degree,Director of HR,12,120000,China,False,2017
29,1,Master's Degree,Senior Human Resources Manager,4,70000,Canada,False,2015
36,0,Master's Degree,Web Developer,7,85000,USA,False,2016
30,1,High School,Junior HR Coordinator,2,33000,UK,False,2015
43,0,PhD,Senior Human Resources Manager,15,150000,UK,False,2017
34,1,Bachelor's Degree,Junior Web Developer,3,50000,Australia,False,2015
25,0,Master's Degree,Junior HR Generalist,1,32000,Canada,False,2015
37,1,PhD,Director of HR,11,115000,Canada,False,2017
32,1,Bachelor's Degree,Junior Web Developer,2,45000,China,False,2015
24,0,High School,Junior HR Generalist,1,32000,China,False,2015
45,1,PhD,Senior Human Resources Manager,12,120000,Canada,False,2017
29,0,Master's Degree,Web Developer,4,65000,China,False,2015
38,1,Bachelor's Degree,Senior HR Generalist,8,95000,UK,True,2016
27,0,Master's Degree,Director of HR,5,80000,UK,True,2016
31,0,High School,Junior HR Coordinator,3,38000,UK,False,2015
42,1,Master's Degree,Web Developer,10,110000,UK,False,2017
26,0,Bachelor's Degree,Junior Web Developer,2,45000,USA,True,2015
36,1,Master's Degree,Senior HR Generalist,7,89000,UK,True,2016
28,1,High School,Junior HR Generalist,1,32000,Australia,True,2015
33,0,Bachelor's Degree,Web Developer,5,70000,Australia,False,2016
46,1,PhD,Director of HR,15,150000,UK,False,2017
25,0,Bachelor's Degree,Junior Web Developer,1,40000,Canada,True,2015
37,0,Master's Degree,Senior Human Resources Manager,9,105000,China,False,2016
30,1,Master's Degree,Web Developer,4,65000,Australia,True,2015
43,0,PhD,Director of HR,14,140000,China,True,2017
34,1,Bachelor's Degree,Junior Web Developer,3,50000,USA,False,2015
26,0,High School,Junior HR Generalist,2,35000,UK,False,2015
41,1,Master's Degree,Senior HR Generalist,11,115000,USA,False,2017
29,0,Master's Degree,Web Developer,5,70000,Australia,True,2016
35,1,Bachelor's Degree,Web Developer,6,80000,Australia,False,2016
27,0,High School,Junior HR Coordinator,1,30000,China,True,2015
40,1,PhD,Director of HR,13,135000,USA,False,2017
23,0,Bachelor's Degree,Junior Web Developer,1,40000,USA,False,2015
39,1,Master's Degree,Senior HR Generalist,10,105000,UK,False,2017
31,1,High School,Junior HR Generalist,2,35000,China,True,2015
44,0,PhD,Senior Human Resources Manager,12,120000,Australia,True,2017
28,1,Master's Degree,Web Developer,3,55000,Canada,False,2015
32,0,Bachelor's Degree,Junior Web Developer,2,45000,USA,False,2015
45,1,Master's Degree,Director of HR,14,140000,UK,False,2017
26,0,Bachelor's Degree,Web Developer,3,55000,Canada,True,2015
38,1,PhD,Senior Human Resources Manager,11,115000,China,False,2017
27,0,Master's Degree,Senior HR Generalist,4,70000,USA,False,2015
33,1,High School,Junior HR Coordinator,3,38000,China,False,2015
42,0,Master's Degree,Director of HR,13,135000,USA,False,2017
29,1,Bachelor's Degree,Junior Web Developer,2,45000,Canada,True,2015
36,0,Master's Degree,Web Developer,7,85000,UK,True,2016
30,1,High School,Junior HR Generalist,1,32000,China,False,2015
43,0,PhD,Senior Human Resources Manager,15,150000,Canada,False,2017
34,1,Bachelor's Degree,Web Developer,4,65000,USA,True,2015
25,0,Master's Degree,Junior HR Generalist,1,32000,Australia,False,2015
37,1,PhD,Director of HR,12,120000,Australia,True,2017
24,0,Bachelor's Degree,Junior Web Developer,1,40000,UK,False,2015
39,1,Master's Degree,Senior HR Generalist,9,95000,Canada,True,2016
31,1,High School,Junior HR Generalist,2,35000,Canada,False,2015
44,0,PhD,Director of HR,14,140000,USA,False,2017
28,1,Bachelor's Degree,Web Developer,3,55000,UK,False,2015
32,0,Master's Degree,Senior Human Resources Manager,6,80000,Canada,False,2016
45,1,PhD,Director of HR,13,135000,China,False,2017
26,0,Bachelor's Degree,Junior Web Developer,2,45000,UK,True,2015
38,1,Master's Degree,Senior HR Generalist,8,95000,Australia,False,2016
27,0,High School,Junior HR Generalist,1,32000,UK,False,2015
33,1,Bachelor's Degree,Web Developer,5,70000,Canada,True,2016
42,0,Master's Degree,Director of HR,12,120000,USA,False,2017
29,1,Master's Degree,Senior Human Resources Manager,4,70000,China,True,2015
36,0,Master's Degree,Web Developer,7,85000,China,False,2016
30,1,High School,Junior HR Coordinator,2,33000,UK,False,2015
43,0,PhD,Senior Human Resources Manager,15,150000,USA,False,2017
34,1,Bachelor's Degree,Junior Web Developer,3,50000,China,False,2015
25,0,Master's Degree,Junior HR Generalist,1,32000,USA,False,2015
37,1,PhD,Director of HR,11,115000,USA,True,2017
24,0,Bachelor's Degree,Web Developer,1,40000,China,False,2015
39,1,Master's Degree,Senior HR Generalist,10,105000,USA,False,2017
31,1,High School,Junior HR Generalist,2,35000,Australia,True,2015
44,0,PhD,Director of HR,13,135000,USA,False,2017
28,1,Bachelor's Degree,Web Developer,4,65000,Canada,False,2015
32,0,Master's Degree,Senior Human Resources Manager,6,80000,Canada,False,2016
45,1,PhD,Director of HR,14,140000,Australia,False,2017
26,0,Bachelor's Degree,Junior Web Developer,2,45000,Australia,True,2015
38,1,Master's Degree,Senior HR Generalist,8,95000,USA,True,2016
27,0,High School,Junior HR Generalist,1,32000,Australia,True,2015
33,1,Bachelor's Degree,Web Developer,5,70000,UK,True,2016
42,0,Master's Degree,Director of HR,12,120000,Canada,False,2017
29,1,Master's Degree,Senior Human Resources Manager,4,70000,UK,False,2015
36,0,Master's Degree,Web Developer,7,85000,Australia,False,2016
30,1,High School,Junior HR Coordinator,2,33000,Australia,False,2015
43,0,PhD,Senior Human Resources Manager,15,150000,Australia,False,2017
34,1,Bachelor's Degree,Junior Web Developer,3,50000,Australia,False,2015
25,0,Master's Degree,Junior HR Generalist,1,32000,Canada,True,2015
37,1,PhD,Director of HR,11,115000,Australia,True,2017
24,0,Bachelor's Degree,Web Developer,1,40000,Canada,False,2015
39,1,Master's Degree,Senior HR Generalist,10,105000,Australia,False,2017
31,1,High School,Junior HR Generalist,2,35000,Canada,True,2015
44,0,PhD,Director of HR,13,135000,China,False,2017
28,1,Bachelor's Degree,Web Developer,4,65000,USA,False,2015
32,0,Master's Degree,Senior Human Resources Manager,6,80000,China,True,2016
45,1,PhD,Director of HR,14,140000,China,False,2017
26,0,Bachelor's Degree,Junior Web Developer,2,45000,Australia,False,2015
38,1,Master's Degree,Senior HR Generalist,8,95000,UK,False,2016
27,0,High School,Junior HR Generalist,1,32000,USA,False,2015
33,1,Bachelor's Degree,Web Developer,5,70000,Australia,False,2016
42,0,Master's Degree,Director of HR,12,120000,USA,False,2017
29,1,Master's Degree,Senior Human Resources Manager,4,70000,UK,True,2015
36,0,Master's Degree,Web Developer,7,85000,UK,False,2016
30,1,High School,Junior HR Coordinator,2,33000,Canada,False,2015
43,0,PhD,Senior Human Resources Manager,15,150000,USA,True,2017
34,1,Bachelor's Degree,Junior Web Developer,3,50000,UK,False,2015
25,0,Master's Degree,Junior HR Generalist,1,32000,Canada,False,2015
37,1,PhD,Director of HR,11,115000,China,True,2017
24,0,Bachelor's Degree,Web Developer,1,40000,China,True,2015
39,1,Master's Degree,Senior HR Generalist,10,105000,China,True,2017
31,1,High School,Junior HR Generalist,2,35000,China,False,2015
44,0,PhD,Director of HR,13,135000,UK,False,2017
28,1,Bachelor's Degree,Web Developer,4,65000,UK,True,2015
32,0,Master's Degree,Senior Human Resources Manager,6,80000,Australia,False,2016
45,1,PhD,Director of HR,14,140000,USA,True,2017
26,0,Bachelor's Degree,Junior Web Developer,2,45000,UK,False,2015
38,1,Master's Degree,Senior HR Generalist,8,95000,Australia,False,2016
27,0,High School,Junior HR Generalist,1,32000,UK,False,2015
33,1,Bachelor's Degree,Web Developer,5,70000,China,True,2016
42,0,Master's Degree,Director of HR,12,120000,China,False,2017
29,1,Master's Degree,Senior Human Resources Manager,4,70000,USA,False,2015
36,0,Master's Degree,Web Developer,7,85000,USA,True,2016
30,1,High School,Junior HR Coordinator,2,33000,Canada,False,2015
43,0,PhD,Senior Human Resources Manager,15,150000,USA,False,2017
34,1,Bachelor's Degree,Junior Web Developer,3,50000,UK,False,2015
25,0,Master's Degree,Junior HR Generalist,1,32000,UK,True,2015
37,1,PhD,Director of HR,11,115000,Australia,True,2017
28,1,Bachelor's Degree,Software Engineer,3,60000,China,False,2015
37,0,Master's Degree,Marketing Manager,9,100000,China,False,2016
43,1,PhD,Data Scientist,15,150000,Canada,False,2017
31,0,Bachelor's Degree,Human Resources Coordinator,4,55000,China,True,2015
24,1,High School,Junior Sales Associate,1,30000,China,False,2015
29,0,Master's Degree,Software Developer,5,70000,UK,False,2016
35,1,Bachelor's Degree,Operations Manager,8,90000,UK,False,2016
26,0,Master's Degree,Marketing Coordinator,2,40000,Canada,True,2015
42,1,PhD,Data Scientist,12,130000,Australia,True,2017
34,0,Bachelor's Degree,Human Resources Manager,6,75000,Australia,False,2016
27,1,High School,Junior Sales Associate,2,35000,China,True,2015
38,0,Master's Degree,Marketing Manager,10,110000,Canada,False,2017
30,1,Bachelor's Degree,Software Engineer,4,65000,Canada,False,2015
45,1,PhD,Data Scientist,18,180000,China,False,2017
25,0,Bachelor's Degree,Junior Software Developer,1,35000,Australia,True,2015
40,0,Master's Degree,Human Resources Manager,11,120000,China,False,2017
33,1,Bachelor's Degree,Operations Manager,6,75000,USA,False,2016
29,0,High School,Junior Sales Associate,1,30000,USA,False,2015
44,1,PhD,Data Scientist,16,160000,USA,False,2017
26,1,Bachelor's Degree,Software Developer,3,60000,Australia,False,2015
36,0,Master's Degree,Marketing Coordinator,8,85000,China,True,2016
31,1,Bachelor's Degree,Operations Manager,5,70000,China,False,2016
27,0,Master's Degree,Human Resources Coordinator,3,50000,Australia,False,2015
42,1,PhD,Data Scientist,13,140000,Australia,False,2017
34,0,Bachelor's Degree,Human Resources Manager,6,75000,UK,False,2016
28,1,High School,Junior Sales Associate,2,35000,China,False,2015
39,0,Master's Degree,Marketing Manager,10,110000,UK,False,2017
31,1,Bachelor's Degree,Software Engineer,4,65000,Canada,True,2015
